date,permno_a,permno_b,action,side,w_prev,w_new
2019-01-18,89012,89492,stop,-1,0.006883164756176452,0.0038244582367302593
2019-01-18,14653,85731,stop,1,0.011709787108766814,0.006506250154523108
2019-01-18,10606,89307,stop,1,0.011187416376261751,0.006216007930005216
2019-01-18,80828,87067,stop,-1,0.010636455103640292,0.005909880087386638
2019-01-18,65330,90105,stop,-1,0.005579910304222818,0.0031003375161188637
2019-01-18,14329,91456,enter,1,0.0,0.0032742651161079377
2019-01-18,15906,19828,enter,1,0.0,0.0007154151886400625
2019-01-18,14265,15359,enter,1,0.0,0.013567411326415738
2019-01-18,15862,51086,enter,1,0.0,0.0005646874024442368
2019-01-18,12089,85738,enter,1,0.0,0.0036495325608795043
2019-01-18,91338,92279,enter,1,0.0,0.007624537475889686
2019-01-18,76119,91878,enter,1,0.0,0.0044849183486592595
2019-01-18,83208,92804,enter,1,0.0,0.009843482550898435
2019-01-18,13337,70332,enter,1,0.0,0.002599598999751918
2019-01-18,10252,86299,enter,1,0.0,0.005739393726032796
2019-01-18,14239,14487,enter,1,0.0,0.0025192690222514656
2019-01-18,92110,92916,enter,1,0.0,0.002869824319493016
2019-01-18,14277,61815,enter,1,0.0,0.016447070125747237
2019-01-18,15267,90839,enter,1,0.0,0.0013844521023232725
2019-01-22,86572,90766,time_exit,1,0.012252835948037999,0.006452900146599175
2019-01-22,92110,93116,time_exit,1,0.0036049783865076943,0.0018985454189899037
2019-01-22,11442,88280,time_exit,-1,0.016075981135506644,0.008466342115895819
2019-01-22,89792,92402,time_exit,1,0.0018068398841547101,0.0009515639810071997
2019-01-22,14329,91456,stop,1,0.0032742651161079377,0.0017243767840636683
2019-01-22,15906,19828,stop,1,0.0007154151886400625,0.00037677014490624587
2019-01-22,14265,15359,stop,1,0.013567411326415738,0.00714521527167091
2019-01-22,15862,51086,stop,1,0.0005646874024442368,0.0002973900440247551
2019-01-22,12089,85738,stop,1,0.0036495325608795043,0.0019220096716375933
2019-01-22,91338,92279,stop,1,0.007624537475889686,0.004015427873560792
2019-01-22,76119,91878,stop,1,0.0044849183486592595,0.00236196178519658
2019-01-22,83208,92804,stop,1,0.009843482550898435,0.005184025173038409
2019-01-22,13337,70332,stop,1,0.002599598999751918,0.0013690669521519488
2019-01-22,10252,86299,stop,1,0.005739393726032796,0.003022625518954884
2019-01-22,14239,14487,stop,1,0.0025192690222514656,0.0013267615360191246
2019-01-22,92110,92916,stop,1,0.002869824319493016,0.001511379883849313
2019-01-22,14277,61815,stop,1,0.016447070125747237,0.008661774439455844
2019-01-22,15267,90839,stop,1,0.0013844521023232725,0.0007291153829144269
2019-01-22,79678,89056,enter,-1,0.0,0.0005602925462906284
2019-01-22,87525,90870,enter,1,0.0,0.0008758033856612802
2019-01-22,89012,89492,enter,-1,0.0,0.006071318532626448
2019-01-22,14175,62148,enter,1,0.0,0.002074026257852077
2019-01-22,14653,85731,enter,1,0.0,0.010145586283676775
2019-01-22,80828,87067,enter,-1,0.0,0.009177552784550558
2019-01-22,10606,89307,enter,1,0.0,0.009580784780659388
2019-01-22,65330,90105,enter,-1,0.0,0.004926372863386763
2019-01-23,13786,92733,stop,1,0.019326505183150215,0.01261682193214678
2019-01-23,79678,89056,stop,-1,0.0005602925462906284,0.0003657728709596787
2019-01-23,87525,90870,stop,1,0.0008758033856612802,0.0005717461724064548
2019-01-23,89012,89492,stop,-1,0.006071318532626448,0.003963507322900512
2019-01-23,14175,62148,stop,1,0.002074026257852077,0.0013539757824777652
2019-01-23,14653,85731,stop,1,0.010145586283676775,0.0066232903634321685
2019-01-23,80828,87067,stop,-1,0.009177552784550558,0.005991334085404377
2019-01-23,10606,89307,stop,1,0.009580784780659388,0.0062545739336871764
2019-01-23,65330,90105,stop,-1,0.004926372863386763,0.003216058392331622
2019-01-23,14329,91456,enter,1,0.0,0.0027948901291621614
2019-01-23,15906,19828,enter,1,0.0,0.0006122750445683861
2019-01-23,12089,85738,enter,1,0.0,0.002596975264201566
2019-01-23,14265,15359,enter,1,0.0,0.010681637473093338
2019-01-23,15862,51086,enter,1,0.0,0.00048412002630323676
2019-01-23,91338,92279,enter,1,0.0,0.00613178789093159
2019-01-23,76119,91878,enter,1,0.0,0.003816354533706557
2019-01-23,83208,92804,enter,1,0.0,0.007781256204214412
2019-01-23,13337,70332,enter,1,0.0,0.002222648485210156
2019-01-23,10252,86299,enter,1,0.0,0.004933381538844939
2019-01-23,14239,14487,enter,1,0.0,0.002162925072560281
2019-01-23,92110,92916,enter,1,0.0,0.002462796486412135
2019-01-23,15267,90839,enter,1,0.0,0.0011904199749396892
2019-01-23,14277,61815,enter,1,0.0,0.012532506870379514
2019-01-23,89792,92402,enter,1,0.0,0.00073252885819147
2019-01-24,70519,80169,stop,1,0.01266760209836944,0.007843116391142383
2019-01-24,14329,91456,stop,1,0.0027948901291621614,0.0017304497262584059
2019-01-24,15906,19828,stop,1,0.0006122750445683861,0.0003790886705037783
2019-01-24,12089,85738,stop,1,0.002596975264201566,0.0016079111977058724
2019-01-24,14265,15359,stop,1,0.010681637473093338,0.006613511010125808
2019-01-24,15862,51086,stop,1,0.00048412002630323676,0.0002997417888637302
2019-01-24,91338,92279,stop,1,0.00613178789093159,0.0037964822182537878
2019-01-24,76119,91878,stop,1,0.003816354533706557,0.0023628870377588886
2019-01-24,83208,92804,stop,1,0.007781256204214412,0.004817746689944426
2019-01-24,13337,70332,stop,1,0.002222648485210156,0.001376147642681598
2019-01-24,10252,86299,stop,1,0.004933381538844939,0.003054491711265111
2019-01-24,14239,14487,stop,1,0.002162925072560281,0.0013391700305769765
2019-01-24,92110,92916,stop,1,0.002462796486412135,0.001524834719359651
2019-01-24,15267,90839,stop,1,0.0011904199749396892,0.0007370457601438697
2019-01-24,14277,61815,stop,1,0.012532506870379514,0.007759472494784976
2019-01-24,89792,92402,resize,1,0.00073252885819147,0.0014797756602268645
2019-01-24,79678,89056,enter,-1,0.0,0.00043324932120819126
2019-01-24,87525,90870,enter,1,0.0,0.0007471935163225152
2019-01-24,89012,89492,enter,-1,0.0,0.005173781488131645
2019-01-24,14175,62148,enter,1,0.0,0.00175269300839699
2019-01-24,80828,87067,enter,-1,0.0,0.007478491675904309
2019-01-24,14653,85731,enter,1,0.0,0.008281182883959121
2019-01-24,13786,92733,enter,1,0.0,0.010422373611606339
2019-01-24,65330,90105,enter,-1,0.0,0.004202663041029515
2019-01-24,10606,89307,enter,1,0.0,0.007808197077298051
2019-01-25,79678,89056,stop,-1,0.00043324932120819126,0.0003195935538651204
2019-01-25,87525,90870,stop,1,0.0007471935163225152,0.0005511797009642345
2019-01-25,89012,89492,stop,-1,0.005173781488131645,0.003816525801131022
2019-01-25,14175,62148,stop,1,0.00175269300839699,0.001292903092902879
2019-01-25,80828,87067,stop,-1,0.007478491675904309,0.0055166335300603124
2019-01-25,14653,85731,stop,1,0.008281182883959121,0.0061087520246101285
2019-01-25,13786,92733,stop,1,0.010422373611606339,0.007688236909303076
2019-01-25,65330,90105,stop,-1,0.004202663041029515,0.003100164157752459
2019-01-25,10606,89307,resize,1,0.007808197077298051,0.010774265119295872
2019-01-25,14329,91456,enter,1,0.0,0.0018847686139171153
2019-01-25,15906,19828,enter,1,0.0,0.00040749575153795433
2019-01-25,12089,85738,enter,1,0.0,0.0014030135939849234
2019-01-25,14265,15359,enter,1,0.0,0.008182830637977064
2019-01-25,15862,51086,enter,1,0.0,0.0003269026902515581
2019-01-25,76119,91878,enter,1,0.0,0.0025617622897662765
2019-01-25,91338,92279,enter,1,0.0,0.004071631134565236
2019-01-25,13337,70332,enter,1,0.0,0.0014993660700026005
2019-01-25,83208,92804,enter,1,0.0,0.0059632108723815655
2019-01-25,10252,86299,enter,1,0.0,0.003321565791641939
2019-01-25,14239,14487,enter,1,0.0,0.0014484500558879627
2019-01-25,92110,92916,enter,1,0.0,0.0016648026319933584
2019-01-25,15267,90839,enter,1,0.0,0.0008038868976674738
2019-01-25,70519,80169,enter,1,0.0,0.003924427406484198
2019-01-25,14277,61815,enter,1,0.0,0.009500468434629176
2019-01-25,10113,81472,enter,1,0.0,0.002259287128638253
2019-01-25,87270,89460,enter,1,0.0,0.009140993609277566
2019-01-28,12872,76804,time_exit,1,0.01783078784964165,0.011698601565949734
2019-01-28,14329,91456,stop,1,0.0018847686139171153,0.0012365778362769765
2019-01-28,15906,19828,stop,1,0.00040749575153795433,0.00026735388684216683
2019-01-28,12089,85738,stop,1,0.0014030135939849234,0.0009205031861769727
2019-01-28,14265,15359,stop,1,0.008182830637977064,0.005368673337519621
2019-01-28,15862,51086,stop,1,0.0003269026902515581,0.00021447758541790496
2019-01-28,76119,91878,stop,1,0.0025617622897662765,0.0016807466157617392
2019-01-28,91338,92279,stop,1,0.004071631134565236,0.0026713564632396118
2019-01-28,13337,70332,stop,1,0.0014993660700026005,0.000983719081981946
2019-01-28,83208,92804,stop,1,0.0059632108723815655,0.003912403009782513
2019-01-28,10252,86299,stop,1,0.003321565791641939,0.002179246093844832
2019-01-28,14239,14487,stop,1,0.0014484500558879627,0.0009503135943794792
2019-01-28,92110,92916,stop,1,0.0016648026319933584,0.0010922603556200211
2019-01-28,15267,90839,stop,1,0.0008038868976674738,0.0005274221531432884
2019-01-28,70519,80169,stop,1,0.003924427406484198,0.0025747775695662695
2019-01-28,14277,61815,stop,1,0.009500468434629176,0.006233162316988845
2019-01-28,10606,89307,resize,1,0.010774265119295872,0.014083744718387635
2019-01-28,87270,89460,resize,1,0.009140993609277566,0.017906019773223134
2019-01-28,10113,81472,resize,1,0.002259287128638253,0.005360091386923377
2019-01-28,79678,89056,enter,-1,0.0,0.00035273843564357244
2019-01-28,87525,90870,enter,1,0.0,0.0006218924580839326
2019-01-28,89012,89492,enter,-1,0.0,0.004304034214236917
2019-01-28,14175,62148,enter,1,0.0,0.0014490073398397622
2019-01-28,13786,92733,enter,1,0.0,0.009358148424455526
2019-01-28,14653,85731,enter,1,0.0,0.0075503355551385844
2019-01-28,80828,87067,enter,-1,0.0,0.0068374572434755886
2019-01-28,65330,90105,enter,-1,0.0,0.0034958716665369986
2019-01-29,13407,16093,time_exit,1,0.00023603807708133257,0.0001711954323233397
2019-01-29,87270,89460,stop,1,0.017906019773223134,0.012987009698485793
2019-01-29,79678,89056,stop,-1,0.00035273843564357244,0.0002558367265729421
2019-01-29,87525,90870,stop,1,0.0006218924580839326,0.0004510507352744538
2019-01-29,89012,89492,stop,-1,0.004304034214236917,0.003121661585926418
2019-01-29,14175,62148,stop,1,0.0014490073398397622,0.0010509466991551718
2019-01-29,13786,92733,stop,1,0.009358148424455526,0.006787346707279825
2019-01-29,14653,85731,stop,1,0.0075503355551385844,0.005476162895119851
2019-01-29,80828,87067,stop,-1,0.0068374572434755886,0.004959121270869427
2019-01-29,65330,90105,stop,-1,0.0034958716665369986,0.0025355115102615234
2019-01-29,14329,91456,enter,1,0.0,0.0022204174144454924
2019-01-29,15906,19828,enter,1,0.0,0.0004761661510993336
2019-01-29,12089,85738,enter,1,0.0,0.0016312158833542384
2019-01-29,15862,51086,enter,1,0.0,0.0003802328516923156
2019-01-29,14265,15359,enter,1,0.0,0.008614336223429884
2019-01-29,70519,80169,enter,1,0.0,0.004412177351858523
2019-01-29,10252,86299,enter,1,0.0,0.003896475252259231
2019-01-29,13337,70332,enter,1,0.0,0.0017336232106331371
2019-01-29,76119,91878,enter,1,0.0,0.0029142445545900075
2019-01-29,83208,92804,enter,1,0.0,0.0062328781706820525
2019-01-29,92110,92916,enter,1,0.0,0.0019569083478435494
2019-01-29,14239,14487,enter,1,0.0,0.0016850517954307073
2019-01-29,15267,90839,enter,1,0.0,0.0009470268411180244
2019-01-29,14277,61815,enter,1,0.0,0.0100692678675304
2019-01-29,91338,92279,enter,1,0.0,0.003693906036398703
2019-01-29,12872,76804,enter,1,0.0,0.006248943549759219
2019-01-30,14329,91456,stop,1,0.0022204174144454924,0.0014902644552148257
2019-01-30,15906,19828,stop,1,0.0004761661510993336,0.00031958562617245617
2019-01-30,12089,85738,stop,1,0.0016312158833542384,0.0010948135399810658
2019-01-30,15862,51086,stop,1,0.0003802328516923156,0.00025519863963215127
2019-01-30,14265,15359,stop,1,0.008614336223429884,0.005781633217037723
2019-01-30,70519,80169,stop,1,0.004412177351858523,0.002961295040653739
2019-01-30,10252,86299,stop,1,0.003896475252259231,0.0026151743051953534
2019-01-30,13337,70332,stop,1,0.0017336232106331371,0.0011635456616102807
2019-01-30,76119,91878,stop,1,0.0029142445545900075,0.0019559363231680615
2019-01-30,83208,92804,stop,1,0.0062328781706820525,0.004183284066780538
2019-01-30,92110,92916,stop,1,0.0019569083478435494,0.0013134066297316922
2019-01-30,14239,14487,stop,1,0.0016850517954307073,0.0011309462714484365
2019-01-30,15267,90839,stop,1,0.0009470268411180244,0.0006356104173345356
2019-01-30,14277,61815,resize,1,0.0100692678675304,0.01883132861038697
2019-01-30,91338,92279,resize,1,0.003693906036398703,0.006770171308076898
2019-01-30,12872,76804,resize,1,0.006248943549759219,0.011698400347709902
2019-01-30,79678,89056,enter,-1,0.0,0.0002860694306798573
2019-01-30,87525,90870,enter,1,0.0,0.0005110320366314698
2019-01-30,89012,89492,enter,-1,0.0,0.0035390272410651563
2019-01-30,14175,62148,enter,1,0.0,0.0011838330505352834
2019-01-30,13786,92733,enter,1,0.0,0.008874138826445686
2019-01-30,80828,87067,enter,-1,0.0,0.006578896781126191
2019-01-30,14653,85731,enter,1,0.0,0.007323918552419937
2019-01-30,87270,89460,enter,1,0.0,0.010770041490113846
2019-01-30,65330,90105,enter,-1,0.0,0.00287377135259291
2019-01-31,15674,83218,time_exit,1,0.0024333863090689393,0.0017131372514172247
2019-01-31,79678,89056,stop,-1,0.0002860694306798573,0.00020139679275868602
2019-01-31,87525,90870,stop,1,0.0005110320366314698,0.0003597735449395019
2019-01-31,89012,89492,stop,-1,0.0035390272410651563,0.002491523593213938
2019-01-31,14175,62148,stop,1,0.0011838330505352834,0.0008334346629520005
2019-01-31,13786,92733,stop,1,0.008874138826445686,0.006247515136077532
2019-01-31,80828,87067,stop,-1,0.006578896781126191,0.004631633336216345
2019-01-31,14653,85731,stop,1,0.007323918552419937,0.005156138855444201
2019-01-31,87270,89460,stop,1,0.010770041490113846,0.007582256548111609
2019-01-31,65330,90105,stop,-1,0.00287377135259291,0.002023174346726014
2019-01-31,14277,61815,resize,1,0.01883132861038697,0.024138714237143602
2019-01-31,10113,81472,resize,1,0.005360091386923377,0.006726523955104167
2019-01-31,91338,92279,resize,1,0.006770171308076898,0.008584654905021664
2019-01-31,14329,91456,enter,1,0.0,0.0024947518587463443
2019-01-31,15906,19828,enter,1,0.0,0.0005356896913246323
2019-01-31,12089,85738,enter,1,0.0,0.0018089507646113585
2019-01-31,15862,51086,enter,1,0.0,0.0004283867071038528
2019-01-31,70519,80169,enter,1,0.0,0.004841973648339303
2019-01-31,10252,86299,enter,1,0.0,0.004399125333016836
2019-01-31,13337,70332,enter,1,0.0,0.0019461202291633085
2019-01-31,14239,14487,enter,1,0.0,0.0018965543362431043
2019-01-31,15267,90839,enter,1,0.0,0.001068573185265942
2019-01-31,92110,92916,enter,1,0.0,0.0022074144938948373
2019-01-31,83208,92804,enter,1,0.0,0.006763240515651874
2019-01-31,76119,91878,enter,1,0.0,0.0031464417002980524
2019-01-31,14265,15359,enter,1,0.0,0.008651520682178818
2019-01-31,14401,24985,enter,-1,0.0,0.009617395488028759
2019-02-01,14329,91456,stop,1,0.0024947518587463443,0.001659585989817078
2019-02-01,15906,19828,stop,1,0.0005356896913246323,0.00035635732808253896
2019-02-01,12089,85738,stop,1,0.0018089507646113585,0.001203369920215838
2019-02-01,15862,51086,stop,1,0.0004283867071038528,0.00028497606879855707
2019-02-01,70519,80169,stop,1,0.004841973648339303,0.0032210304209916306
2019-02-01,10252,86299,stop,1,0.004399125333016836,0.002926434043742077
2019-02-01,13337,70332,stop,1,0.0019461202291633085,0.0012946192846778897
2019-02-01,14239,14487,stop,1,0.0018965543362431043,0.0012616465218058016
2019-02-01,15267,90839,stop,1,0.001068573185265942,0.0007108478869929472
2019-02-01,92110,92916,stop,1,0.0022074144938948373,0.0014684402999615145
2019-02-01,83208,92804,resize,1,0.006763240515651874,0.012142741922886797
2019-02-01,14401,24985,resize,-1,0.009617395488028759,0.01714247399001059
2019-02-01,76119,91878,resize,1,0.0031464417002980524,0.005289363312679426
2019-02-01,14265,15359,resize,1,0.008651520682178818,0.015527222143576084
2019-02-01,79678,89056,enter,-1,0.0,0.00028158788635630576
2019-02-01,87525,90870,enter,1,0.0,0.0005079914002160638
2019-02-01,89012,89492,enter,-1,0.0,0.0035175621681622043
2019-02-01,13786,92733,enter,1,0.0,0.008976388559865704
2019-02-01,87270,89460,enter,1,0.0,0.010888036958881079
2019-02-01,14175,62148,enter,1,0.0,0.0011646071879095315
2019-02-01,80828,87067,enter,-1,0.0,0.0065274120985418455
2019-02-01,14653,85731,enter,1,0.0,0.0075475294758607986
2019-02-01,65330,90105,enter,-1,0.0,0.002854020227158864
2019-02-04,13034,14069,time_exit,1,0.017183299314753767,0.010454292540813107
2019-02-04,79678,89056,stop,-1,0.00028158788635630576,0.00017131763149760625
2019-02-04,87525,90870,stop,1,0.0005079914002160638,0.00030906117671570697
2019-02-04,89012,89492,stop,-1,0.0035175621681622043,0.0021400793446512494
2019-02-04,13786,92733,stop,1,0.008976388559865704,0.005461220819465709
2019-02-04,87270,89460,stop,1,0.010888036958881079,0.00662426472811278
2019-02-04,14175,62148,stop,1,0.0011646071879095315,0.000708545199296286
2019-02-04,80828,87067,stop,-1,0.0065274120985418455,0.003971267354576549
2019-02-04,14653,85731,stop,1,0.0075475294758607986,0.004591905178146474
2019-02-04,65330,90105,resize,-1,0.002854020227158864,0.00562126767717364
2019-02-04,14401,24985,resize,-1,0.01714247399001059,0.02268990562668257
2019-02-04,83208,92804,resize,1,0.012142741922886797,0.01612857183223057
2019-02-04,76119,91878,resize,1,0.005289363312679426,0.007069155344434278
2019-02-04,14265,15359,resize,1,0.015527222143576084,0.02066116933084492
2019-02-04,14329,91456,enter,1,0.0,0.0035827816676193376
2019-02-04,15906,19828,enter,1,0.0,0.0007687171827994754
2019-02-04,12089,85738,enter,1,0.0,0.002115979157141951
2019-02-04,70519,80169,enter,1,0.0,0.006406916858853672
2019-02-04,15862,51086,enter,1,0.0,0.0006166806348158392
2019-02-04,10252,86299,enter,1,0.0,0.006358643814694336
2019-02-04,13337,70332,enter,1,0.0,0.0027446585605704565
2019-02-04,92110,92916,enter,1,0.0,0.003187385399296303
2019-02-04,15267,90839,enter,1,0.0,0.0015444927539814471
2019-02-04,14239,14487,enter,1,0.0,0.0027256061064725866
2019-02-05,14401,24985,stop,-1,0.02268990562668257,0.014103805571140951
2019-02-05,14329,91456,stop,1,0.0035827816676193376,0.0022270192249953073
2019-02-05,15906,19828,stop,1,0.0007687171827994754,0.00047782647772009145
2019-02-05,12089,85738,stop,1,0.002115979157141951,0.0013152702843251137
2019-02-05,70519,80169,stop,1,0.006406916858853672,0.00398247181695964
2019-02-05,15862,51086,stop,1,0.0006166806348158392,0.0003833221660782207
2019-02-05,10252,86299,stop,1,0.006358643814694336,0.003952465802816076
2019-02-05,13337,70332,stop,1,0.0027446585605704565,0.0017060507581808312
2019-02-05,92110,92916,resize,1,0.003187385399296303,0.005065467266733033
2019-02-05,15267,90839,resize,1,0.0015444927539814471,0.002454538923765687
2019-02-05,14239,14487,resize,1,0.0027256061064725866,0.004293576441751459
2019-02-05,79678,89056,enter,-1,0.0,0.0003566958633693139
2019-02-05,87525,90870,enter,1,0.0,0.000668916556754197
2019-02-05,89012,89492,enter,-1,0.0,0.004633435861151257
2019-02-05,13786,92733,enter,1,0.0,0.010218874173961907
2019-02-05,87270,89460,enter,1,0.0,0.011864624607963146
2019-02-05,80828,87067,enter,-1,0.0,0.007571976896803692
2019-02-05,14175,62148,enter,1,0.0,0.0015240999216763348
2019-02-05,14653,85731,enter,1,0.0,0.008624576193168405
2019-02-05,16097,93073,enter,1,0.0,0.0044732215802619334
2019-02-06,79678,89056,stop,-1,0.0003566958633693139,0.00019529880795822195
2019-02-06,87525,90870,stop,1,0.000668916556754197,0.0003662464849567181
2019-02-06,89012,89492,stop,-1,0.004633435861151257,0.00253690775072657
2019-02-06,13786,92733,stop,1,0.010218874173961907,0.005595057722280025
2019-02-06,87270,89460,stop,1,0.011864624607963146,0.006496142178155493
2019-02-06,80828,87067,stop,-1,0.007571976896803692,0.004145823413437928
2019-02-06,14175,62148,stop,1,0.0015240999216763348,0.0008344781324375025
2019-02-06,14653,85731,resize,1,0.008624576193168405,0.015097529551720477
2019-02-06,65330,90105,resize,-1,0.00562126767717364,0.008062674249447635
2019-02-06,16097,93073,resize,1,0.0044732215802619334,0.008366053673180114
2019-02-06,14329,91456,enter,1,0.0,0.004597680019591501
2019-02-06,15906,19828,enter,1,0.0,0.0009768379407135417
2019-02-06,12089,85738,enter,1,0.0,0.0024252235501289387
2019-02-06,70519,80169,enter,1,0.0,0.008035017230412866
2019-02-06,15862,51086,enter,1,0.0,0.0007922771389301299
2019-02-06,10252,86299,enter,1,0.0,0.008004450572682708
2019-02-06,14401,24985,enter,-1,0.0,0.013661881512869258
2019-02-06,13337,70332,enter,1,0.0,0.0034593420477708617
2019-02-07,14329,91456,stop,1,0.004597680019591501,0.002922446679818058
2019-02-07,15906,19828,stop,1,0.0009768379407135417,0.0006209124568029946
2019-02-07,12089,85738,stop,1,0.0024252235501289387,0.0015415571509303522
2019-02-07,70519,80169,stop,1,0.008035017230412866,0.00510733877243317
2019-02-07,15862,51086,stop,1,0.0007922771389301299,0.0005035991378903807
2019-02-07,10252,86299,stop,1,0.008004450572682708,0.0050879095326826895
2019-02-07,14401,24985,stop,-1,0.013661881512869258,0.008683971067412356
2019-02-07,79678,89056,enter,-1,0.0,0.0003454212146896245
2019-02-07,87525,90870,enter,1,0.0,0.000649175533454121
2019-02-07,87270,89460,enter,1,0.0,0.01120777127970716
2019-02-07,80828,87067,enter,-1,0.0,0.007134448654718984
2019-02-07,89012,89492,enter,-1,0.0,0.004526751866716097
2019-02-07,13786,92733,enter,1,0.0,0.009954517125575013
2019-02-07,14175,62148,enter,1,0.0,0.001477348874619751
2019-02-07,79019,85860,enter,1,0.0,0.01122220933829443
2019-02-07,79019,83642,enter,1,0.0,0.010885294373437307
2019-02-08,16097,93073,stop,1,0.008366053673180114,0.00513881520570778
2019-02-08,79678,89056,stop,-1,0.0003454212146896245,0.00021217360774430195
2019-02-08,87525,90870,stop,1,0.000649175533454121,0.00039875349033224834
2019-02-08,87270,89460,stop,1,0.01120777127970716,0.006884328946979031
2019-02-08,80828,87067,stop,-1,0.007134448654718984,0.004382306719922716
2019-02-08,89012,89492,stop,-1,0.004526751866716097,0.0027805393359739625
2019-02-08,13786,92733,stop,1,0.009954517125575013,0.006114522565684007
2019-02-08,14175,62148,stop,1,0.001477348874619751,0.0009074556723642728
2019-02-08,79019,85860,resize,1,0.01122220933829443,0.018830208095661827
2019-02-08,79019,83642,resize,1,0.010885294373437307,0.01828481493977928
2019-02-08,14329,91456,enter,1,0.0,0.003678996890818215
2019-02-08,15906,19828,enter,1,0.0,0.0007811340399177452
2019-02-08,14401,24985,enter,-1,0.0,0.011506981930470268
2019-02-08,70519,80169,enter,1,0.0,0.006590562594282476
2019-02-08,15862,51086,enter,1,0.0,0.0006415908880114139
2019-02-08,10252,86299,enter,1,0.0,0.006660967774263987
2019-02-08,12089,85738,enter,1,0.0,0.0018043820192949044
2019-02-08,28222,93098,enter,1,0.0,0.007913843289850514
2019-02-11,14329,91456,stop,1,0.003678996890818215,0.0019426010229990694
2019-02-11,15906,19828,stop,1,0.0007811340399177452,0.00041245802322657804
2019-02-11,14401,24985,stop,-1,0.011506981930470268,0.00607597003562346
2019-02-11,70519,80169,stop,1,0.006590562594282476,0.003479979466616284
2019-02-11,15862,51086,stop,1,0.0006415908880114139,0.00033877580013954905
2019-02-11,10252,86299,stop,1,0.006660967774263987,0.0035171551367012073
2019-02-11,12089,85738,stop,1,0.0018043820192949044,0.0009527581731073023
2019-02-11,28222,93098,resize,1,0.007913843289850514,0.013933160097836452
2019-02-11,79678,89056,enter,-1,0.0,0.00044817811582069004
2019-02-11,87270,89460,enter,1,0.0,0.014027711320779544
2019-02-11,87525,90870,enter,1,0.0,0.0008354849605825393
2019-02-11,80828,87067,enter,-1,0.0,0.009286712664271656
2019-02-11,89012,89492,enter,-1,0.0,0.0058640945877682675
2019-02-11,16097,93073,enter,1,0.0,0.005484696219203266
2019-02-11,13786,92733,enter,1,0.0,0.012604059585727285
2019-02-11,14175,62148,enter,1,0.0,0.0019133986877866904
2019-02-12,89792,92402,time_exit,1,0.0014797756602268645,0.000747657279340356
2019-02-12,79678,89056,stop,-1,0.00044817811582069004,0.0002264421829204924
2019-02-12,87270,89460,stop,1,0.014027711320779544,0.007087507088647506
2019-02-12,87525,90870,stop,1,0.0008354849605825393,0.0004221291303461227
2019-02-12,80828,87067,stop,-1,0.009286712664271656,0.004692115508590336
2019-02-12,89012,89492,stop,-1,0.0058640945877682675,0.0029628362752048285
2019-02-12,16097,93073,stop,1,0.005484696219203266,0.002771145088728636
2019-02-12,13786,92733,stop,1,0.012604059585727285,0.006368206446282456
2019-02-12,14175,62148,stop,1,0.0019133986877866904,0.0009667454977497629
2019-02-12,10113,81472,resize,1,0.006726523955104167,0.009440386727549165
2019-02-12,15267,90839,resize,1,0.002454538923765687,0.003435803349629108
2019-02-12,14329,91456,enter,1,0.0,0.005039617829807695
2019-02-12,14401,24985,enter,-1,0.0,0.01491972907748195
2019-02-12,15906,19828,enter,1,0.0,0.0010445630190640417
2019-02-12,70519,80169,enter,1,0.0,0.008909298068887371
2019-02-12,15862,51086,enter,1,0.0,0.0008806658352366407
2019-02-12,10252,86299,enter,1,0.0,0.009004696423012857
2019-02-12,12089,85738,enter,1,0.0,0.0022355466724161533
2019-02-13,10606,89307,time_exit,1,0.014083744718387635,0.007958401015851286
2019-02-13,14329,91456,stop,1,0.005039617829807695,0.0028477724112593444
2019-02-13,14401,24985,stop,-1,0.01491972907748195,0.008430796597117804
2019-02-13,15906,19828,stop,1,0.0010445630190640417,0.0005902585965781172
2019-02-13,70519,80169,stop,1,0.008909298068887371,0.005034439931972333
2019-02-13,15862,51086,stop,1,0.0008806658352366407,0.0004976440583037766
2019-02-13,10252,86299,stop,1,0.009004696423012857,0.005088347353156386
2019-02-13,12089,85738,resize,1,0.0022355466724161533,0.0031387410245993664
2019-02-13,79678,89056,enter,-1,0.0,0.00045246080098630405
2019-02-13,87270,89460,enter,1,0.0,0.013006083776038714
2019-02-13,16097,93073,enter,1,0.0,0.004976832924534684
2019-02-13,80828,87067,enter,-1,0.0,0.00861112082311693
2019-02-13,87525,90870,enter,1,0.0,0.0008438432251607899
2019-02-13,89012,89492,enter,-1,0.0,0.005949907359805702
2019-02-13,13786,92733,enter,1,0.0,0.011311599568275963
2019-02-13,14175,62148,enter,1,0.0,0.0019388735908300076
2019-02-14,10113,81472,time_exit,1,0.009440386727549165,0.004700722070778378
2019-02-14,79678,89056,stop,-1,0.00045246080098630405,0.00022529717634889188
2019-02-14,87270,89460,stop,1,0.013006083776038714,0.006476216157755849
2019-02-14,16097,93073,stop,1,0.004976832924534684,0.002478151483208382
2019-02-14,80828,87067,stop,-1,0.00861112082311693,0.0042877995230046805
2019-02-14,87525,90870,stop,1,0.0008438432251607899,0.0004201811416490485
2019-02-14,89012,89492,stop,-1,0.005949907359805702,0.0029626816837604714
2019-02-14,13786,92733,stop,1,0.011311599568275963,0.0056324690164685914
2019-02-14,14175,62148,stop,1,0.0019388735908300076,0.0009654377668943305
