date,pnl,tc_cost,positions,gross_turnover,rv_scale,dd_scale,global_scale,turnover_scale,equity,ret
2018-02-02,-0.0016030449216075109,0.00019999999999999996,45,0.19999999999999996,1.0,1.0,1.4,0.1343821345392762,0.01097404773662134,-0.0016030449216075109
2018-02-05,0.0028200800079119137,0.00019999999999999993,31,0.19999999999999993,1.0,1.0,1.4,0.2544785605321401,0.013794127744533253,0.0028200800079119137
2018-02-06,0.004440000929200801,0.0002,45,0.2,1.0,1.0,1.4,0.1497119984618551,0.018234128673734053,0.004440000929200801
2018-02-07,-6.001310635684627e-05,0.00020000000000000006,29,0.20000000000000007,1.0,1.0,1.4,0.20232542409186582,0.01817411556737721,-6.001310635684627e-05
2018-02-08,0.0037933492807152914,0.00020000000000000006,47,0.20000000000000007,1.0,1.0,1.4,0.14249772887990886,0.0219674648480925,0.0037933492807152914
2018-02-09,0.004795147264795314,0.0002,34,0.2,1.0,1.0,1.4,0.21867288130615278,0.026762612112887815,0.004795147264795314
2018-02-12,-0.0014056017696089625,0.0002,49,0.2,1.0,1.0,1.4,0.14051700142773532,0.025357010343278853,-0.0014056017696089625
2018-02-13,-0.002932655440941292,0.00020000000000000004,32,0.20000000000000004,1.0,1.0,1.4,0.18418521628657755,0.02242435490233756,-0.002932655440941292
2018-02-14,-0.0009294368984384358,0.0002,44,0.2,1.0,1.0,1.4,0.13290363598141866,0.021494918003899122,-0.0009294368984384358
2018-02-15,-0.0019016926577139273,0.0002,35,0.2,1.0,1.0,1.4,0.18012891541357204,0.019593225346185194,-0.0019016926577139273
2018-02-16,-0.0024177614115562032,0.00019999999999999993,42,0.19999999999999993,1.0,1.0,1.4,0.14218125259753053,0.01717546393462899,-0.0024177614115562032
2018-02-20,-0.003589711981357084,0.00020000000000000004,37,0.20000000000000004,1.0,1.0,1.4,0.16813597253029233,0.013585751953271906,-0.003589711981357084
2018-02-21,-0.0014657983082391648,0.0002,40,0.2,1.0,1.0,1.4,0.1542421756392639,0.012119953645032742,-0.0014657983082391648
2018-02-22,-0.0030015141513109562,0.0002,35,0.2,1.0,1.0,1.4,0.15001468570924734,0.009118439493721785,-0.0030015141513109562
2018-02-23,-0.0013993322431031167,0.00020000000000000004,37,0.20000000000000004,1.0,1.0,1.4,0.16333132418455615,0.0077191072506186675,-0.0013993322431031167
2018-02-26,-0.0024928557126492044,0.0002,37,0.2,1.0,1.0,1.4,0.16445251926229795,0.005226251537969464,-0.0024928557126492044
2018-02-27,0.0007527835544018751,0.0002,38,0.2,1.0,1.0,1.4,0.15175785483111665,0.005979035092371339,0.0007527835544018751
2018-02-28,0.0010059089210777271,0.00020000000000000004,39,0.20000000000000004,1.0,1.0,1.4,0.15158973122688213,0.0069849440134490655,0.0010059089210777271
2018-03-01,-0.00077982559768923,0.00019999999999999998,37,0.19999999999999998,1.0,1.0,1.4,0.14562714561742018,0.006205118415759835,-0.00077982559768923
2018-03-02,-0.0014518145255062367,0.00019999999999999996,40,0.19999999999999996,1.0,1.0,1.4,0.14474810167187474,0.004753303890253599,-0.0014518145255062367
2018-03-05,-0.0010117324910687469,0.00019999999999999996,39,0.19999999999999996,1.0,1.0,1.4,0.15444975564040545,0.003741571399184852,-0.0010117324910687469
2018-03-06,-0.004716001501689506,0.00020000000000000004,39,0.20000000000000004,1.0,1.0,1.4,0.1532202029459268,-0.0009744301025046542,-0.004716001501689506
2018-03-07,-0.002070704258466984,0.00020000000000000004,38,0.20000000000000004,1.0,1.0,1.4,0.1588785439117685,-0.003045134360971638,-0.002070704258466984
2018-03-08,-0.0027286866333550534,0.00019999999999999993,43,0.19999999999999993,1.0,1.0,1.4,0.14775833130954164,-0.005773820994326691,-0.0027286866333550534
2018-03-09,-0.001734658460117851,0.00019999999999999998,35,0.19999999999999998,1.0,1.0,1.4,0.15736130692879866,-0.007508479454444542,-0.001734658460117851
2018-03-12,-0.0030776197255311184,0.00019999999999999998,50,0.19999999999999998,1.0,1.0,1.4,0.13499755903934246,-0.010586099179975661,-0.0030776197255311184
2018-03-13,-0.002045122089124553,0.00019999999999999998,40,0.19999999999999998,1.0,1.0,1.4,0.15275383476281043,-0.012631221269100214,-0.002045122089124553
2018-03-14,-0.0055500208588619504,0.00020000000000000004,53,0.20000000000000004,1.0,1.0,1.4,0.13862700768790204,-0.018181242127962165,-0.0055500208588619504
2018-03-15,-0.0037044589476392027,0.00020000000000000004,42,0.20000000000000004,1.0,1.0,1.4,0.1452714899732635,-0.02188570107560137,-0.0037044589476392027
2018-03-16,-0.005704991587997753,0.00019999999999999998,54,0.19999999999999998,1.0,1.0,1.4,0.12625396407771602,-0.027590692663599124,-0.005704991587997753
2018-03-19,-0.0024210364640243846,0.0001999999999999999,39,0.1999999999999999,1.0,1.0,1.4,0.14843456398370283,-0.03001172912762351,-0.0024210364640243846
2018-03-20,-0.00123531127857095,0.00019999999999999998,55,0.19999999999999998,1.0,1.0,1.4,0.11058884627734546,-0.03124704040619446,-0.00123531127857095
2018-03-21,-0.003171685875190848,0.00019999999999999998,43,0.19999999999999998,1.0,1.0,1.4,0.1437071367256546,-0.03441872628138531,-0.003171685875190848
2018-03-22,-0.0017041383688807458,0.00020000000000000015,57,0.20000000000000015,1.0,1.0,1.4,0.11793194739777346,-0.036122864650266054,-0.0017041383688807458
2018-03-23,0.0008170618021064002,0.00019999999999999993,41,0.19999999999999993,1.0,1.0,1.4,0.14526654219268964,-0.03530580284815965,0.0008170618021064002
2018-03-26,-0.002254011464135633,0.0002,60,0.2,1.0,1.0,1.4,0.11323974441493799,-0.037559814312295284,-0.002254011464135633
2018-03-27,-0.0014028560296110216,0.0002000000000000001,40,0.2000000000000001,1.0,1.0,1.4,0.13504902538003644,-0.03896267034190631,-0.0014028560296110216
2018-03-28,-0.0024718460130742402,0.0002,57,0.2,1.0,1.0,1.4,0.11970597049264182,-0.04143451635498055,-0.0024718460130742402
2018-03-29,-0.0002742735089852154,0.00019999999999999998,34,0.19999999999999998,1.0,1.0,1.4,0.14424023129705074,-0.04170878986396576,-0.0002742735089852154
2018-04-02,-6.149353204017058e-05,0.0002,58,0.2,1.0,1.0,1.4,0.10820275044266532,-0.041770283396005935,-6.149353204017058e-05
2018-04-03,-0.001778105884973988,0.00020000000000000006,37,0.20000000000000007,1.0,1.0,1.4,0.1391787816538072,-0.04354838928097992,-0.001778105884973988
2018-04-04,-0.0026056423834430456,0.00020000000000000004,57,0.20000000000000004,1.0,1.0,1.4,0.1153140595784475,-0.046154031664422966,-0.0026056423834430456
2018-04-05,-0.001692403056782119,0.00020000000000000004,34,0.20000000000000004,1.0,1.0,1.4,0.1503268572049595,-0.04784643472120508,-0.001692403056782119
2018-04-06,0.0005957283837401906,0.00020000000000000006,61,0.20000000000000007,1.0,1.0,1.4,0.11501605229312228,-0.04725070633746489,0.0005957283837401906
2018-04-09,0.0007536899912879438,0.00020000000000000004,38,0.20000000000000004,1.0,1.0,1.4,0.14891212323432104,-0.04649701634617695,0.0007536899912879438
2018-04-10,-0.0008742789106630283,0.00019999999999999998,60,0.19999999999999998,1.0,1.0,1.4,0.11205938941227526,-0.04737129525683998,-0.0008742789106630283
2018-04-11,0.0006627980580820954,0.00020000000000000006,39,0.20000000000000007,1.0,1.0,1.4,0.14323664039306264,-0.04670849719875789,0.0006627980580820954
2018-04-12,0.0021265808359368175,0.00019999999999999987,61,0.19999999999999987,1.0,1.0,1.4,0.11756618879905593,-0.04458191636282107,0.0021265808359368175
2018-04-13,0.002662300599521335,0.00019999999999999998,38,0.19999999999999998,1.0,1.0,1.4,0.15286910668478942,-0.041919615763299736,0.002662300599521335
2018-04-16,0.0002899148786727894,0.0002,61,0.2,1.0,1.0,1.4,0.11796962076631483,-0.04162970088462695,0.0002899148786727894
2018-04-17,0.0020000655097346565,0.00019999999999999998,40,0.19999999999999998,1.0,1.0,1.4,0.154218167495915,-0.03962963537489229,0.0020000655097346565
2018-04-18,0.0004110401584722351,0.00020000000000000006,61,0.20000000000000007,1.0,1.0,1.4,0.12221599034032772,-0.03921859521642005,0.0004110401584722351
2018-04-19,0.00014350633515908205,0.0002,35,0.2,1.0,1.0,1.4,0.1609404216042736,-0.03907508888126097,0.00014350633515908205
2018-04-20,0.0008792479764123887,0.00019999999999999998,59,0.19999999999999998,1.0,1.0,1.4,0.11801720001409369,-0.03819584090484858,0.0008792479764123887
2018-04-23,0.0013874704866144452,0.00020000000000000004,38,0.20000000000000004,1.0,1.0,1.4,0.16571351008252216,-0.036808370418234135,0.0013874704866144452
2018-04-24,0.0023649833221877155,0.0002,58,0.2,1.0,1.0,1.4,0.12330067505577795,-0.03444338709604642,0.0023649833221877155
2018-04-25,0.0030481735445326012,0.00019999999999999996,37,0.19999999999999996,1.0,1.0,1.4,0.14976804691560872,-0.03139521355151382,0.0030481735445326012
2018-04-26,0.0024464398716418263,0.00019999999999999998,57,0.19999999999999998,1.0,1.0,1.4,0.12050105680227496,-0.028948773679871993,0.0024464398716418263
2018-04-27,0.002426621265352837,0.00020000000000000012,39,0.20000000000000012,1.0,1.0,1.4,0.12524380384360836,-0.026522152414519155,0.002426621265352837
2018-04-30,0.0016886696638399494,0.0002,58,0.2,1.0,1.0,1.4,0.11883943427693203,-0.024833482750679207,0.0016886696638399494
2018-05-01,-0.0007739424395860959,0.0002,40,0.2,1.0,1.0,1.4,0.13192960708044174,-0.025607425190265303,-0.0007739424395860959
2018-05-02,-0.0005956630317773819,0.00019999999999999998,61,0.19999999999999998,1.0,1.0,1.4,0.12423550433931539,-0.026203088222042686,-0.0005956630317773819
2018-05-03,-0.00011275955261597998,0.0002,46,0.2,1.0,1.0,1.4,0.13756718161423168,-0.026315847774658667,-0.00011275955261597998
2018-05-04,-0.004199286457574183,0.00019999999999999998,55,0.19999999999999998,1.0,1.0,1.4,0.1363719623597285,-0.03051513423223285,-0.004199286457574183
2018-05-07,-0.004337793419597975,0.00020000000000000006,48,0.20000000000000007,1.0,1.0,1.4,0.14161917598901594,-0.034852927651830824,-0.004337793419597975
2018-05-08,-0.0035646628781242275,0.00019999999999999996,53,0.19999999999999996,1.0,1.0,1.4,0.13874127379800386,-0.038417590529955054,-0.0035646628781242275
2018-05-09,-0.0005829485361612414,0.00020000000000000004,47,0.20000000000000004,1.0,1.0,1.4,0.14645165530854065,-0.039000539066116294,-0.0005829485361612414
2018-05-10,-0.002103714152588457,0.00019999999999999998,47,0.19999999999999998,1.0,1.0,1.4,0.1457334903737165,-0.04110425321870475,-0.002103714152588457
2018-05-11,-0.0034032581315558644,0.00020000000000000004,48,0.20000000000000004,1.0,1.0,1.4,0.16120124022141583,-0.04450751135026061,-0.0034032581315558644
2018-05-14,-0.0007110957468076872,0.00019999999999999993,55,0.19999999999999993,1.0,1.0,1.4,0.16035500288558,-0.0452186070970683,-0.0007110957468076872
2018-05-15,0.001760371008869259,0.0001999999999999999,54,0.1999999999999999,1.0,1.0,1.4,0.1188116744608845,-0.04345823608819904,0.001760371008869259
2018-05-16,-0.0003487483876305576,0.00019999999999999998,52,0.19999999999999998,1.0,1.0,1.4,0.13005965744656042,-0.0438069844758296,-0.0003487483876305576
2018-05-17,0.0015831260966619382,0.00019999999999999996,50,0.19999999999999996,1.0,1.0,1.4,0.12072872804138327,-0.04222385837916766,0.0015831260966619382
2018-05-18,-0.0002092074687445051,0.0002,54,0.2,1.0,1.0,1.4,0.13090957347551774,-0.04243306584791216,-0.0002092074687445051
2018-05-21,-0.0016235135919264606,0.0002,54,0.2,1.0,1.0,1.4,0.12452089532972263,-0.04405657943983862,-0.0016235135919264606
2018-05-22,-0.000617029821546896,0.00020000000000000006,51,0.20000000000000007,1.0,1.0,1.4,0.12445726422038401,-0.04467360926138552,-0.000617029821546896
2018-05-23,0.00041843133772999407,0.0002,53,0.2,1.0,1.0,1.4,0.1122453342850199,-0.04425517792365553,0.00041843133772999407
2018-05-24,-0.002519738803443784,0.0002000000000000001,53,0.2000000000000001,1.0,1.0,1.4,0.12788019385186025,-0.04677491672709931,-0.002519738803443784
2018-05-25,-0.0007528246240844005,0.00020000000000000012,54,0.20000000000000012,1.0,1.0,1.4,0.12077933095678231,-0.04752774135118371,-0.0007528246240844005
2018-05-29,0.0008344110319551447,0.0001999999999999999,51,0.1999999999999999,1.0,1.0,1.4,0.13883060318369733,-0.046693330319228565,0.0008344110319551447
2018-05-30,-0.0014190145712199757,0.0002,54,0.2,1.0,1.0,1.4,0.12099821665371106,-0.04811234489044854,-0.0014190145712199757
2018-05-31,0.0008375510725342246,0.00019999999999999996,52,0.19999999999999996,1.0,1.0,1.4,0.12183884194192712,-0.047274793817914315,0.0008375510725342246
2018-06-01,-0.002995190224606609,0.0002,54,0.2,1.0,1.0,1.4,0.12699308768032908,-0.05026998404252092,-0.002995190224606609
2018-06-04,-0.003507766159176062,0.00020000000000000006,51,0.20000000000000007,1.0,1.0,1.4,0.1333662859564782,-0.053777750201696985,-0.003507766159176062
2018-06-05,-0.0022536472619874622,0.00020000000000000004,52,0.20000000000000004,1.0,1.0,1.4,0.11377394370008982,-0.05603139746368445,-0.0022536472619874622
2018-06-06,-0.0025488231922667403,0.00019999999999999998,50,0.19999999999999998,1.0,1.0,1.4,0.12037432837630753,-0.05858022065595119,-0.0025488231922667403
2018-06-07,-0.0012595725668527737,0.0002,52,0.2,1.0,1.0,1.4,0.12648084221125291,-0.059839793222803965,-0.0012595725668527737
2018-06-08,-0.0012617506127539872,0.00019999999999999987,51,0.19999999999999987,1.0,1.0,1.4,0.12164174441942419,-0.06110154383555795,-0.0012617506127539872
2018-06-11,-0.0020876373880193487,0.0001999999999999999,50,0.1999999999999999,1.0,1.0,1.4,0.13804626576872023,-0.06318918122357729,-0.0020876373880193487
2018-06-12,0.00040411441401695506,0.0002,50,0.2,1.0,1.0,1.4,0.11853168811170774,-0.06278506680956034,0.00040411441401695506
2018-06-13,0.0003547141772114736,0.0002,48,0.2,1.0,1.0,1.4,0.13952089312864968,-0.06243035263234886,0.0003547141772114736
2018-06-14,-0.00045299854860192737,0.0002,46,0.2,1.0,1.0,1.4,0.1207513792285732,-0.06288335118095079,-0.00045299854860192737
2018-06-15,-0.00013922588255092734,0.00020000000000000006,50,0.20000000000000007,1.0,1.0,1.4,0.13812808439322358,-0.06302257706350171,-0.00013922588255092734
2018-06-18,-0.0004167074261560283,0.00019999999999999996,46,0.19999999999999996,1.0,1.0,1.4,0.1300777481162897,-0.06343928448965774,-0.0004167074261560283
2018-06-19,-0.0011332483418098763,0.0002,52,0.2,1.0,1.0,1.4,0.13759394050013418,-0.06457253283146762,-0.0011332483418098763
2018-06-20,-0.0017332280543868278,0.00019999999999999998,47,0.19999999999999998,1.0,1.0,1.4,0.11611135159451155,-0.06630576088585445,-0.0017332280543868278
2018-06-21,0.0001700788053729688,0.00019999999999999996,47,0.19999999999999996,1.0,1.0,1.4,0.14932781513326057,-0.06613568208048148,0.0001700788053729688
2018-06-22,-0.000842636148122402,0.00020000000000000004,45,0.20000000000000004,1.0,1.0,1.4,0.12477096064052541,-0.06697831822860388,-0.000842636148122402
2018-06-25,0.0024801239432919635,0.00019999999999999998,49,0.19999999999999998,1.0,1.0,1.4,0.13103003977556973,-0.06449819428531192,0.0024801239432919635
2018-06-26,0.002840361055428116,0.0002,49,0.2,1.0,1.0,1.4,0.1166164555339847,-0.06165783322988381,0.002840361055428116
2018-06-27,0.003007494811198873,0.00020000000000000004,49,0.20000000000000004,1.0,1.0,1.4,0.14223383888503213,-0.05865033841868494,0.003007494811198873
2018-06-28,0.0043623770297212565,0.00019999999999999998,51,0.19999999999999998,1.0,1.0,1.4,0.12703184020279265,-0.05428796138896368,0.0043623770297212565
2018-06-29,0.0015871227582946613,0.0002,56,0.2,1.0,1.0,1.4,0.1442929391270631,-0.052700838630669024,0.0015871227582946613
2018-07-02,0.00031286851142615316,0.00020000000000000006,55,0.20000000000000007,1.0,1.0,1.4,0.13844124626547402,-0.05238797011924287,0.00031286851142615316
2018-07-03,0.00029412400549700524,0.00020000000000000004,54,0.20000000000000004,1.0,1.0,1.4,0.13801883213061222,-0.052093846113745866,0.00029412400549700524
2018-07-05,0.0027573835492300156,0.00019999999999999996,56,0.19999999999999996,1.0,1.0,1.4,0.1394020072426685,-0.04933646256451585,0.0027573835492300156
2018-07-06,-0.0017793866256395417,0.00019999999999999996,55,0.19999999999999996,1.0,1.0,1.4,0.16064532415059485,-0.05111584919015539,-0.0017793866256395417
2018-07-09,-0.002426350876313311,0.00019999999999999993,58,0.19999999999999993,1.0,1.0,1.4,0.15282983951479698,-0.053542200066468704,-0.002426350876313311
2018-07-10,0.0014420187362093012,0.00020000000000000004,56,0.20000000000000004,1.0,1.0,1.4,0.16972824516316906,-0.052100181330259406,0.0014420187362093012
2018-07-11,0.0008413228323805802,0.00019999999999999996,55,0.19999999999999996,1.0,1.0,1.4,0.1307073069207218,-0.051258858497878826,0.0008413228323805802
2018-07-12,-3.4825253077481544e-05,0.00019999999999999998,52,0.19999999999999998,1.0,1.0,1.4,0.16124307088685216,-0.05129368375095631,-3.4825253077481544e-05
2018-07-13,0.00023089048243059345,0.00020000000000000004,53,0.20000000000000004,1.0,1.0,1.4,0.14359439126251736,-0.05106279326852572,0.00023089048243059345
2018-07-16,-0.0017960434406239449,0.00019999999999999996,54,0.19999999999999996,1.0,1.0,1.4,0.1548675343501328,-0.05285883670914966,-0.0017960434406239449
2018-07-17,-0.002657280901328979,0.00020000000000000004,54,0.20000000000000004,1.0,1.0,1.4,0.1454890228950395,-0.055516117610478644,-0.002657280901328979
2018-07-18,-0.003195993065686359,0.00020000000000000004,52,0.20000000000000004,1.0,1.0,1.4,0.14938312210915786,-0.058712110676165004,-0.003195993065686359
2018-07-19,-0.0005634776834864675,0.0002,52,0.2,1.0,1.0,1.4,0.1402860588218466,-0.05927558835965147,-0.0005634776834864675
2018-07-20,-0.003646781416497067,0.0002000000000000001,57,0.2000000000000001,1.0,1.0,1.4,0.13265141282747164,-0.06292236977614854,-0.003646781416497067
2018-07-23,-0.002966972144104247,0.00019999999999999998,56,0.19999999999999998,1.0,1.0,1.4,0.13773890396402952,-0.06588934192025278,-0.002966972144104247
2018-07-24,-0.0014245833201291186,0.00019999999999999998,50,0.19999999999999998,1.0,1.0,1.4,0.1459228093522374,-0.0673139252403819,-0.0014245833201291186
2018-07-25,-0.00032686855240111163,0.00019999999999999998,54,0.19999999999999998,1.0,1.0,1.4,0.14253337477783184,-0.06764079379278301,-0.00032686855240111163
2018-07-26,-0.000441215990427555,0.00020000000000000004,56,0.20000000000000004,1.0,1.0,1.4,0.15014176666893053,-0.06808200978321056,-0.000441215990427555
2018-07-27,0.0045618500778243,0.00020000000000000004,60,0.20000000000000004,1.0,1.0,1.4,0.13213001899105226,-0.06352015970538627,0.0045618500778243
2018-07-30,0.006075355950426703,0.00020000000000000004,62,0.20000000000000004,1.0,1.0,1.4,0.16324674933632133,-0.05744480375495957,0.006075355950426703
2018-07-31,0.0046506532399328455,0.00019999999999999996,57,0.19999999999999996,1.0,1.0,1.4,0.13329894040390916,-0.05279415051502673,0.0046506532399328455
2018-08-01,0.0058329537909280966,0.00019999999999999998,57,0.19999999999999998,1.0,1.0,1.4,0.14174978761191892,-0.04696119672409863,0.0058329537909280966
2018-08-02,-2.4962784495854274e-05,0.00020000000000000006,51,0.20000000000000007,1.0,1.0,1.4,0.13824201826232796,-0.046986159508594486,-2.4962784495854274e-05
2018-08-03,-0.0001551045587516419,0.00020000000000000004,50,0.20000000000000004,1.0,1.0,1.4,0.1618599211417806,-0.04714126406734613,-0.0001551045587516419
2018-08-06,0.004650217325930372,0.00019999999999999996,53,0.19999999999999996,1.0,1.0,1.4,0.1542272168372624,-0.04249104674141576,0.004650217325930372
2018-08-07,0.004082115076074368,0.0002,49,0.2,1.0,1.0,1.4,0.15023903792829912,-0.03840893166534139,0.004082115076074368
2018-08-08,0.0038513934961685423,0.00019999999999999998,47,0.19999999999999998,1.0,1.0,1.4,0.15227886329656878,-0.03455753816917285,0.0038513934961685423
2018-08-09,0.0018712310738653944,0.00020000000000000004,44,0.20000000000000004,1.0,1.0,1.4,0.1472794937906663,-0.032686307095307454,0.0018712310738653944
2018-08-10,0.002606143854497107,0.00019999999999999996,49,0.19999999999999996,1.0,1.0,1.4,0.17431498099987658,-0.030080163240810347,0.002606143854497107
2018-08-13,0.00036777464939238315,0.00020000000000000006,50,0.20000000000000007,1.0,1.0,1.4,0.1695895287299659,-0.029712388591417963,0.00036777464939238315
2018-08-14,0.0011683484210544448,0.00020000000000000004,51,0.20000000000000004,1.0,1.0,1.4,0.16427704441014357,-0.028544040170363518,0.0011683484210544448
2018-08-15,0.0018879077205738609,0.00019999999999999998,48,0.19999999999999998,1.0,1.0,1.4,0.17208731340109343,-0.026656132449789656,0.0018879077205738609
2018-08-16,0.0006080553312405989,0.00019999999999999998,50,0.19999999999999998,1.0,1.0,1.4,0.1874389861924094,-0.026048077118549055,0.0006080553312405989
2018-08-17,0.0031252260334908026,0.00019999999999999993,48,0.19999999999999993,1.0,1.0,1.4,0.16832049522624745,-0.022922851085058253,0.0031252260334908026
2018-08-20,0.004822948616802282,0.0002,45,0.2,1.0,1.0,1.4,0.18305156047664267,-0.01809990246825597,0.004822948616802282
2018-08-21,0.0038636037799919883,0.0002,48,0.2,1.0,1.0,1.4,0.1674327147887782,-0.014236298688263982,0.0038636037799919883
2018-08-22,0.0008421109931130479,0.00019999999999999998,40,0.19999999999999998,1.0,1.0,1.4,0.1967270649346704,-0.013394187695150933,0.0008421109931130479
2018-08-23,0.0007015055040833333,0.00020000000000000004,45,0.20000000000000004,1.0,1.0,1.4,0.1598428290672799,-0.0126926821910676,0.0007015055040833333
2018-08-24,0.0010607434426681875,0.00019999999999999998,38,0.19999999999999998,1.0,1.0,1.4,0.1878497928698817,-0.011631938748399412,0.0010607434426681875
2018-08-27,0.00138668721001661,0.00019999999999999993,45,0.19999999999999993,1.0,1.0,1.4,0.17456318267721058,-0.010245251538382802,0.00138668721001661
2018-08-28,0.0016602647796122388,0.00019999999999999996,37,0.19999999999999996,1.0,1.0,1.4,0.182433170472257,-0.008584986758770563,0.0016602647796122388
2018-08-29,0.000600048969420748,0.00020000000000000006,42,0.20000000000000007,1.0,1.0,1.4,0.17128403583203186,-0.007984937789349816,0.000600048969420748
2018-08-30,-0.0006165823279788454,0.0002,35,0.2,1.0,1.0,1.4,0.18448726333425208,-0.00860152011732866,-0.0006165823279788454
2018-08-31,-0.000600253841198771,0.00019999999999999993,37,0.19999999999999993,1.0,1.0,1.4,0.17524682815812806,-0.009201773958527431,-0.000600253841198771
2018-09-04,0.001154342926208184,0.0002,35,0.2,1.0,1.0,1.4,0.1836050340920031,-0.008047431032319247,0.001154342926208184
2018-09-05,0.002661841214181059,0.00019999999999999996,33,0.19999999999999996,1.0,1.0,1.4,0.1519977533073044,-0.005385589818138188,0.002661841214181059
2018-09-06,0.002923401825366931,0.00019999999999999998,33,0.19999999999999998,1.0,1.0,1.4,0.18194143405977228,-0.002462187992771257,0.002923401825366931
2018-09-07,0.0009888538641766595,0.00020000000000000004,34,0.20000000000000004,1.0,1.0,1.4,0.19277641518906788,-0.0014733341285945974,0.0009888538641766595
2018-09-10,0.0010513016727385748,0.0002,35,0.2,1.0,1.0,1.4,0.19229434854876984,-0.00042203245585602255,0.0010513016727385748
2018-09-11,1.4903888012603286e-05,0.00019999999999999998,37,0.19999999999999998,1.0,1.0,1.4,0.19128351976601718,-0.0004071285678434193,1.4903888012603286e-05
2018-09-12,-0.0007175394451083846,0.0002,32,0.2,1.0,1.0,1.4,0.19013447281744209,-0.0011246680129518038,-0.0007175394451083846
2018-09-13,-0.002869068551983978,0.00019999999999999993,34,0.19999999999999993,1.0,1.0,1.4,0.18927280175663747,-0.003993736564935782,-0.002869068551983978
2018-09-14,-0.004671044152139987,0.00020000000000000006,32,0.20000000000000007,1.0,1.0,1.4,0.18990585556227454,-0.008664780717075769,-0.004671044152139987
2018-09-17,-0.004038313865919244,0.00019999999999999998,34,0.19999999999999998,1.0,1.0,1.4,0.19750231190598824,-0.012703094582995013,-0.004038313865919244
2018-09-18,-0.0032359807376720717,0.00020000000000000006,36,0.20000000000000007,1.0,1.0,1.4,0.18976848700292046,-0.015939075320667084,-0.0032359807376720717
