permno_a,permno_b,beta,adf_p,adf_pass_rate,half_life,spread_vol,beta_start,beta_end,beta_nobs,beta_r2,beta_std
12385,87952,0.6707240204214159,5.950093949709563e-07,0.6666666666666666,11.001843452762804,0.015498390881830259,2016-01-01,2017-12-31,503,0.8210207044633675,0.2860992604734439
10913,88908,0.7428950235161278,7.115585116176962e-07,0.6666666666666666,6.697714907188686,0.01489584960918134,2016-01-01,2017-12-31,503,0.966072802144543,0.23894852914213457
12747,93267,0.6873011856327023,7.042720360014657e-07,0.6666666666666666,5.333098907102432,0.009725811107773912,2016-01-01,2017-12-31,503,0.912997593249542,0.29224760028626245
91777,91781,0.9173023313116911,1.1759342627332165e-06,1.0,8.05788895574295,0.02151238163596716,2016-01-01,2017-12-31,503,0.8926561972770902,0.27691230192961713
87525,90870,0.6591159854857689,9.14960856976814e-07,0.6666666666666666,5.751747325098916,0.016035431177044826,2016-01-01,2017-12-31,503,0.9512320171430307,0.19198113476040954
11703,14800,1.2921634835577323,9.019807531968748e-07,0.6666666666666666,5.66913306818744,0.010985276746122104,2016-01-01,2017-12-31,420,0.9604465900408725,0.28805793876721203
80784,92985,1.1758158630030888,1.6622220536468812e-06,1.0,4.810147529838378,0.011600269326044878,2016-01-01,2017-12-31,503,0.9838240450869095,0.1845430580537492
89012,89492,0.9664158425974759,1.7269147448990114e-06,1.0,7.867462757686679,0.008018771837938261,2016-01-01,2017-12-31,503,0.8136912459937515,0.21966319228427236
79678,89056,1.2896541329410078,1.1911702483687547e-06,0.6666666666666666,6.063672819754211,0.022041519378757368,2016-01-01,2017-12-31,503,0.9627292532438873,0.2845086010791813
86582,86868,0.9745967111079545,1.5122205014912309e-06,0.6666666666666666,7.0498279000157975,0.012992137340018266,2016-01-01,2017-12-31,503,0.9722003567048516,0.18795473325995554
54199,55597,0.9023958846140548,1.4580991919143841e-06,0.6666666666666666,7.605776121464939,0.023215185067395356,2016-01-01,2017-12-31,503,0.9121650903409453,0.23394623430400838
10252,86299,0.9461415892379359,2.0828645582019915e-06,1.0,6.1596615600232365,0.014800082824796333,2016-01-01,2017-12-31,503,0.9691888731874967,0.1836267962439674
87717,91002,0.6509980466507683,1.2244802127823451e-06,0.6666666666666666,8.272448527846295,0.010493222811439403,2016-01-01,2017-12-31,503,0.8902025795233182,0.2696986967825683
13102,82800,0.6686213365055594,1.4002219085077264e-06,0.6666666666666666,5.911268479334791,0.013322832300014647,2016-01-01,2017-12-31,503,0.9569067417010896,0.22270693360937358
92110,92916,1.1992210903280753,2.052286642649965e-06,1.0,5.594496482342402,0.008221212565909597,2016-01-01,2017-12-31,503,0.9767860549785699,0.17783666599583703
12839,90340,0.8772347058190165,1.8271947600223194e-06,0.6666666666666666,8.243203118433769,0.01278139862365729,2016-01-01,2017-12-31,503,0.9243756356324664,0.22915913573719832
12696,86157,0.6973268946841792,1.762960164335104e-06,0.6666666666666666,6.541745280471553,0.011362144205510767,2016-01-01,2017-12-31,503,0.9667836095506209,0.15631780865200753
78903,80498,1.0608430039242147,1.9981118637565782e-06,0.6666666666666666,7.90257644913522,0.014905458727080427,2016-01-01,2017-12-31,503,0.9661396946390571,0.20266329873920405
15007,92956,0.7787461625155916,2.8660993405162464e-06,1.0,3.9306355315234396,0.008318680664005363,2016-01-01,2017-12-31,503,0.9888980448318575,0.11697507144434555
13037,20053,0.6469270190808853,2.071783808307503e-06,0.6666666666666666,6.007094575190743,0.01149936160314049,2016-01-01,2017-12-31,503,0.960634335734454,0.1778696087084968
10113,81472,0.6513120185580663,2.207936273054864e-06,0.6666666666666666,4.536942448734414,0.01135881353745093,2016-01-01,2017-12-31,503,0.9798479562669353,0.1561129775994618
79019,85860,0.7856489247033406,3.2001089277101723e-06,1.0,4.042790852009821,0.019871021441041015,2016-01-01,2017-12-31,503,0.9255615025144883,0.28331180644788906
12189,35044,0.7475031187774461,2.763960904513662e-06,0.6666666666666666,6.832397025430793,0.016731937014592402,2016-01-01,2017-12-31,503,0.9599316770360747,0.27470634064807997
89460,89491,0.9121549860051673,3.2170212030876753e-06,0.6666666666666666,4.341056459657085,0.008850814773402412,2016-01-01,2017-12-31,503,0.9333468194600307,0.26404780919923315
15337,90063,0.9282217164804678,4.68698377242655e-06,1.0,4.187144558490278,0.008208294980485687,2016-01-01,2017-12-31,503,0.9776855632672289,0.19785310102710504
82686,87379,0.7082850084411706,4.447023294899759e-06,1.0,4.59345079702443,0.018839939384651425,2016-01-01,2017-12-31,503,0.9332991273505864,0.2687734400289261
80828,87067,0.632838802498033,4.1307816005062255e-06,1.0,6.411664600587503,0.015296573915354744,2016-01-01,2017-12-31,503,0.910961169791534,0.21717695274387633
86557,89594,0.8742659907071234,5.222948681698519e-06,1.0,3.278343305529917,0.009693107850827797,2016-01-01,2017-12-31,503,0.9421210277867186,0.2337701169412273
13786,92733,0.7550549166276035,4.613606302008723e-06,1.0,5.411105996504237,0.010459422404757463,2016-01-01,2017-12-31,503,0.924673628564411,0.1897607223966733
89792,92402,0.9997747784366044,4.138882581754936e-06,0.6666666666666666,7.314337704630204,0.017942080435221948,2016-01-01,2017-12-31,503,0.9547745626431787,0.2424002655695825
13006,88912,1.2382217822322525,3.878652361798606e-06,0.6666666666666666,6.350679935216838,0.01851057693888038,2016-01-01,2017-12-31,503,0.9665248824320142,0.28163322697030346
79019,93304,0.7441322207398051,4.436841825017322e-06,0.6666666666666666,4.371485098287847,0.019596174519340114,2016-01-01,2017-12-31,503,0.9218450111449863,0.27134691527426114
89429,89635,0.9663762245630748,6.595212473898791e-06,1.0,5.626912949006663,0.009021085194989545,2016-01-01,2017-12-31,503,0.9516699608431662,0.2320324748179371
14650,75605,0.9251733293633578,5.012815580481251e-06,0.6666666666666666,6.652311013181389,0.016801211867371223,2016-01-01,2017-12-31,503,0.9724869532475732,0.2683503880848806
10606,89307,0.6740854760934285,4.41587743246783e-06,0.6666666666666666,8.264078049555794,0.014051155142851221,2016-01-01,2017-12-31,503,0.8883090044364123,0.20152063738386158
92611,93166,0.758470398969814,6.3385221599617856e-06,1.0,7.038917712601727,0.01013508385985178,2016-01-01,2017-12-31,503,0.9697999714081453,0.14389005047821443
13103,92859,0.6301146889790672,6.273611162302318e-06,1.0,7.694616439673407,0.01685490553871316,2016-01-01,2017-12-31,503,0.926602828498419,0.18101620493075682
79210,83862,0.7531383870705881,4.773038636840571e-06,0.6666666666666666,11.602799498105393,0.012003499608731483,2016-01-01,2017-12-31,503,0.9314898547161853,0.24289246370081233
13501,15267,0.7505049749853158,7.83170226032404e-06,1.0,4.574442721902061,0.008657551724211749,2016-01-01,2017-12-31,503,0.914008810488928,0.15816734901412252
76572,89592,0.9814629083801033,7.233809040440509e-06,0.6666666666666666,3.1662435625505596,0.008516795623838076,2016-01-01,2017-12-31,503,0.9447972941061,0.22303346547200098
84516,85731,0.925259613104199,7.099448238713302e-06,0.6666666666666666,6.463950274788364,0.0158032345636545,2016-01-01,2017-12-31,503,0.9708089026331344,0.25387420558881196
86582,91315,1.1096076615091917,9.435267337151928e-06,1.0,6.742139899887931,0.009218734406498142,2016-01-01,2017-12-31,503,0.9876962520928834,0.18152301517669409
80102,91225,0.8084106887466762,7.167308263341019e-06,0.6666666666666666,6.632946122946619,0.011233290488032323,2016-01-01,2017-12-31,503,0.9450150571327466,0.2561398716051993
79019,83642,0.6163809365754997,6.827468161057236e-06,0.6666666666666666,5.213947233650467,0.018914920467495384,2016-01-01,2017-12-31,503,0.9094703487378888,0.2696382810458022
10892,85789,1.0385278456021096,8.24518740691345e-06,0.6666666666666666,7.483578646866411,0.012548220003507362,2016-01-01,2017-12-31,503,0.9658361958966177,0.1992460664875623
14650,47715,1.0188801437154411,9.000603298574455e-06,0.6666666666666666,7.01056098245459,0.020697374609461902,2016-01-01,2017-12-31,503,0.9556203132920476,0.2747111061525196
82515,87379,0.7426915540201832,7.753735304976822e-06,0.6666666666666666,6.6819031347954185,0.01763307222072771,2016-01-01,2017-12-31,503,0.9241797760975621,0.29203191065426404
14792,84516,0.6926824725712452,7.4814288098795885e-06,0.6666666666666666,8.294052816118413,0.013538439928551266,2016-01-01,2017-12-31,503,0.9448170768044257,0.23130645739603914
26650,91443,0.6169224125535101,9.982953489816882e-06,1.0,5.771254326964612,0.012684742303998622,2016-01-01,2017-12-31,503,0.8967117594912778,0.2708524815829953
86553,89594,0.7945994869664215,9.16164314541164e-06,0.6666666666666666,3.7967959833202016,0.008667667585535077,2016-01-01,2017-12-31,503,0.936473992575008,0.2907052321945177
12689,93294,1.3621651317732495,8.384236271378628e-06,0.6666666666666666,5.276788300651304,0.024665154817602473,2016-01-01,2017-12-31,392,0.9375860053142673,0.2602418127044288
14401,24985,1.0711036535172835,9.469428217060256e-06,0.6666666666666666,7.0794589606222535,0.009202752531696582,2016-01-01,2017-12-31,503,0.9543922614743888,0.2394813146655413
14106,87379,0.7220113069924757,1.1887606185710018e-05,1.0,6.9064448387117965,0.02267177449376438,2016-01-01,2017-12-31,503,0.8705969143207049,0.1799413643738456
13296,91938,1.0304520341061731,1.1451067693623992e-05,0.6666666666666666,4.84378478903335,0.00828182924920525,2016-01-01,2017-12-31,503,0.9389514117223944,0.13022065020138524
15389,91725,0.9581504964876467,1.0385432536923433e-05,0.6666666666666666,5.877067388058831,0.00864806414389749,2016-01-01,2017-12-31,503,0.9373335859355412,0.29715151715482635
89281,89359,0.7972288056066663,1.4069492330110328e-05,1.0,5.144667419927244,0.008708647923202266,2016-01-01,2017-12-31,503,0.8932122255996839,0.2128451807135569
37217,92588,0.9082311731269473,1.1835037432975942e-05,0.6666666666666666,5.744782443338677,0.027146606728606856,2016-01-01,2017-12-31,453,0.9413095344692595,0.20243672015713707
86996,90925,1.0293591657600347,1.2628860222365127e-05,0.6666666666666666,7.073127914192574,0.01480070613163037,2016-01-01,2017-12-31,503,0.9611740834203493,0.2609547388932141
54253,87415,0.8519971870109272,1.618489645431558e-05,1.0,7.137707675884288,0.018414177678510696,2016-01-01,2017-12-31,503,0.9625885971742536,0.2298029786353346
15838,77528,1.0735088444536978,1.3000204045148444e-05,0.6666666666666666,7.393873146744146,0.017932112167664136,2016-01-01,2017-12-31,503,0.9517188194118645,0.25839983261128535
12696,90884,0.971413264378861,1.8018757545267136e-05,1.0,5.807458717834537,0.009937925025957365,2016-01-01,2017-12-31,503,0.9793251656248417,0.1952171702018488
85414,90839,0.6689220485274996,1.106882464666392e-05,0.6666666666666666,8.056971505785208,0.010804868282683745,2016-01-01,2017-12-31,503,0.8913705166355436,0.25882274291145374
90205,90340,0.6393366975119801,1.1966409888162828e-05,0.6666666666666666,6.854048043214128,0.0116563759337814,2016-01-01,2017-12-31,503,0.9069853941821213,0.16166042250308613
59176,91002,1.2095267535363952,1.4096310426204958e-05,0.6666666666666666,5.8556415904424455,0.013707709707645326,2016-01-01,2017-12-31,503,0.9702169633977918,0.20647377116358054
10892,86302,1.04877437224969,1.5037653547190018e-05,0.6666666666666666,7.8779735313469885,0.014663660664742376,2016-01-01,2017-12-31,503,0.9451752954841035,0.2721981907278494
17635,89748,0.7986785579691521,1.4806482669241042e-05,0.6666666666666666,4.705005278993959,0.011297521392695358,2016-01-01,2017-12-31,500,0.9371611057030586,0.21119149035226656
23182,81501,0.6118266874179308,1.2327466639578152e-05,0.6666666666666666,8.228631871509938,0.014771004501677771,2016-01-01,2017-12-31,503,0.8777806218277108,0.2647534738551329
12376,13034,0.9584107845248432,1.641505510953622e-05,0.6666666666666666,6.149007271037958,0.013489218682666913,2016-01-01,2017-12-31,503,0.9659914701797995,0.17699878032855706
14604,82107,0.8409112201030795,1.5025319495790145e-05,0.6666666666666666,7.044306335621396,0.016476820615522997,2016-01-01,2017-12-31,503,0.8428185942372992,0.23727224549659276
14653,85731,0.7800013488240443,1.9339344246753057e-05,1.0,4.967625228611372,0.017153189137236662,2016-01-01,2017-12-31,503,0.9623498110138302,0.2882170997199595
12872,89406,0.8038953922640149,1.8550545937729984e-05,1.0,10.773218551562593,0.022421933056700788,2016-01-01,2017-12-31,503,0.8098202772928543,0.29078987151626723
15337,69331,1.1374230347786043,1.574054333715501e-05,0.6666666666666666,4.6038691790923085,0.009367607535108376,2016-01-01,2017-12-31,503,0.967522887456103,0.28601098274157283
80784,91315,1.0251077441192649,1.8258691448869092e-05,0.6666666666666666,6.258499353297386,0.010534350379297036,2016-01-01,2017-12-31,503,0.9836388774001668,0.13918923802031155
10913,11442,0.9946019329049708,1.933649273711619e-05,0.6666666666666666,8.98355520710998,0.015610342802863044,2016-01-01,2017-12-31,503,0.9505957946771211,0.26665934410217945
14522,89655,0.6130960090113394,1.633508749004981e-05,0.6666666666666666,7.521134269101728,0.016563204117596327,2016-01-01,2017-12-31,503,0.8832707688885757,0.2777584029816674
15098,91538,0.6910787727692366,1.667480459677072e-05,0.6666666666666666,8.471928872136576,0.013854361757803958,2016-01-01,2017-12-31,503,0.8898739618931745,0.29211667062704433
13203,64995,0.655965680211205,2.0755377970016746e-05,0.6666666666666666,4.301245464431885,0.02028467820207773,2016-01-01,2017-12-31,503,0.9373589746773736,0.19721567209689542
13189,14108,1.0685217321848248,2.5876510974419207e-05,0.6666666666666666,2.9293322485528837,0.009690867623705697,2016-01-01,2017-12-31,503,0.9542467143955066,0.24222977216850408
91297,91794,0.7971716548183189,2.0945614517120323e-05,0.6666666666666666,10.20849782509415,0.009773607119570343,2016-01-01,2017-12-31,503,0.9340528779762869,0.17064795395371987
14792,86157,0.6898641233760864,2.0714764881136617e-05,0.6666666666666666,7.493009194310811,0.013037410676390145,2016-01-01,2017-12-31,503,0.953572990760575,0.2177821217831764
11844,83642,0.6627561681239043,2.026788133395599e-05,0.6666666666666666,8.258765401686258,0.011776243500281907,2016-01-01,2017-12-31,503,0.9447169840297649,0.243204803366581
20204,77191,0.8582942527386184,2.4222970674685052e-05,0.6666666666666666,7.011561605049564,0.014723659132716045,2016-01-01,2017-12-31,503,0.9667998017030786,0.25790020976347444
77256,90603,0.7970157947168737,2.4869732412342006e-05,0.6666666666666666,7.5165935289735915,0.013633346495925885,2016-01-01,2017-12-31,503,0.9786775590154894,0.2040937618034079
12588,92872,0.8361821000849844,2.5467029409605673e-05,0.6666666666666666,6.509932076932365,0.027966801010940227,2016-01-01,2017-12-31,449,0.856025179121782,0.21840435662110053
86572,91041,0.6571424673926225,2.3777553353990683e-05,0.6666666666666666,7.33712478682088,0.014684530774814417,2016-01-01,2017-12-31,503,0.9535953028184684,0.19868230828500544
22592,91220,0.7909401520866044,2.4734989116629447e-05,0.6666666666666666,9.32703368917808,0.009453901004663604,2016-01-01,2017-12-31,503,0.9504853381454245,0.22206381333418934
13561,84397,0.6714141938602404,2.6831315195406103e-05,0.6666666666666666,4.636876423273125,0.018194827120968635,2016-01-01,2017-12-31,503,0.9439998488380057,0.2314894951997521
44601,48506,0.9574931457933493,3.082558111169792e-05,0.6666666666666666,10.758596642787447,0.012833014367724114,2016-01-01,2017-12-31,503,0.936295501086405,0.272023198135431
10308,91148,1.2440959970726597,3.0286510053725565e-05,0.6666666666666666,7.827457844193658,0.01428745935352094,2016-01-01,2017-12-31,503,0.9431505637339814,0.20698689701450748
47861,91692,0.7025929912864699,2.946842347612057e-05,0.6666666666666666,7.989765092153365,0.02195077939632623,2016-01-01,2017-12-31,503,0.8243142707983886,0.2400900961356208
13756,14941,0.7694703971561309,3.140579439755608e-05,0.6666666666666666,8.892640650710605,0.019132400182857886,2016-01-01,2017-12-31,503,0.8622182368811281,0.2831235292130515
14175,62148,0.7388302395201487,3.5497553507826144e-05,0.6666666666666666,4.812956880406663,0.02351929036221611,2016-01-01,2017-12-31,503,0.9657744648629979,0.20598678163454404
15838,49015,0.748789123468643,3.3402881679829056e-05,0.6666666666666666,7.912740985436944,0.017727036028404676,2016-01-01,2017-12-31,503,0.9500429423255872,0.27093551071593447
15906,19828,0.9064968261922471,4.102033248050345e-05,0.6666666666666666,3.9767979605258117,0.026319564991910217,2016-01-01,2017-12-31,503,0.9369799636355268,0.1958267457245868
15883,91778,0.7023485907128693,3.62278399691127e-05,0.6666666666666666,8.403281704706588,0.01930485471433431,2016-01-01,2017-12-31,436,0.9442930639965179,0.1945833140993851
90056,92240,0.871826680770232,3.7859327412687326e-05,0.6666666666666666,7.727102000392786,0.013857809285393695,2016-01-01,2017-12-31,503,0.921685713832268,0.281920451523714
22592,90621,0.9388558677224872,5.0161615453676924e-05,1.0,10.250790002452087,0.009617516154583425,2016-01-01,2017-12-31,503,0.9422034068310116,0.27043473822382125
77643,86868,0.9861464778139404,4.1049897390224826e-05,0.6666666666666666,9.975393162704684,0.012068834113576447,2016-01-01,2017-12-31,503,0.9640774773104933,0.2947058465770292
89359,92907,0.6654561396205566,3.9000203853014716e-05,0.6666666666666666,4.462808848376196,0.012930850675308636,2016-01-01,2017-12-31,503,0.859556306370733,0.24586925859140585
15267,90839,0.621982838807435,4.734339272209567e-05,1.0,6.433331835861468,0.009106397692678703,2016-01-01,2017-12-31,503,0.9225012745485224,0.20927385178330474
13076,90066,0.8578719502519107,4.2429688213277555e-05,0.6666666666666666,6.575643982021672,0.008655737166129931,2016-01-01,2017-12-31,503,0.9285806716267727,0.24347081938124235
11990,14574,0.7037258498520857,4.06877474213862e-05,0.6666666666666666,9.774928458667688,0.016772371793740283,2016-01-01,2017-12-31,503,0.9210438298379654,0.24866351535002462
15862,51086,0.6126377876340087,4.825619659174211e-05,1.0,9.426268185385716,0.030450307078637065,2016-01-01,2017-12-31,503,0.8186858558331648,0.2768957079424756
66157,86582,0.6153177717136542,3.975703986394268e-05,0.6666666666666666,7.681780796999698,0.0081261799407468,2016-01-01,2017-12-31,503,0.9742868750174302,0.19195385551073363
14277,61815,0.6472533296728351,4.566886656669776e-05,0.6666666666666666,8.478092368133957,0.012511155219781312,2016-01-01,2017-12-31,503,0.8856020382819497,0.19747708802448874
89749,92387,1.1254829234224362,5.319562881528841e-05,0.6666666666666666,7.85589341713355,0.008889264529082801,2016-01-01,2017-12-31,503,0.9756225076728349,0.21991080977935415
