gvkey,iid,gvkeyx,from,thru
316730,01W,150061,2013-12-10,2016-04-21
316734,01W,150021,2014-03-24,2017-07-10
316739,03W,150098,2022-06-21,2025-06-22
316742,01W,150021,2014-03-24,2016-10-05
316748,01W,150022,2014-04-17,
316751,01W,150072,2021-02-09,
316760,01W,150061,2014-03-24,
316765,01W,150194,2017-03-23,
316780,01W,150355,2015-06-12,
316781,01W,150267,2015-12-21,2016-06-17
316785,01W,150061,2014-03-24,2016-01-06
316808,01W,150061,2014-03-24,2016-02-11
316809,01W,150061,2015-03-23,2018-05-29
316810,01W,150270,2013-12-10,
316815,01W,150061,2014-03-24,2015-03-20
316816,01W,150376,2018-09-24,
316820,01W,150061,2014-03-24,2015-12-01
316821,01W,150086,2018-05-07,
316825,01W,150061,2013-12-18,
316826,01W,150339,2014-09-08,2019-09-08
316831,01W,150061,2014-03-24,2025-02-16
316836,01W,150194,2015-07-22,
316843,01W,150194,2019-03-04,2025-01-30
316846,01W,150194,2018-03-01,2025-01-30
316848,01W,115114,2014-01-31,2022-04-03
316850,01W,115114,2014-09-30,2015-11-25
316850,01W,160136,2017-12-20,2025-01-30
316850,01W,150194,2017-12-20,2025-01-30
316850,01W,150077,2015-11-27,2017-12-19
316852,01W,150194,2017-11-17,
316853,01W,115114,2014-01-31,2014-09-23
316853,01W,150194,2015-03-23,2025-01-30
316853,01W,150077,2014-09-24,2015-03-20
316855,01W,150077,2014-01-31,2014-12-18
316855,01W,150194,2014-12-19,
316856,01W,150077,2014-04-25,2014-12-18
316856,01W,150194,2014-12-19,2025-01-30
316857,01W,150192,2016-09-28,
316857,01W,150194,2014-04-30,
316860,01W,150061,2014-03-24,2015-03-20
316865,01W,150270,2014-03-24,
316880,01W,150270,2015-04-13,
316883,01W,150072,2014-07-22,
316887,02W,150270,2014-03-12,
316895,01W,150378,2016-09-19,
316895,01W,150376,2016-09-19,
316895,01W,150928,2023-05-02,
316899,01W,150061,2014-03-24,
316901,01W,150339,2020-03-09,2021-03-11
316907,01W,150061,2014-03-24,2024-02-07
316907,01W,150061,2025-03-24,2025-07-14
316910,01W,150061,2014-03-24,2017-04-21
316920,01W,150061,2014-03-24,
316921,01W,150061,2014-03-24,2015-05-07
316945,01W,150021,2025-06-23,
316945,01W,150021,2016-06-20,2023-06-18
316946,01W,150061,2014-03-24,2015-03-20
316968,01W,150072,2014-07-21,
316980,01W,150072,2021-08-16,
316980,01W,150072,2014-07-07,2021-05-09
317009,01W,150072,2014-08-19,
317010,01W,150072,2014-02-05,
317012,01W,150072,2017-02-02,
317021,01W,150061,2024-03-18,
317024,01W,150072,2015-10-01,
317026,01W,150270,2014-01-13,
317028,01W,150061,2014-03-24,2015-03-20
317029,01W,150072,2014-07-31,2020-01-07
317030,01W,150270,2014-01-14,
317079,01W,150376,2017-03-20,
317079,01W,153256,2018-06-20,
317085,01W,150270,2014-06-23,
317102,01W,150262,2015-08-10,2019-03-18
317102,01W,150378,2015-08-10,
317102,01W,150928,2015-08-10,
317102,01W,150376,2014-06-23,2018-09-23
317102,01W,150376,2019-09-23,2021-01-26
317102,02W,150376,2015-08-10,2015-08-10
317109,01W,150007,2014-05-01,2016-04-04
317166,01W,150061,2015-03-23,
317196,01W,150270,2013-10-14,
317229,01W,150072,2015-02-02,
317231,01W,150072,2015-02-02,
317232,01W,150376,2022-06-20,
317232,01W,150021,2014-06-23,
317232,01W,150171,2014-06-23,
317237,01W,150034,2014-07-01,
317259,01W,150072,2014-02-05,
317261,01W,150061,2014-09-22,2025-04-16
317266,01W,150077,2015-03-02,2015-10-05
317266,01W,150194,2015-10-06,2025-01-30
317275,01W,150194,2015-03-12,2025-01-30
317275,01W,150077,2014-07-29,2015-03-11
317276,01W,150194,2014-04-30,
317278,01W,150194,2014-04-30,
317279,01W,115114,2014-04-30,2022-04-03
317284,01W,150072,2024-02-19,
317312,01W,150034,2014-07-01,
317316,01W,150194,2016-04-15,2025-01-30
317319,01W,150077,2016-02-22,2016-06-23
317319,01W,115114,2014-04-30,2016-02-18
317319,01W,150194,2016-06-24,2025-01-30
317324,01W,150072,2014-02-05,
317333,01W,150061,2016-03-21,2017-03-19
317353,01W,150171,2020-12-21,2023-03-19
317353,01W,150021,2014-09-22,2024-08-08
317379,01W,150280,2014-05-15,
317385,01W,150072,2015-09-01,
317389,01W,150376,2015-06-22,2020-02-02
317392,01W,150021,2004-09-22,2023-11-21
317400,01W,150077,2014-09-26,2015-04-09
317400,01W,150194,2015-04-10,
317401,01W,115114,2014-05-30,2015-10-13
317401,01W,150077,2015-10-15,2018-03-21
317401,01W,150194,2018-03-22,
317404,01W,150021,2014-09-22,2020-12-17
317411,01W,150355,2015-06-12,
317425,01W,150034,2014-07-01,
317435,01W,150021,2014-09-22,2019-11-18
317442,01W,150194,2014-05-30,
317445,01W,150270,2014-04-16,
317449,01W,150021,2014-09-22,2018-11-28
317452,01W,150061,2014-07-15,2021-03-21
317454,01W,150061,2015-03-23,
317459,01W,150280,2014-09-22,
317461,01W,150021,2014-09-22,2024-04-15
317463,01W,150270,2014-04-23,
317465,01W,150194,2014-05-30,
317466,01W,115114,2014-05-30,2022-04-03
317467,01W,150194,2017-03-23,
317473,01W,150021,2014-09-22,2020-09-29
317476,01W,150061,2014-09-22,
317478,01W,150051,2017-09-04,
317487,01W,150343,2014-04-28,2018-06-24
317487,01W,150376,2016-12-19,2018-06-15
317487,01W,150151,2014-09-22,2018-06-24
317487,01W,150270,2014-09-22,
317528,01W,150061,2018-03-19,2019-12-23
317533,01W,150280,2014-05-08,
317533,01W,150376,2023-06-19,
317540,01W,150034,2014-07-01,
317541,01W,153432,2019-06-25,2019-06-30
317541,01W,150007,2014-05-10,
317541,01W,153432,2018-12-14,2018-12-16
317541,01W,153432,2019-02-15,2019-03-03
317541,01W,150356,2016-03-21,
317547,01W,115114,2014-05-30,2022-04-03
317570,01W,151232,2019-07-01,2020-09-14
317570,01W,150376,2020-09-21,2020-10-28
317578,01W,150280,2014-05-19,
317585,01W,150355,2018-01-09,2020-12-09
317594,01W,150061,2014-08-22,
317595,02W,150061,2015-03-23,2016-03-18
317598,01W,150061,2015-03-23,2017-07-04
317629,01W,150376,2016-06-20,2018-03-18
317650,01W,150061,2015-03-23,2016-03-18
317651,01W,150061,2014-09-22,2019-03-18
317754,01W,150376,2022-03-21,2023-10-04
317766,01W,150376,2025-03-24,
317781,01W,150376,2015-06-22,
317784,01W,115114,2014-07-31,2022-04-03
317785,01W,150194,2016-02-05,2025-01-30
317785,01W,160136,2016-02-05,2025-01-30
317794,01W,150007,2014-06-17,
317813,01W,150021,2015-03-23,2020-02-17
317828,01W,150376,2016-03-21,2018-03-18
317828,01W,150152,2016-03-21,2020-03-22
317828,01W,150378,2016-03-21,
317836,01W,150343,2013-06-26,
317836,01W,150151,2018-03-19,2020-03-26
317837,01W,150061,2014-09-22,2018-06-04
317841,01W,150378,2016-09-19,
317841,01W,150376,2016-09-19,
317841,01W,150262,2019-03-18,
317841,01W,150928,2021-11-01,2023-10-31
317852,01W,150376,2014-12-22,2017-12-17
317860,01W,150280,2014-06-25,
317862,01W,151312,2020-09-21,
317867,01W,150021,2014-12-22,
317871,01W,150270,2014-09-22,
317873,01W,151312,2023-12-18,
317873,01W,151312,2018-03-19,2020-06-21
317873,02W,150061,2024-03-18,
317874,01W,150194,2015-12-24,
317874,01W,150077,2014-07-31,2015-12-23
317878,01W,150194,2020-09-15,
317879,01W,150194,2020-11-20,2025-01-30
317886,01W,150061,2014-09-22,
317887,01W,150267,2017-12-22,2018-12-20
317891,01W,150171,2016-03-21,
317891,01W,150093,2020-03-23,2023-12-17
317891,01W,150093,2019-05-03,2019-06-23
317891,01W,150376,2019-04-29,2024-12-22
317891,01W,150928,2019-11-01,2024-05-01
317891,01W,150021,2015-06-22,
317892,01W,150061,2014-09-22,2021-06-10
317909,01W,150194,2015-09-08,
317911,01W,150376,2017-03-20,
317911,01W,150928,2024-11-01,
317923,01W,150061,2020-06-22,2022-03-20
317925,01W,150061,2015-03-23,
317933,01W,150021,2014-12-22,2022-09-18
317940,01W,150021,2015-03-23,2017-07-19
317948,01W,150339,2018-06-04,2019-09-08
317959,01W,150061,2015-03-23,2020-06-21
317959,01W,150061,2022-03-21,
317972,01W,150194,2016-04-01,
317972,01W,150077,2015-07-10,2016-03-31
317972,01W,115114,2014-08-29,2015-07-08
317978,01W,151232,2015-12-18,
317978,01W,150378,2015-06-22,
317978,01W,150376,2015-06-22,
317986,02W,150270,2014-09-10,
318005,01W,150928,2020-11-02,
318005,01W,150376,2018-06-18,
318005,01W,150152,2018-06-18,
318006,01W,150061,2015-03-23,2021-03-21
318006,01W,150061,2022-03-21,2024-12-22
318009,01W,150021,2014-12-22,2022-09-18
318012,01W,150376,2017-03-20,2020-06-21
318012,01W,150376,2023-06-19,2024-06-23
318016,02W,150270,2014-08-25,
318028,01W,150072,2015-02-02,2018-10-10
318076,01W,151312,2016-09-19,
318077,01W,150194,2015-07-23,2019-08-29
318077,01W,150077,2014-09-30,2015-07-22
318088,01W,150270,2014-08-11,
318105,01W,150072,2016-02-02,
318108,01W,150061,2016-03-21,2020-06-21
318116,01W,150098,2015-06-03,2019-07-22
318118,01W,151312,2014-12-22,2018-03-15
318144,01W,150007,2014-08-01,
318162,01W,150061,2015-03-23,2019-12-11
318168,01W,151312,2016-09-19,2017-09-17
318168,01W,151312,2018-12-27,
318168,02W,150061,2025-03-24,
318170,01W,150355,2018-01-09,2022-06-08
318194,01W,150061,2015-03-23,2020-06-21
318196,01W,150061,2025-03-24,
318207,01W,151312,2017-12-18,2023-05-10
318207,02W,150061,2018-03-19,2020-11-24
318207,02W,150061,2020-11-30,2022-03-20
318212,01W,151312,2021-12-20,2022-12-15
318212,02W,150061,2022-03-21,2023-03-19
318223,01W,150061,2015-03-23,2016-03-18
318230,01W,150072,2014-10-01,
318240,01W,150072,2015-03-02,
318248,01W,150072,2015-05-04,
318324,01W,150072,2019-04-09,
318345,01W,150194,2020-10-08,
318369,01W,150072,2015-09-01,
318390,01W,150072,2015-12-01,
318396,01W,150061,2015-03-23,2017-03-19
318411,01W,150194,2015-09-30,
318426,01W,150267,2016-06-20,2019-06-23
318426,01W,150376,2014-09-29,2014-12-19
318426,01W,150267,2021-03-31,2021-09-29
318426,01W,150267,2014-06-20,2015-12-18
318434,01W,150378,2015-12-21,
318434,01W,150095,2021-09-20,
318434,01W,150356,2015-06-22,
318434,01W,150007,2014-10-02,
318434,01W,150376,2015-12-21,
318434,01W,153256,2015-06-22,2021-09-16
318437,01W,150007,2014-09-30,
318452,01W,150007,2016-09-26,
318452,01W,153256,2018-03-19,2020-09-20
318456,01W,150267,2020-08-31,2022-09-18
318456,01W,150376,2020-12-21,2021-09-19
318460,01W,150072,2024-01-22,
318462,01W,150072,2014-11-03,
318465,01W,150355,2018-01-09,
318469,01W,150086,2014-10-06,2015-01-05
318475,01W,150072,2017-03-09,
318478,01W,150270,2014-10-09,
318480,01W,150061,2015-03-23,
318482,01W,150194,2016-03-31,
318482,01W,150077,2014-11-28,2016-03-30
318510,01W,150069,2017-10-02,
318510,01W,150192,2016-10-03,
318510,01W,150194,2014-11-28,
318525,01W,150280,2014-11-06,
318538,01W,150267,2020-08-31,2021-09-29
318538,01W,150376,2020-03-23,2021-12-19
318541,01W,150194,2017-03-23,
318542,01W,150194,2017-03-23,
318552,01W,150072,2016-07-01,
318555,01W,150072,2014-12-01,2021-05-09
318563,01W,150061,2015-03-23,2021-11-03
318573,01W,150007,2014-11-03,
318596,01W,150072,2016-08-01,
318599,01W,150270,2014-12-22,
318605,01W,150194,2017-03-23,
318645,01W,150194,2019-10-07,
318659,01W,153256,2022-09-19,
318659,01W,150356,2015-09-21,
318659,01W,150007,2014-11-12,
318659,01W,153256,2015-09-21,2019-09-03
318659,01W,150376,2018-03-19,2020-03-22
318659,01W,153256,2019-09-05,2022-03-17
318666,01W,150061,2015-03-23,2018-10-18
318667,01W,150061,2015-03-23,
318669,01W,150061,2016-03-21,2020-12-08
318675,01W,150355,2015-03-13,
318694,01W,150061,2015-03-23,2017-03-19
318699,01W,150270,2014-11-21,
318702,01W,150061,2015-03-23,2024-12-22
318714,01W,151312,2015-03-23,2016-12-15
318718,01W,150376,2020-06-22,
318734,01W,150355,2020-12-11,
318736,01W,150270,2015-03-23,
318737,01W,150270,2014-11-28,
318770,01W,150339,2015-06-08,2019-06-13
318775,01W,160136,2018-02-02,2025-01-30
318775,01W,150194,2018-02-02,2025-01-30
318778,01W,150194,2015-12-11,2024-06-24
318783,01W,150072,2015-02-02,
318790,01W,150061,2015-03-23,2023-12-06
318796,01W,150355,2021-12-10,2025-06-11
318805,01W,150067,2025-06-23,
318805,01W,150067,2020-10-19,2023-06-18
318810,01W,150061,2015-03-23,2018-04-03
318819,01W,150061,2015-03-23,2016-03-18
318822,02W,150061,2015-03-23,
318826,01W,150194,2017-03-23,
318827,01W,150077,2015-01-30,2019-02-28
318827,01W,150194,2019-02-28,
318828,01W,150194,2015-12-18,
318833,01W,150061,2015-03-23,2016-03-23
318838,01W,150270,2014-12-15,
318847,01W,150355,2015-03-13,
318848,01W,150077,2015-01-30,2016-11-20
318848,01W,150194,2017-03-23,2025-01-30
318849,01W,150194,2015-01-30,
318851,01W,150061,2015-03-23,2017-03-19
318856,01W,151312,2016-12-16,2024-10-21
318857,01W,150194,2015-01-30,
318858,01W,150194,2018-06-08,
318858,01W,115114,2015-01-30,2018-03-11
318859,01W,150194,2016-06-23,2025-01-30
318861,01W,150077,2015-01-30,2017-06-18
318861,01W,150194,2017-06-19,2025-01-30
318862,01W,115114,2015-01-30,2022-04-03
318873,01W,150061,2015-03-23,2017-08-15
318874,01W,150061,2015-03-23,
318878,01W,150061,2015-03-23,
318893,01W,150061,2016-03-21,2017-03-19
318894,01W,150194,2015-12-22,
318895,01W,150077,2015-01-30,2015-12-25
318895,01W,150194,2015-12-28,
318907,01W,150194,2015-12-22,2023-07-27
318929,01W,150077,2015-01-30,2022-04-03
318930,01W,150077,2015-12-24,2016-09-28
318930,01W,150194,2017-03-23,
318930,01W,115114,2015-01-30,2015-12-23
318957,01W,150061,2017-03-20,
318971,01W,150072,2020-01-09,
318978,01W,150061,2017-03-20,
319006,01W,150270,2016-05-30,
319073,01W,150072,2015-03-02,
319179,01W,150928,2020-05-04,2020-11-01
319182,01W,150021,2015-09-21,2019-08-23
319183,01W,150021,2015-06-22,
319192,01W,150194,2016-03-18,
319195,01W,150280,2015-02-09,
319195,01W,150376,2015-06-22,2020-11-05
319196,01W,150072,2016-05-02,
319198,01W,150270,2015-02-11,
319219,01W,150378,2015-06-22,
319219,01W,150376,2015-06-22,
319219,01W,151232,2015-06-22,
319228,03W,150061,2023-03-20,
319230,01W,150171,2015-06-22,
319230,01W,150021,2015-06-22,
319230,01W,150376,2017-10-09,
319231,01W,150194,2016-02-18,2025-01-30
319261,01W,150194,2017-03-23,2025-01-30
319261,01W,160136,2016-10-21,2025-01-30
319274,01W,150194,2016-02-22,2025-01-30
319274,01W,150077,2015-03-31,2016-02-19
319296,01W,150376,2021-03-22,2022-07-18
319300,01W,150061,2015-03-23,2016-09-16
319302,01W,150928,2015-11-02,2016-04-29
319344,01W,115114,2015-04-30,2022-04-03
319357,01W,150194,2017-03-23,2025-01-30
319358,01W,115114,2015-04-30,2022-04-03
319376,01W,150194,2017-03-23,
319376,01W,160136,2016-12-08,
319378,01W,115114,2015-04-30,2022-04-03
319380,01W,150194,2017-03-23,
319417,01W,150376,2015-09-21,
319425,01W,150194,2017-06-02,2025-01-30
319432,01W,150376,2019-12-23,
319432,01W,151227,2021-01-04,
319436,01W,150194,2017-03-23,2025-01-30
319456,01W,150021,2015-09-21,
319457,01W,150021,2015-09-21,
319473,01W,150072,2015-05-04,2020-10-07
319476,01W,150061,2016-03-21,2020-06-21
319480,01W,150022,2015-03-30,
319483,01W,150072,2016-11-01,
319487,01W,150061,2016-03-21,2017-06-18
319497,01W,150061,2020-06-22,2022-03-20
319501,01W,150086,2010-10-26,2017-03-12
319523,02W,150270,2015-04-14,
319526,01W,150270,2015-05-05,
319549,01W,150077,2015-05-29,2016-05-19
319549,01W,150194,2016-05-23,2025-05-15
319549,01W,160136,2016-05-20,2025-05-15
319550,01W,150194,2017-03-23,
319553,01W,150072,2018-12-10,
319558,01W,150021,2015-12-21,2018-07-16
319558,01W,150021,2019-09-23,2021-09-26
319558,01W,150021,2024-03-18,2024-11-24
319560,01W,150061,2015-09-21,
319566,01W,150061,2020-06-22,2021-03-21
319592,01W,150194,2017-03-23,2025-01-30
319594,01W,150194,2017-12-21,
319608,01W,150194,2017-04-27,2025-01-30
319608,01W,150077,2016-04-28,2017-04-26
319608,01W,115114,2015-05-29,2016-04-26
319614,01W,150194,2018-11-27,
319633,01W,150007,2015-05-04,
319654,01W,150007,2015-05-07,
319659,01W,151232,2016-06-20,
319659,01W,150376,2015-11-03,
319659,01W,150378,2015-11-03,
319660,01W,150270,2015-05-12,
319665,01W,150007,2015-05-08,
319669,01W,150270,2015-04-29,
319671,01W,150270,2015-05-13,2018-02-20
319672,01W,150061,2016-03-21,2017-03-19
319687,01W,150061,2015-05-18,
319728,01W,150061,2016-03-21,2016-03-22
319729,01W,150061,2016-03-21,
319759,01W,150051,2015-06-03,
319798,01W,150072,2015-08-03,
319811,01W,150022,2015-06-18,
319821,01W,150061,2016-03-21,
319826,01W,150194,2018-12-07,2025-01-30
319826,01W,150077,2018-06-22,2018-12-07
319826,01W,115114,2015-07-30,2018-06-21
319859,01W,115114,2015-07-30,2016-05-27
319859,01W,150077,2016-05-31,2017-03-16
319859,01W,150194,2017-03-17,
319860,01W,150194,2021-02-16,2025-01-30
319865,01W,153256,2023-12-18,2025-03-20
319865,01W,150356,2015-12-21,
319865,01W,153432,2015-12-22,
319865,01W,150376,2017-12-18,2019-06-23
319865,01W,153256,2018-09-25,2021-06-17
319865,01W,150376,2020-12-21,2021-03-21
319865,01W,150007,2015-06-12,
319865,01W,153256,2022-03-21,2023-06-15
319871,01W,150072,2015-08-03,
319880,01W,150072,2016-07-01,
319881,01W,150061,2015-09-21,2018-10-11
319885,03W,150270,2015-07-28,
319886,01W,150061,2015-09-21,
319906,01W,150194,2017-04-12,
319906,01W,150077,2015-07-31,2017-04-11
319908,01W,150194,2015-07-31,
319912,01W,150376,2020-09-21,
319912,01W,150928,2023-05-02,
319919,01W,150021,2015-09-21,
319921,90W,150061,2017-03-20,2019-03-18
319923,01W,115114,2015-07-30,2022-04-03
319928,01W,150061,2016-03-21,2020-02-11
319936,01W,150022,2015-07-08,
319938,01W,150376,2020-09-21,2021-03-21
319939,01W,150021,2015-09-21,2021-01-31
319965,01W,150280,2015-06-26,
319990,01W,150021,2015-07-28,2021-05-26
320019,01W,150280,2015-07-02,
320028,01W,150039,2022-03-18,2023-03-20
320031,01W,150034,2016-01-14,
320033,01W,150061,2016-03-21,2018-03-18
320035,01W,150077,2019-07-26,2022-04-03
320035,01W,115114,2015-08-28,2019-07-26
320039,01W,150007,2015-07-06,
320045,01W,150072,2024-03-07,
320052,01W,150021,2015-09-21,2019-05-30
320058,01W,150072,2023-11-08,
320059,01W,115114,2015-08-28,2022-04-03
320065,01W,150061,2023-03-20,2024-07-22
320071,01W,150072,2024-01-22,
320073,01W,150270,2015-07-13,
320078,02W,150376,2017-10-09,2023-06-18
320078,02W,153256,2023-12-18,
320078,02W,153256,2018-03-19,2023-06-15
320089,01W,150021,2015-09-21,2020-09-13
320101,01W,150061,2018-03-19,2019-03-18
320103,01W,150061,2016-03-21,2020-06-21
320111,01W,150355,2018-01-09,2021-12-08
320124,01W,150378,2016-09-19,
320124,01W,150376,2016-09-19,2018-09-23
320124,01W,150356,2016-06-20,
320124,01W,153256,2016-06-20,2019-03-14
320129,01W,150061,2015-12-21,2024-02-08
320135,01W,150194,2015-08-31,
320142,01W,150061,2015-09-21,2017-10-31
320145,01W,150194,2017-03-23,2025-01-30
320148,01W,150072,2016-12-01,
320155,01W,150061,2019-03-18,2022-03-20
320155,01W,150061,2023-03-20,
320157,01W,150270,2015-06-29,
320158,01W,150061,2016-03-21,2017-12-08
320158,02W,150061,2022-03-21,
320172,01W,150061,2018-03-19,2020-03-25
320182,01W,150072,2017-05-02,
320240,01W,150072,2017-12-01,2023-04-11
320240,01W,150072,2023-09-07,2024-06-13
320240,01W,150072,2024-12-06,
320241,01W,150061,2016-03-21,2019-03-18
320248,01W,150077,2015-09-30,2016-10-03
320248,01W,150194,2017-03-23,2025-01-30
320257,01W,150061,2019-03-18,2025-03-23
320259,01W,150061,2016-03-21,2019-12-23
320263,01W,150270,2015-08-04,
320264,01W,150077,2015-09-30,2017-09-07
320264,01W,150194,2017-09-08,
320275,01W,150072,2024-08-07,
320280,01W,150061,2016-03-21,2018-03-18
320286,01W,150072,2020-01-09,
320286,01W,150072,2015-12-01,2019-08-07
320289,01W,150194,2017-09-14,2025-01-30
320290,01W,150194,2017-02-20,
320304,01W,150061,2016-03-21,2017-03-19
320305,01W,150061,2019-12-02,
320305,01W,150061,2018-03-19,2019-11-19
320317,01W,150077,2015-10-30,2022-04-03
320328,01W,150194,2017-03-23,2025-01-30
320333,01W,150072,2021-02-09,
320333,01W,150072,2017-03-01,2020-11-08
320363,01W,150061,2016-03-21,2016-12-20
320378,01W,150072,2018-02-01,
320428,01W,150007,2015-09-30,
320429,01W,150355,2018-01-09,
320448,01W,153256,2015-12-21,2018-03-15
320448,01W,150356,2015-12-21,
320448,01W,150378,2016-04-01,
320448,01W,150376,2016-04-01,2025-03-23
320448,01W,150095,2018-03-19,2024-12-23
320467,01W,150376,2021-06-17,2022-09-18
320467,01W,151227,2021-07-01,2025-06-29
320467,01W,150376,2023-02-27,2023-06-18
320478,01W,150072,2015-12-01,
320479,01W,150376,2016-03-21,2018-01-14
320481,01W,150061,2016-03-21,
320533,01W,150072,2016-03-01,
320604,01W,150061,2016-03-21,
320605,01W,150072,2015-12-01,
320609,01W,150194,2015-12-30,
320610,01W,150194,2015-12-30,
320611,01W,150069,2017-10-02,
320611,01W,150194,2015-12-30,
320619,01W,150061,2016-02-12,2024-05-01
320636,01W,150021,2016-03-21,2024-09-22
320667,01W,150072,2017-01-03,
320674,01W,150007,2015-11-06,
320675,01W,150355,2020-06-15,
320694,01W,150061,2016-03-21,2022-12-18
320703,01W,150072,2016-01-04,
320705,01W,150270,2015-11-13,
320708,01W,150012,2025-02-27,
320721,01W,150194,2021-05-12,2025-01-30
320723,01W,150171,2016-03-21,
320723,01W,150021,2016-03-21,
320723,01W,150376,2017-04-13,
320723,01W,150928,2022-11-01,2023-10-31
320723,01W,150928,2018-05-02,2020-11-01
320726,01W,150061,2016-03-21,
320729,01W,150194,2015-12-30,
320732,01W,150376,2021-04-19,
320734,01W,150061,2016-03-21,2018-03-18
320742,01W,150072,2019-03-08,
320750,01W,150061,2016-03-21,2017-03-19
320762,01W,150061,2018-05-24,
320764,90W,150378,2016-06-20,
320764,90W,150376,2016-06-20,
320764,90W,150262,2016-03-21,2021-03-21
320764,90W,150928,2017-05-02,2020-05-03
320764,90W,150262,2023-03-20,
320764,90W,150928,2025-05-02,
320766,01W,150072,2017-10-03,
320773,01W,150194,2018-01-18,
320785,01W,150376,2018-03-19,2022-09-18
320795,01W,150194,2017-03-23,
320795,01W,160136,2023-10-02,
