month,permno,in_sp500_proxy
2018-05,28484,1
2018-05,15069,1
2018-05,37584,1
2018-05,44206,1
2018-05,76709,1
2018-05,81540,1
2018-05,82598,1
2018-05,45911,1
2018-05,12449,1
2018-05,25582,1
2018-05,88873,1
2018-05,46886,1
2018-05,29946,1
2018-05,93089,1
2018-05,91152,1
2018-05,11891,1
2018-05,22779,1
2018-05,76605,1
2018-05,52695,1
2018-05,61815,1
2018-05,76201,1
2018-05,76226,1
2018-05,23579,1
2018-05,75107,1
2018-05,85257,1
2018-05,15826,1
2018-05,15202,1
2018-05,83862,1
2018-05,90808,1
2018-05,11786,1
2018-05,84723,1
2018-05,23026,1
2018-05,15859,1
2018-05,11896,1
2018-05,42906,1
2018-05,30681,1
2018-05,75100,1
2018-05,25081,1
2018-05,21371,1
2018-05,12448,1
2018-05,13379,1
2018-05,85753,1
2018-05,89195,1
2018-05,87056,1
2018-05,77661,1
2018-05,84032,1
2018-05,12062,1
2018-05,90199,1
2018-05,11674,1
2018-05,46578,1
2018-05,26710,1
2018-05,86021,1
2018-05,76639,1
2018-05,90520,1
2018-05,90601,1
2018-05,11618,1
2018-05,39490,1
2018-05,10933,1
2018-05,77496,1
2018-05,16343,1
2018-05,21186,1
2018-05,82651,1
2018-05,90312,1
2018-05,52708,1
2018-05,80080,1
2018-05,25778,1
2018-05,92322,1
2018-05,92614,1
2018-05,81736,1
2018-05,24010,1
2018-05,56274,1
2018-05,49015,1
2018-05,92257,1
2018-05,92402,1
2018-05,79906,1
2018-05,84373,1
2018-05,24985,1
2018-05,75034,1
2018-05,82686,1
2018-05,69649,1
2018-05,42877,1
2018-05,80204,1
2018-05,85621,1
2018-05,86288,1
2018-05,80539,1
2018-05,52476,1
2018-05,83621,1
2018-05,32803,1
2018-05,91849,1
2018-05,16600,1
2018-05,85663,1
2018-05,46674,1
2018-05,61241,1
2018-05,92203,1
2018-05,93101,1
2018-05,77357,1
2018-05,23229,1
2018-05,87717,1
2018-05,75607,1
2018-05,59248,1
2018-05,91668,1
2018-05,57568,1
2018-05,87299,1
2018-05,92221,1
2018-05,16736,1
2018-05,77037,1
2018-05,84761,1
2018-05,47626,1
2018-05,80320,1
2018-05,13035,1
2018-05,15478,1
2018-05,88661,1
2018-05,16267,1
2018-05,13936,1
2018-05,89508,1
2018-05,52090,1
2018-05,42585,1
2018-05,44329,1
2018-05,13949,1
2018-05,93312,1
2018-05,85459,1
2018-05,79698,1
2018-05,38093,1
2018-05,17787,1
2018-05,11403,1
2018-05,91068,1
2018-05,25953,1
2018-05,13641,1
2018-05,82307,1
2018-05,84262,1
2018-05,34032,1
2018-05,23393,1
2018-05,60986,1
2018-05,23473,1
2018-05,21792,1
2018-05,77606,1
2018-05,65541,1
2018-05,87541,1
2018-05,14558,1
2018-05,12650,1
2018-05,14939,1
2018-05,93429,1
2018-05,59010,1
2018-05,36003,1
2018-05,52978,1
2018-05,79785,1
2018-05,81655,1
2018-05,84129,1
2018-05,27043,1
2018-05,90071,1
2018-05,16595,1
2018-05,88182,1
2018-05,77462,1
2018-05,12476,1
2018-05,15315,1
2018-05,75591,1
2018-05,90248,1
2018-05,90386,1
2018-05,86964,1
2018-05,14988,1
2018-05,80191,1
2018-05,76095,1
2018-05,76082,1
2018-05,93132,1
2018-05,25419,1
2018-05,19166,1
2018-05,85035,1
2018-05,25320,1
2018-05,68196,1
2018-05,86719,1
2018-05,79637,1
2018-05,90178,1
2018-05,11600,1
2018-05,75912,1
2018-05,13983,1
2018-05,90272,1
2018-05,32986,1
2018-05,14182,1
2018-05,89866,1
2018-05,12623,1
2018-05,90925,1
2018-05,60687,1
2018-05,84588,1
2018-05,14567,1
2018-05,88664,1
2018-05,79210,1
2018-05,40272,1
2018-05,91594,1
2018-05,62308,1
2018-05,90829,1
2018-05,58819,1
2018-05,88949,1
2018-05,91063,1
2018-05,89217,1
2018-05,81677,1
2018-05,16431,1
2018-05,17743,1
2018-05,86979,1
2018-05,29938,1
2018-05,89002,1
2018-05,44601,1
2018-05,14231,1
2018-05,15703,1
2018-05,38762,1
2018-05,91461,1
2018-05,65402,1
2018-05,91547,1
2018-05,84656,1
2018-05,80286,1
2018-05,16347,1
2018-05,27991,1
2018-05,91041,1
2018-05,76185,1
2018-05,89509,1
2018-05,13904,1
2018-05,79545,1
2018-05,17929,1
2018-05,71271,1
2018-05,15398,1
2018-05,53065,1
2018-05,83534,1
2018-05,85593,1
2018-05,14984,1
2018-05,54148,1
2018-05,71175,1
2018-05,24643,1
2018-05,13267,1
2018-05,14926,1
2018-05,76712,1
2018-05,87034,1
2018-05,60206,1
2018-05,82581,1
2018-05,76230,1
2018-05,57817,1
2018-05,42200,1
2018-05,76795,1
2018-05,53640,1
2018-06,14593,1
2018-06,84788,1
2018-06,10107,1
2018-06,13407,1
2018-06,14542,1
2018-06,47896,1
2018-06,11850,1
2018-06,90319,1
2018-06,22111,1
2018-06,59408,1
2018-06,38703,1
2018-06,55976,1
2018-06,83443,1
2018-06,14541,1
2018-06,92611,1
2018-06,92655,1
2018-06,59328,1
2018-06,66181,1
2018-06,17778,1
2018-06,65875,1
2018-06,91233,1
2018-06,76076,1
2018-06,21936,1
2018-06,18163,1
2018-06,19561,1
2018-06,11308,1
2018-06,66093,1
2018-06,10104,1
2018-06,70519,1
2018-06,89393,1
2018-06,26403,1
2018-06,22752,1
2018-06,13856,1
2018-06,89525,1
2018-06,13721,1
2018-06,86580,1
2018-06,92602,1
2018-06,43449,1
2018-06,12490,1
2018-06,14008,1
2018-06,75510,1
2018-06,48725,1
2018-06,13901,1
2018-06,15579,1
2018-06,20482,1
2018-06,93002,1
2018-06,10145,1
2018-06,57665,1
2018-06,90215,1
2018-06,16851,1
2018-06,22592,1
2018-06,15488,1
2018-06,86783,1
2018-06,50876,1
2018-06,77274,1
2018-06,87055,1
2018-06,19393,1
2018-06,21178,1
2018-06,59176,1
2018-06,69032,1
2018-06,62092,1
2018-06,86868,1
2018-06,77178,1
2018-06,66157,1
2018-06,13928,1
2018-06,18542,1
2018-06,87267,1
2018-06,24205,1
2018-06,61399,1
2018-06,77418,1
2018-06,15408,1
2018-06,87447,1
2018-06,12060,1
2018-06,75825,1
2018-06,75186,1
2018-06,12308,1
2018-06,77702,1
2018-06,17005,1
2018-06,34833,1
2018-06,60442,1
2018-06,73139,1
2018-06,39642,1
2018-06,49680,1
2018-06,53613,1
2018-06,89179,1
2018-06,60628,1
2018-06,90505,1
2018-06,89006,1
2018-06,88845,1
2018-06,19502,1
2018-06,40539,1
2018-06,44644,1
2018-06,93436,1
2018-06,76841,1
2018-06,79678,1
2018-06,18729,1
2018-06,88668,1
2018-06,11552,1
2018-06,89626,1
2018-06,12369,1
2018-06,24942,1
2018-06,27959,1
2018-06,12052,1
2018-06,17830,1
2018-06,62148,1
2018-06,49656,1
2018-06,88352,1
2018-06,24766,1
2018-06,78975,1
2018-06,90441,1
2018-06,13356,1
2018-06,17478,1
2018-06,91937,1
2018-06,85269,1
2018-06,66800,1
2018-06,56573,1
2018-06,18411,1
2018-06,14702,1
2018-06,86158,1
2018-06,77768,1
2018-06,19350,1
2018-06,77605,1
2018-06,81055,1
2018-06,64936,1
2018-06,87842,1
2018-06,85913,1
2018-06,22103,1
2018-06,77668,1
2018-06,25785,1
2018-06,76744,1
2018-06,75828,1
2018-06,64311,1
2018-06,90993,1
2018-06,45751,1
2018-06,64186,1
2018-06,13788,1
2018-06,48653,1
2018-06,49154,1
2018-06,70578,1
2018-06,88446,1
2018-06,27887,1
2018-06,23819,1
2018-06,90442,1
2018-06,71563,1
2018-06,89258,1
2018-06,12558,1
2018-06,36468,1
2018-06,70332,1
2018-06,17750,1
2018-06,69796,1
2018-06,76614,1
2018-06,27828,1
2018-06,82800,1
2018-06,86356,1
2018-06,12622,1
2018-06,52038,1
2018-06,60871,1
2018-06,11955,1
2018-06,89003,1
2018-06,91926,1
2018-06,64390,1
2018-06,28222,1
2018-06,24109,1
2018-06,72726,1
2018-06,57904,1
2018-06,59459,1
2018-06,14295,1
2018-06,48506,1
2018-06,12872,1
2018-06,75241,1
2018-06,79323,1
2018-06,82642,1
2018-06,91556,1
2018-06,88031,1
2018-06,84597,1
2018-06,68144,1
2018-06,87657,1
2018-06,86136,1
2018-06,13447,1
2018-06,80924,1
2018-06,43553,1
2018-06,10696,1
2018-06,58683,1
2018-06,21776,1
2018-06,85631,1
2018-06,25232,1
2018-06,77338,1
2018-06,10138,1
2018-06,83111,1
2018-06,88860,1
2018-06,23712,1
2018-06,48486,1
2018-06,81061,1
2018-06,93096,1
2018-06,84769,1
2018-06,17144,1
2018-06,10516,1
2018-06,85348,1
2018-06,89269,1
2018-06,22509,1
2018-06,14776,1
2018-06,81774,1
2018-06,35554,1
2018-06,92121,1
2018-06,61621,1
2018-06,91983,1
2018-06,13314,1
2018-06,11404,1
2018-06,87184,1
2018-06,14338,1
2018-06,23931,1
2018-06,16087,1
2018-06,87137,1
2018-06,58246,1
2018-06,40125,1
2018-06,66384,1
2018-06,22293,1
2018-06,26825,1
2018-06,16678,1
2018-06,38156,1
2018-06,86228,1
2018-06,89070,1
2018-06,79103,1
2018-06,15707,1
2018-06,89014,1
2018-06,92618,1
2018-06,13688,1
2018-06,41080,1
2018-06,14040,1
2018-06,22517,1
2018-06,60506,1
2018-06,78987,1
2018-06,84381,1
2018-06,85914,1
2018-06,64995,1
2018-06,41355,1
2018-06,82598,1
2018-06,92239,1
2018-06,15720,1
2018-06,28484,1
2018-06,43350,1
2018-06,77730,1
2018-06,21573,1
2018-06,23536,1
2018-06,90880,1
2018-06,81481,1
2018-06,13911,1
2018-06,21207,1
2018-06,60599,1
2018-06,35044,1
2018-06,34817,1
2018-06,37284,1
2018-06,87432,1
2018-06,32870,1
2018-06,23660,1
2018-06,10909,1
2018-06,34746,1
2018-06,91103,1
2018-06,76226,1
2018-06,14714,1
2018-06,13511,1
2018-06,76709,1
2018-06,12449,1
2018-06,22779,1
2018-06,14889,1
2018-06,81540,1
2018-06,44206,1
2018-06,75107,1
2018-06,82775,1
2018-06,89533,1
2018-06,91152,1
2018-06,15826,1
2018-06,39490,1
2018-06,15069,1
2018-06,88873,1
2018-06,76605,1
2018-06,93089,1
2018-06,13628,1
2018-06,46578,1
2018-06,21020,1
2018-06,45911,1
2018-06,30681,1
2018-06,37584,1
2018-06,52695,1
2018-06,25582,1
2018-06,23026,1
2018-06,61815,1
2018-06,15202,1
2018-06,23579,1
2018-06,85753,1
2018-06,87056,1
2018-06,85257,1
2018-06,84032,1
2018-06,76201,1
2018-06,90808,1
2018-06,15859,1
2018-06,75100,1
2018-06,11896,1
2018-06,42906,1
2018-06,90199,1
2018-06,84723,1
2018-06,11891,1
2018-06,83862,1
2018-06,46886,1
2018-06,77496,1
2018-06,24010,1
2018-06,11674,1
2018-06,92203,1
2018-06,92257,1
2018-06,12448,1
2018-06,25081,1
2018-06,12062,1
2018-06,77661,1
2018-06,26710,1
2018-06,76639,1
2018-06,11786,1
2018-06,29946,1
2018-06,24053,1
2018-06,92614,1
2018-06,21371,1
2018-06,82651,1
2018-06,52708,1
2018-06,86021,1
2018-06,90520,1
2018-06,89195,1
2018-06,10933,1
2018-06,52476,1
2018-06,86288,1
2018-06,90601,1
2018-06,84373,1
2018-06,16343,1
2018-06,24985,1
2018-06,81736,1
2018-06,25778,1
2018-06,92402,1
2018-06,85621,1
2018-06,83621,1
2018-06,21186,1
2018-06,61241,1
2018-06,13379,1
2018-06,59248,1
2018-06,80080,1
2018-06,79906,1
2018-06,82686,1
2018-06,52090,1
2018-06,80204,1
2018-06,92322,1
2018-06,56274,1
2018-06,90312,1
2018-06,16600,1
2018-06,11618,1
2018-06,75034,1
2018-06,49015,1
2018-06,91849,1
2018-06,46674,1
2018-06,88661,1
2018-06,84761,1
2018-06,23229,1
2018-06,42877,1
2018-06,81655,1
2018-06,92221,1
2018-06,15478,1
2018-06,80320,1
2018-06,69649,1
2018-06,75607,1
2018-06,23393,1
2018-06,13641,1
2018-06,16267,1
2018-06,89508,1
2018-06,77357,1
2018-06,87717,1
2018-06,59010,1
2018-06,60986,1
2018-06,93312,1
2018-06,57568,1
2018-06,87299,1
2018-06,47626,1
2018-06,16736,1
2018-06,16595,1
2018-06,85663,1
2018-06,93101,1
2018-06,11403,1
2018-06,13949,1
2018-06,77037,1
2018-06,44329,1
2018-06,42585,1
2018-06,25320,1
2018-06,82307,1
2018-06,77606,1
2018-06,79698,1
2018-06,13035,1
2018-06,32803,1
2018-06,91068,1
2018-06,21792,1
2018-06,90248,1
2018-06,38093,1
2018-06,91668,1
2018-06,52978,1
2018-06,93429,1
2018-06,34032,1
2018-06,85459,1
2018-06,17787,1
2018-06,65541,1
2018-06,14988,1
2018-06,13936,1
2018-06,36003,1
2018-06,77462,1
2018-06,25953,1
2018-06,14558,1
2018-06,14939,1
2018-06,84588,1
2018-06,90272,1
2018-06,12650,1
2018-06,23473,1
2018-06,12476,1
2018-06,75912,1
2018-06,90386,1
2018-06,76095,1
2018-06,84262,1
2018-06,79785,1
2018-06,76082,1
2018-06,91063,1
2018-06,13983,1
2018-06,93132,1
2018-06,87541,1
2018-06,88949,1
2018-06,15315,1
2018-06,86964,1
2018-06,75591,1
2018-06,80191,1
2018-06,19166,1
2018-06,27043,1
2018-06,90829,1
2018-06,84129,1
2018-06,89002,1
2018-06,14182,1
2018-06,15703,1
2018-06,91041,1
2018-06,89866,1
2018-06,85035,1
2018-06,88664,1
2018-06,89217,1
2018-06,16431,1
2018-06,32986,1
2018-06,90925,1
2018-06,90178,1
2018-06,68196,1
2018-06,58819,1
2018-06,40272,1
2018-06,91594,1
2018-06,11600,1
2018-06,79637,1
2018-06,89509,1
2018-06,90071,1
2018-06,12623,1
2018-06,86979,1
2018-06,60687,1
2018-06,38762,1
2018-06,81677,1
2018-06,88182,1
2018-06,14567,1
2018-06,86719,1
2018-06,25419,1
2018-06,91461,1
2018-06,80286,1
2018-06,14231,1
2018-06,62308,1
2018-06,92778,1
2018-06,60206,1
2018-06,14984,1
2018-06,53065,1
2018-06,27991,1
2018-06,17929,1
2018-06,44601,1
2018-06,91547,1
2018-06,83534,1
2018-06,76712,1
2018-06,17743,1
2018-06,71271,1
2018-06,84656,1
2018-06,85002,1
2018-06,16347,1
2018-06,82581,1
2018-06,57817,1
2018-06,79210,1
2018-06,65402,1
2018-06,76185,1
2018-06,14926,1
2018-06,80539,1
2018-06,90664,1
2018-06,16753,1
2018-06,14634,1
2018-06,17685,1
2018-06,29938,1
2018-06,87034,1
2018-06,24643,1
2018-06,54148,1
2018-06,76230,1
2018-06,90569,1
2018-06,71175,1
2018-07,14593,1
2018-07,84788,1
2018-07,10107,1
2018-07,14542,1
2018-07,13407,1
2018-07,47896,1
2018-07,90319,1
2018-07,22111,1
2018-07,11850,1
2018-07,59408,1
2018-07,38703,1
2018-07,83443,1
2018-07,55976,1
2018-07,92655,1
2018-07,92611,1
2018-07,14541,1
2018-07,66181,1
2018-07,17778,1
2018-07,59328,1
2018-07,21936,1
2018-07,65875,1
2018-07,19561,1
2018-07,18163,1
2018-07,91233,1
2018-07,11308,1
2018-07,76076,1
2018-07,10104,1
2018-07,70519,1
2018-07,66093,1
2018-07,92618,1
2018-07,26403,1
2018-07,22752,1
2018-07,89525,1
2018-07,13856,1
2018-07,86580,1
2018-07,89393,1
2018-07,13721,1
2018-07,92602,1
2018-07,14008,1
2018-07,12490,1
2018-07,43449,1
2018-07,75510,1
2018-07,20482,1
2018-07,10145,1
2018-07,48725,1
2018-07,13901,1
2018-07,15579,1
2018-07,50876,1
2018-07,16851,1
2018-07,22592,1
2018-07,90215,1
2018-07,77274,1
2018-07,57665,1
2018-07,15488,1
2018-07,86783,1
2018-07,87055,1
2018-07,19393,1
2018-07,93002,1
2018-07,62092,1
2018-07,77178,1
2018-07,21178,1
2018-07,86868,1
2018-07,69032,1
2018-07,66157,1
2018-07,18542,1
2018-07,59176,1
2018-07,13928,1
2018-07,87447,1
2018-07,61399,1
2018-07,87267,1
2018-07,24205,1
2018-07,75825,1
2018-07,15408,1
2018-07,12060,1
2018-07,77702,1
2018-07,12308,1
2018-07,75186,1
2018-07,76841,1
2018-07,60442,1
2018-07,19502,1
2018-07,17005,1
2018-07,89179,1
2018-07,60628,1
2018-07,39642,1
2018-07,34833,1
2018-07,89006,1
2018-07,49680,1
2018-07,11552,1
2018-07,88845,1
2018-07,53613,1
2018-07,73139,1
2018-07,40539,1
2018-07,62148,1
2018-07,17830,1
2018-07,12052,1
2018-07,44644,1
2018-07,18729,1
2018-07,88352,1
2018-07,13356,1
2018-07,27959,1
2018-07,90505,1
2018-07,24942,1
2018-07,79678,1
2018-07,89626,1
2018-07,12369,1
2018-07,49656,1
2018-07,78975,1
2018-07,24766,1
2018-07,85269,1
2018-07,93436,1
2018-07,91937,1
2018-07,17478,1
2018-07,66800,1
2018-07,18411,1
2018-07,56573,1
2018-07,77768,1
2018-07,14702,1
2018-07,90441,1
2018-07,64311,1
2018-07,86158,1
2018-07,19350,1
2018-07,64936,1
2018-07,87842,1
2018-07,88446,1
2018-07,77605,1
2018-07,22103,1
2018-07,81055,1
2018-07,76744,1
2018-07,77668,1
2018-07,85913,1
2018-07,64186,1
2018-07,12622,1
2018-07,48653,1
2018-07,49154,1
2018-07,90993,1
2018-07,89258,1
2018-07,45751,1
2018-07,13788,1
2018-07,36468,1
2018-07,70578,1
2018-07,17750,1
2018-07,71563,1
2018-07,25785,1
2018-07,75828,1
2018-07,12558,1
2018-07,76614,1
2018-07,27887,1
2018-07,11955,1
2018-07,82800,1
2018-07,91926,1
2018-07,70332,1
2018-07,23819,1
2018-07,27828,1
2018-07,12872,1
2018-07,28222,1
2018-07,57904,1
2018-07,60871,1
2018-07,90442,1
2018-07,69796,1
2018-07,24109,1
2018-07,52038,1
2018-07,64390,1
2018-07,59459,1
2018-07,43553,1
2018-07,89003,1
2018-07,58683,1
2018-07,68144,1
2018-07,72726,1
2018-07,79323,1
2018-07,17942,1
2018-07,88031,1
2018-07,86356,1
2018-07,91556,1
2018-07,48506,1
2018-07,84597,1
2018-07,75241,1
2018-07,86136,1
2018-07,80924,1
2018-07,77338,1
2018-07,13447,1
2018-07,10696,1
2018-07,82642,1
2018-07,48486,1
2018-07,87657,1
2018-07,83111,1
2018-07,92239,1
2018-07,21776,1
2018-07,10138,1
2018-07,25232,1
2018-07,88860,1
2018-07,84769,1
2018-07,85631,1
2018-07,17144,1
2018-07,10516,1
2018-07,22293,1
2018-07,22509,1
2018-07,89269,1
2018-07,93096,1
2018-07,23712,1
2018-07,85348,1
2018-07,81061,1
2018-07,87184,1
2018-07,35554,1
2018-07,89070,1
2018-07,61621,1
2018-07,13911,1
2018-07,16087,1
2018-07,79103,1
2018-07,38156,1
2018-07,92121,1
2018-07,11404,1
2018-07,13314,1
2018-07,58246,1
2018-07,14295,1
2018-07,40125,1
2018-07,91983,1
2018-07,81774,1
2018-07,23931,1
2018-07,86228,1
2018-07,87137,1
2018-07,14338,1
2018-07,15707,1
2018-07,41080,1
2018-07,26825,1
2018-07,16678,1
2018-07,84381,1
2018-07,60506,1
2018-07,43350,1
2018-07,89014,1
2018-07,37284,1
2018-07,41355,1
2018-07,13688,1
2018-07,64995,1
2018-07,78987,1
2018-07,22517,1
2018-07,91103,1
2018-07,14040,1
2018-07,23660,1
2018-07,15720,1
2018-07,81481,1
2018-07,14776,1
2018-07,34817,1
2018-07,76709,1
2018-07,87432,1
2018-07,90880,1
2018-07,21573,1
2018-07,85914,1
2018-07,23536,1
2018-07,66384,1
2018-07,35044,1
2018-07,10909,1
2018-07,60599,1
2018-07,28484,1
2018-07,82598,1
2018-07,34746,1
2018-07,91152,1
2018-07,22779,1
2018-07,25582,1
2018-07,21207,1
2018-07,52695,1
2018-07,12449,1
2018-07,14889,1
2018-07,44206,1
2018-07,32870,1
2018-07,14714,1
2018-07,82775,1
2018-07,15826,1
2018-07,76605,1
2018-07,84032,1
2018-07,25778,1
2018-07,13628,1
2018-07,13511,1
2018-07,46886,1
2018-07,90808,1
2018-07,76201,1
2018-07,93089,1
2018-07,21020,1
2018-07,89533,1
2018-07,37584,1
2018-07,15069,1
2018-07,85257,1
2018-07,81540,1
2018-07,76226,1
2018-07,88873,1
2018-07,61241,1
2018-07,87056,1
2018-07,85753,1
2018-07,39490,1
2018-07,46578,1
2018-07,61815,1
2018-07,11891,1
2018-07,23026,1
2018-07,77730,1
2018-07,75100,1
2018-07,42906,1
2018-07,11896,1
2018-07,23579,1
2018-07,45911,1
2018-07,90199,1
2018-07,86021,1
2018-07,76639,1
2018-07,25081,1
2018-07,11674,1
2018-07,29946,1
2018-07,89195,1
2018-07,77661,1
2018-07,11786,1
2018-07,11618,1
2018-07,10933,1
2018-07,26710,1
2018-07,12448,1
2018-07,90520,1
2018-07,24010,1
2018-07,75107,1
2018-07,84723,1
2018-07,92614,1
2018-07,83862,1
2018-07,21371,1
2018-07,15859,1
2018-07,82651,1
2018-07,92257,1
2018-07,30681,1
2018-07,52708,1
2018-07,24053,1
2018-07,12062,1
2018-07,92221,1
2018-07,86288,1
2018-07,24985,1
2018-07,52476,1
2018-07,81736,1
2018-07,90601,1
2018-07,85621,1
2018-07,82686,1
2018-07,49015,1
2018-07,21186,1
2018-07,15202,1
2018-07,92402,1
2018-07,84373,1
2018-07,92203,1
2018-07,92322,1
2018-07,80080,1
2018-07,16600,1
2018-07,75034,1
2018-07,11990,1
2018-07,56274,1
2018-07,46674,1
2018-07,52090,1
2018-07,83621,1
2018-07,16267,1
2018-07,79906,1
2018-07,59248,1
2018-07,13379,1
2018-07,77496,1
2018-07,16343,1
2018-07,90312,1
2018-07,13035,1
2018-07,23229,1
2018-07,23393,1
2018-07,57568,1
2018-07,88661,1
2018-07,80320,1
2018-07,15478,1
2018-07,69649,1
2018-07,91849,1
2018-07,77357,1
2018-07,87717,1
2018-07,81655,1
2018-07,89508,1
2018-07,32803,1
2018-07,42877,1
2018-07,38093,1
2018-07,13641,1
2018-07,84761,1
2018-07,85459,1
2018-07,65541,1
2018-07,75607,1
2018-07,87299,1
2018-07,13949,1
2018-07,60986,1
2018-07,93312,1
2018-07,47626,1
2018-07,52978,1
2018-07,42585,1
2018-07,80204,1
2018-07,11403,1
2018-07,44329,1
2018-07,34032,1
2018-07,79698,1
2018-07,77606,1
2018-07,17787,1
2018-07,82307,1
2018-07,85663,1
2018-07,23473,1
2018-07,25320,1
2018-07,21792,1
2018-07,25953,1
2018-07,77462,1
2018-07,14988,1
2018-07,91068,1
2018-07,77037,1
2018-07,36003,1
2018-07,90272,1
2018-07,16595,1
2018-07,12650,1
2018-07,16736,1
2018-07,13936,1
2018-07,93101,1
2018-07,75591,1
2018-07,59010,1
2018-07,76095,1
2018-07,90386,1
2018-07,15703,1
2018-07,14558,1
2018-07,12476,1
2018-07,88949,1
2018-07,84588,1
2018-07,84262,1
2018-07,90248,1
2018-07,14567,1
2018-07,15315,1
2018-07,14939,1
2018-07,93429,1
2018-07,75912,1
2018-07,90925,1
2018-07,11600,1
2018-07,89866,1
2018-07,87541,1
2018-07,79637,1
2018-07,93132,1
2018-07,81677,1
2018-07,91594,1
2018-07,27043,1
2018-07,19166,1
2018-07,40272,1
2018-07,24643,1
2018-07,89217,1
2018-07,80191,1
2018-07,86964,1
2018-07,88664,1
2018-07,12623,1
2018-07,76082,1
2018-07,90829,1
2018-07,14182,1
2018-07,91041,1
2018-07,91547,1
2018-07,16431,1
2018-07,85035,1
2018-07,91063,1
2018-07,32986,1
2018-07,13983,1
2018-07,84129,1
2018-07,44601,1
2018-07,60687,1
2018-07,79785,1
2018-07,62308,1
2018-07,90071,1
2018-07,58819,1
2018-07,89002,1
2018-07,71271,1
2018-07,60206,1
2018-07,90178,1
2018-07,82581,1
2018-07,80286,1
2018-07,38762,1
2018-07,89509,1
2018-07,68196,1
2018-07,88182,1
2018-07,86719,1
2018-07,52230,1
2018-07,91461,1
2018-07,17743,1
2018-07,14984,1
2018-07,17929,1
2018-07,86979,1
2018-07,14231,1
2018-07,83534,1
2018-07,75654,1
2018-07,80539,1
2018-07,79210,1
2018-07,29938,1
2018-07,27991,1
2018-07,84656,1
2018-07,76712,1
2018-07,92778,1
2018-07,76230,1
2018-07,91668,1
2018-07,57817,1
2018-07,42200,1
2018-07,87034,1
2018-07,85593,1
2018-07,71175,1
2018-07,53065,1
2018-07,65402,1
2018-07,76185,1
2018-07,14634,1
2018-07,65307,1
2018-07,13904,1
2018-07,86196,1
2018-07,25419,1
2018-07,17685,1
2018-08,14593,1
2018-08,84788,1
2018-08,10107,1
2018-08,14542,1
2018-08,13407,1
2018-08,47896,1
2018-08,90319,1
2018-08,22111,1
2018-08,11850,1
2018-08,59408,1
2018-08,83443,1
2018-08,55976,1
2018-08,38703,1
2018-08,92611,1
2018-08,92655,1
2018-08,17778,1
2018-08,21936,1
2018-08,66181,1
2018-08,14541,1
2018-08,65875,1
2018-08,59328,1
2018-08,91233,1
2018-08,76076,1
2018-08,18163,1
2018-08,19561,1
2018-08,10104,1
2018-08,11308,1
2018-08,70519,1
2018-08,66093,1
2018-08,22752,1
2018-08,86580,1
2018-08,89525,1
2018-08,26403,1
2018-08,89393,1
2018-08,13856,1
2018-08,13721,1
2018-08,14008,1
2018-08,75510,1
2018-08,12490,1
2018-08,43449,1
2018-08,92602,1
2018-08,20482,1
2018-08,50876,1
2018-08,10145,1
2018-08,90215,1
2018-08,48725,1
2018-08,13901,1
2018-08,15488,1
2018-08,15579,1
2018-08,16851,1
2018-08,57665,1
2018-08,22592,1
2018-08,87055,1
2018-08,19393,1
2018-08,77274,1
2018-08,62092,1
2018-08,77178,1
2018-08,86783,1
2018-08,59176,1
2018-08,21178,1
2018-08,93002,1
2018-08,86868,1
2018-08,61399,1
2018-08,66157,1
2018-08,13928,1
2018-08,87447,1
2018-08,69032,1
2018-08,18542,1
2018-08,24205,1
2018-08,17005,1
2018-08,87267,1
2018-08,77702,1
2018-08,12308,1
2018-08,76841,1
2018-08,15408,1
2018-08,12060,1
2018-08,89179,1
2018-08,75186,1
2018-08,75825,1
2018-08,39642,1
2018-08,40539,1
2018-08,19502,1
2018-08,60442,1
2018-08,11552,1
2018-08,88845,1
2018-08,60628,1
2018-08,44644,1
2018-08,49680,1
2018-08,88352,1
2018-08,62148,1
2018-08,73139,1
2018-08,89006,1
2018-08,34833,1
2018-08,53613,1
2018-08,89626,1
2018-08,17830,1
2018-08,27959,1
2018-08,18729,1
2018-08,12052,1
2018-08,24942,1
2018-08,78975,1
2018-08,91937,1
2018-08,13356,1
2018-08,79678,1
2018-08,49656,1
2018-08,17478,1
2018-08,24766,1
2018-08,90505,1
2018-08,93436,1
2018-08,12369,1
2018-08,88446,1
2018-08,85269,1
2018-08,77668,1
2018-08,77605,1
2018-08,64311,1
2018-08,22103,1
2018-08,90441,1
2018-08,81055,1
2018-08,66800,1
2018-08,76744,1
2018-08,56573,1
2018-08,12622,1
2018-08,64936,1
2018-08,19350,1
2018-08,49154,1
2018-08,48653,1
2018-08,64186,1
2018-08,87842,1
2018-08,86158,1
2018-08,77768,1
2018-08,18411,1
2018-08,85913,1
2018-08,90993,1
2018-08,13788,1
2018-08,70578,1
2018-08,76614,1
2018-08,45751,1
2018-08,36468,1
2018-08,14702,1
2018-08,89258,1
2018-08,91926,1
2018-08,17750,1
2018-08,71563,1
2018-08,27887,1
2018-08,64390,1
2018-08,12558,1
2018-08,27828,1
2018-08,11955,1
2018-08,52038,1
2018-08,12872,1
2018-08,25785,1
2018-08,60871,1
2018-08,28222,1
2018-08,90442,1
2018-08,38156,1
2018-08,91556,1
2018-08,89003,1
2018-08,57904,1
2018-08,24109,1
2018-08,59459,1
2018-08,58683,1
