month,permno,in_sp500_proxy
2020-12,90455,1
2020-12,15272,1
2020-12,14983,1
2020-12,80286,1
2020-12,35554,1
2020-12,18579,1
2020-12,28484,1
2020-12,92322,1
2020-12,34833,1
2020-12,87717,1
2020-12,42200,1
2020-12,84373,1
2020-12,34817,1
2020-12,64995,1
2020-12,27043,1
2020-12,75100,1
2020-12,91041,1
2020-12,82686,1
2020-12,87056,1
2020-12,92257,1
2020-12,17700,1
2020-12,21371,1
2020-12,80191,1
2020-12,76712,1
2020-12,11891,1
2020-12,87337,1
2020-12,81655,1
2020-12,35044,1
2020-12,18452,1
2020-12,14882,1
2020-12,89508,1
2020-12,82651,1
2020-12,15707,1
2020-12,14889,1
2020-12,90520,1
2020-12,79785,1
2020-12,84723,1
2020-12,90178,1
2020-12,90248,1
2020-12,75591,1
2020-12,82515,1
2020-12,91547,1
2020-12,19166,1
2020-12,11533,1
2020-12,92220,1
2020-12,82598,1
2020-12,19605,1
2020-12,75107,1
2020-12,25320,1
2020-12,46674,1
2020-12,18062,1
2020-12,87445,1
2020-12,42877,1
2020-12,61516,1
2020-12,34032,1
2020-12,79698,1
2020-12,75034,1
2020-12,93246,1
2020-12,19654,1
2020-12,10933,1
2020-12,75654,1
2020-12,15859,1
2020-12,23473,1
2020-12,15643,1
2020-12,75912,1
2020-12,17855,1
2020-12,81677,1
2020-12,15315,1
2020-12,16917,1
2020-12,80080,1
2020-12,89195,1
2020-12,85002,1
2020-12,17726,1
2020-12,91103,1
2020-12,88182,1
2020-12,63467,1
2020-12,80563,1
2020-12,15395,1
2020-12,30681,1
2020-12,14558,1
2020-12,42585,1
2020-12,82307,1
2020-12,69649,1
2020-12,87541,1
2020-12,88439,1
2020-12,44601,1
2020-12,18135,1
2020-12,58819,1
2020-12,42906,1
2020-12,52978,1
2020-12,20193,1
2020-12,83597,1
2020-12,89781,1
2020-12,37584,1
2020-12,85459,1
2020-12,24053,1
2020-12,82759,1
2020-12,88281,1
2020-12,29938,1
2020-12,24643,1
2020-12,26710,1
2020-12,88664,1
2020-12,75694,1
2020-12,19455,1
2020-12,18886,1
2020-12,75607,1
2020-12,89533,1
2020-12,18908,1
2020-12,39571,1
2020-12,32986,1
2020-12,12366,1
2020-12,19199,1
2020-12,91668,1
2020-12,17743,1
2020-12,65307,1
2020-12,21792,1
2020-12,78875,1
2020-12,57809,1
2020-12,40272,1
2020-12,14273,1
2020-12,52898,1
2020-12,14596,1
2020-12,54148,1
2020-12,16431,1
2020-12,92239,1
2020-12,21186,1
2020-12,11600,1
2020-12,17787,1
2020-12,52329,1
2020-12,82486,1
2020-12,25419,1
2020-12,84588,1
2020-12,12591,1
2021-01,14593,1
2021-01,10107,1
2021-01,84788,1
2021-01,93436,1
2021-01,13407,1
2021-01,14542,1
2021-01,90319,1
2021-01,22111,1
2021-01,55976,1
2021-01,47896,1
2021-01,92611,1
2021-01,86580,1
2021-01,92655,1
2021-01,18163,1
2021-01,83443,1
2021-01,91233,1
2021-01,26403,1
2021-01,66181,1
2021-01,15488,1
2021-01,59408,1
2021-01,89393,1
2021-01,89525,1
2021-01,65875,1
2021-01,59328,1
2021-01,17778,1
2021-01,75510,1
2021-01,20482,1
2021-01,90215,1
2021-01,11308,1
2021-01,62092,1
2021-01,21936,1
2021-01,50876,1
2021-01,11850,1
2021-01,13856,1
2021-01,76076,1
2021-01,22752,1
2021-01,93002,1
2021-01,13721,1
2021-01,10104,1
2021-01,77178,1
2021-01,57665,1
2021-01,14541,1
2021-01,24205,1
2021-01,91937,1
2021-01,66093,1
2021-01,87055,1
2021-01,43449,1
2021-01,15579,1
2021-01,49680,1
2021-01,14008,1
2021-01,19393,1
2021-01,10145,1
2021-01,48725,1
2021-01,92602,1
2021-01,38703,1
2021-01,61399,1
2021-01,69032,1
2021-01,70519,1
2021-01,12308,1
2021-01,77702,1
2021-01,87447,1
2021-01,19561,1
2021-01,87267,1
2021-01,13447,1
2021-01,61241,1
2021-01,12490,1
2021-01,17830,1
2021-01,18542,1
2021-01,78975,1
2021-01,18576,1
2021-01,17005,1
2021-01,59176,1
2021-01,86868,1
2021-01,75186,1
2021-01,49154,1
2021-01,19350,1
2021-01,21178,1
2021-01,92221,1
2021-01,14702,1
2021-01,88352,1
2021-01,53613,1
2021-01,22592,1
2021-01,73139,1
2021-01,15826,1
2021-01,77274,1
2021-01,18484,1
2021-01,86783,1
2021-01,64186,1
2021-01,89006,1
2021-01,40539,1
2021-01,89003,1
2021-01,13901,1
2021-01,17478,1
2021-01,39642,1
2021-01,89179,1
2021-01,13788,1
2021-01,12369,1
2021-01,44644,1
2021-01,79678,1
2021-01,27959,1
2021-01,48486,1
2021-01,18312,1
2021-01,10696,1
2021-01,18729,1
2021-01,62148,1
2021-01,16595,1
2021-01,89626,1
2021-01,71563,1
2021-01,66157,1
2021-01,36468,1
2021-01,60628,1
2021-01,18411,1
2021-01,90993,1
2021-01,56573,1
2021-01,85631,1
2021-01,60442,1
2021-01,88446,1
2021-01,64311,1
2021-01,76744,1
2021-01,64936,1
2021-01,28222,1
2021-01,70578,1
2021-01,16851,1
2021-01,12060,1
2021-01,45751,1
2021-01,20189,1
2021-01,12622,1
2021-01,60871,1
2021-01,13928,1
2021-01,82642,1
2021-01,76614,1
2021-01,88873,1
2021-01,19788,1
2021-01,87657,1
2021-01,82800,1
2021-01,64390,1
2021-01,77605,1
2021-01,48653,1
2021-01,16140,1
2021-01,48506,1
2021-01,21207,1
2021-01,81055,1
2021-01,24766,1
2021-01,93096,1
2021-01,22103,1
2021-01,11955,1
2021-01,92108,1
2021-01,88031,1
2021-01,17685,1
2021-01,17942,1
2021-01,17750,1
2021-01,19502,1
2021-01,87842,1
2021-01,16932,1
2021-01,46886,1
2021-01,76841,1
2021-01,18726,1
2021-01,12052,1
2021-01,13628,1
2021-01,88860,1
2021-01,91068,1
2021-01,86158,1
2021-01,75828,1
2021-01,77338,1
2021-01,25785,1
2021-01,92203,1
2021-01,15408,1
2021-01,76709,1
2021-01,19794,1
2021-01,14295,1
2021-01,24109,1
2021-01,91556,1
2021-01,27887,1
2021-01,81774,1
2021-01,77357,1
2021-01,86356,1
2021-01,18428,1
2021-01,18940,1
2021-01,15585,1
2021-01,85913,1
2021-01,14231,1
2021-01,86136,1
2021-01,15850,1
2021-01,84769,1
2021-01,87432,1
2021-01,90505,1
2021-01,78987,1
2021-01,52038,1
2021-01,11403,1
2021-01,25582,1
2021-01,90664,1
2021-01,69796,1
2021-01,10138,1
2021-01,17144,1
2021-01,86288,1
2021-01,49656,1
2021-01,18485,1
2021-01,89269,1
2021-01,41080,1
2021-01,59459,1
2021-01,23931,1
2021-01,13911,1
2021-01,41355,1
2021-01,13511,1
2021-01,83111,1
2021-01,23660,1
2021-01,19285,1
2021-01,92402,1
2021-01,16309,1
2021-01,79323,1
2021-01,66800,1
2021-01,76201,1
2021-01,12558,1
2021-01,22509,1
2021-01,16649,1
2021-01,57904,1
2021-01,60506,1
2021-01,61621,1
2021-01,27828,1
2021-01,89070,1
2021-01,89258,1
2021-01,83621,1
2021-01,85348,1
2021-01,79103,1
2021-01,91152,1
2021-01,44206,1
2021-01,43553,1
2021-01,93089,1
2021-01,75825,1
2021-01,88949,1
2021-01,18592,1
2021-01,13356,1
2021-01,14136,1
2021-01,81736,1
2021-01,87337,1
2021-01,84381,1
2021-01,86228,1
2021-01,92614,1
2021-01,57568,1
2021-01,21776,1
2021-01,23712,1
2021-01,22779,1
2021-01,85914,1
2021-01,14338,1
2021-01,12872,1
2021-01,23536,1
2021-01,81061,1
2021-01,19286,1
2021-01,77661,1
2021-01,45911,1
2021-01,10516,1
2021-01,43350,1
2021-01,85621,1
2021-01,22293,1
2021-01,76226,1
2021-01,17341,1
2021-01,13379,1
2021-01,46578,1
2021-01,14939,1
2021-01,16678,1
2021-01,11618,1
2021-01,75241,1
2021-01,85257,1
2021-01,58683,1
2021-01,80320,1
2021-01,80924,1
2021-01,38156,1
2021-01,92121,1
2021-01,76605,1
2021-01,32870,1
2021-01,15291,1
2021-01,12448,1
2021-01,72726,1
2021-01,10909,1
2021-01,14988,1
2021-01,11404,1
2021-01,91926,1
2021-01,16343,1
2021-01,81481,1
2021-01,93132,1
2021-01,13323,1
2021-01,11896,1
2021-01,90880,1
2021-01,14714,1
2021-01,84761,1
2021-01,85269,1
2021-01,52708,1
2021-01,11786,1
2021-01,77037,1
2021-01,13688,1
2021-01,89301,1
2021-01,15546,1
2021-01,16382,1
2021-01,16968,1
2021-01,18911,1
2021-01,90601,1
2021-01,16087,1
2021-01,52090,1
2021-01,14579,1
2021-01,38093,1
2021-01,29946,1
2021-01,11990,1
2021-01,62498,1
2021-01,85753,1
2021-01,15720,1
2021-01,88863,1
2021-01,52476,1
2021-01,16600,1
2021-01,18835,1
2021-01,81540,1
2021-01,22517,1
2021-01,20190,1
2021-01,18734,1
2021-01,23393,1
2021-01,76795,1
2021-01,90454,1
2021-01,76095,1
2021-01,20057,1
2021-01,34746,1
2021-01,90199,1
2021-01,12449,1
2021-01,14983,1
2021-01,15202,1
2021-01,79906,1
2021-01,14776,1
2021-01,52695,1
2021-01,85035,1
2021-01,11674,1
2021-01,13046,1
2021-01,13210,1
2021-01,89508,1
2021-01,24010,1
2021-01,26825,1
2021-01,77730,1
2021-01,12062,1
2021-01,14763,1
2021-01,51369,1
2021-01,21573,1
2021-01,13949,1
2021-01,34833,1
2021-01,58246,1
2021-01,16655,1
2021-01,12650,1
2021-01,87299,1
2021-01,24985,1
2021-01,18909,1
2021-01,80204,1
2021-01,65541,1
2021-01,36003,1
2021-01,25232,1
2021-01,92050,1
2021-01,90178,1
2021-01,44329,1
2021-01,85663,1
2021-01,16692,1
2021-01,13035,1
2021-01,84373,1
2021-01,80191,1
2021-01,66384,1
2021-01,82775,1
2021-01,90808,1
2021-01,14970,1
2021-01,18579,1
2021-01,76185,1
2021-01,35554,1
2021-01,56274,1
2021-01,14641,1
2021-01,25953,1
2021-01,23026,1
2021-01,28484,1
2021-01,15478,1
2021-01,76230,1
2021-01,14182,1
2021-01,80286,1
2021-01,42200,1
2021-01,64995,1
2021-01,79785,1
2021-01,82651,1
2021-01,91849,1
2021-01,82686,1
2021-01,35044,1
2021-01,23229,1
2021-01,76712,1
2021-01,93312,1
2021-01,80563,1
2021-01,90455,1
2021-01,27043,1
2021-01,84723,1
2021-01,15707,1
2021-01,75100,1
2021-01,21371,1
2021-01,75107,1
2021-01,92322,1
2021-01,23819,1
2021-01,18135,1
2021-01,14889,1
2021-01,92257,1
2021-01,75912,1
2021-01,93246,1
2021-01,81655,1
2021-01,87717,1
2021-01,91547,1
2021-01,87056,1
2021-01,15272,1
2021-01,82598,1
2021-01,82779,1
2021-01,18908,1
2021-01,34817,1
2021-01,14882,1
2021-01,90248,1
2021-01,25320,1
2021-01,75654,1
2021-01,91041,1
2021-01,20333,1
2021-01,15859,1
2021-01,90520,1
2021-01,82515,1
2021-01,42877,1
2021-01,34032,1
2021-01,88182,1
2021-01,61516,1
2021-01,14558,1
2021-01,92220,1
2021-01,81677,1
2021-01,19455,1
2021-01,11891,1
2021-01,75591,1
2021-01,19166,1
2021-01,18452,1
2021-01,15643,1
2021-01,19654,1
2021-01,75034,1
2021-01,17700,1
2021-01,69649,1
2021-01,18062,1
2021-01,60599,1
2021-01,79698,1
2021-01,46674,1
2021-01,23473,1
2021-01,42906,1
2021-01,89195,1
2021-01,30681,1
2021-01,80080,1
2021-01,10933,1
2021-01,42585,1
2021-01,88439,1
2021-01,37584,1
2021-01,15315,1
2021-01,87445,1
2021-01,11533,1
2021-01,82307,1
2021-01,82759,1
2021-01,20193,1
2021-01,88281,1
2021-01,52978,1
2021-01,92239,1
2021-01,16917,1
2021-01,87541,1
2021-01,17855,1
2021-01,89781,1
2021-01,75694,1
2021-01,44601,1
2021-01,19605,1
2021-01,91103,1
2021-01,26710,1
2021-01,77300,1
2021-01,14273,1
2021-01,75607,1
2021-01,63467,1
2021-01,24053,1
2021-01,58819,1
2021-01,17726,1
2021-01,20339,1
2021-01,86964,1
2021-01,15395,1
2021-01,40272,1
2021-01,91668,1
2021-01,20447,1
2021-01,78840,1
2021-01,12366,1
2021-01,18886,1
2021-01,11600,1
2021-01,54148,1
2021-01,39571,1
2021-01,85459,1
2021-01,21792,1
2021-01,83597,1
2021-01,25419,1
2021-01,52898,1
2021-01,19199,1
2021-01,82486,1
2021-01,78875,1
2021-01,32986,1
2021-01,18580,1
2021-01,18572,1
2021-01,29938,1
2021-01,92778,1
2021-01,87137,1
2021-01,14596,1
2021-01,17743,1
2021-02,14593,1
2021-02,10107,1
2021-02,84788,1
2021-02,14542,1
2021-02,93436,1
2021-02,13407,1
2021-02,90319,1
2021-02,47896,1
2021-02,22111,1
2021-02,55976,1
2021-02,92611,1
2021-02,91233,1
2021-02,26403,1
2021-02,86580,1
2021-02,83443,1
2021-02,92655,1
2021-02,15488,1
2021-02,18163,1
2021-02,59408,1
2021-02,66181,1
2021-02,59328,1
2021-02,89525,1
2021-02,89393,1
2021-02,17778,1
2021-02,11850,1
2021-02,65875,1
2021-02,75510,1
2021-02,20482,1
2021-02,11308,1
2021-02,90215,1
2021-02,50876,1
2021-02,14541,1
2021-02,93002,1
2021-02,13721,1
2021-02,10104,1
2021-02,76076,1
2021-02,21936,1
2021-02,13856,1
2021-02,62092,1
2021-02,22752,1
2021-02,57665,1
2021-02,15579,1
2021-02,77178,1
2021-02,43449,1
2021-02,66093,1
2021-02,38703,1
2021-02,91937,1
2021-02,87055,1
2021-02,24205,1
2021-02,10145,1
2021-02,69032,1
2021-02,48725,1
2021-02,49680,1
2021-02,70519,1
2021-02,19393,1
2021-02,92602,1
2021-02,14008,1
2021-02,77702,1
2021-02,19561,1
2021-02,12308,1
2021-02,18542,1
2021-02,61399,1
2021-02,87447,1
2021-02,75186,1
2021-02,86868,1
2021-02,19350,1
2021-02,17830,1
2021-02,59176,1
2021-02,14702,1
2021-02,78975,1
2021-02,87267,1
2021-02,13447,1
2021-02,53613,1
2021-02,61241,1
2021-02,12490,1
2021-02,18576,1
2021-02,86783,1
2021-02,21178,1
2021-02,49154,1
2021-02,73139,1
2021-02,15826,1
2021-02,17005,1
2021-02,88352,1
2021-02,89003,1
2021-02,22592,1
2021-02,16595,1
2021-02,92221,1
2021-02,48486,1
2021-02,13901,1
2021-02,18484,1
2021-02,17478,1
2021-02,40539,1
2021-02,10696,1
2021-02,77274,1
2021-02,71563,1
2021-02,66157,1
2021-02,89006,1
2021-02,44644,1
2021-02,89179,1
2021-02,79678,1
2021-02,12369,1
2021-02,64186,1
2021-02,13788,1
2021-02,89626,1
2021-02,60442,1
2021-02,13928,1
2021-02,62148,1
2021-02,39642,1
2021-02,12060,1
2021-02,60628,1
2021-02,27959,1
2021-02,82642,1
2021-02,56573,1
2021-02,18729,1
2021-02,64311,1
2021-02,16140,1
2021-02,88446,1
2021-02,90993,1
2021-02,18312,1
2021-02,14295,1
2021-02,36468,1
2021-02,85631,1
2021-02,18411,1
2021-02,70578,1
2021-02,45751,1
2021-02,12622,1
2021-02,88873,1
2021-02,60871,1
2021-02,28222,1
2021-02,76744,1
2021-02,81055,1
2021-02,82800,1
2021-02,64936,1
2021-02,77605,1
2021-02,87657,1
2021-02,22103,1
2021-02,48506,1
2021-02,87842,1
2021-02,64390,1
2021-02,81774,1
2021-02,48653,1
2021-02,24766,1
2021-02,20189,1
2021-02,85913,1
2021-02,46886,1
2021-02,90505,1
2021-02,76614,1
2021-02,92108,1
2021-02,11955,1
2021-02,12052,1
2021-02,88031,1
2021-02,93096,1
2021-02,25785,1
2021-02,13628,1
2021-02,88860,1
2021-02,15408,1
2021-02,76709,1
2021-02,18428,1
2021-02,16932,1
2021-02,17685,1
2021-02,21207,1
2021-02,17750,1
2021-02,17942,1
2021-02,18485,1
2021-02,18726,1
2021-02,91556,1
2021-02,76841,1
2021-02,19502,1
2021-02,15850,1
2021-02,78987,1
2021-02,52038,1
2021-02,91068,1
2021-02,77338,1
2021-02,11403,1
2021-02,27887,1
2021-02,92203,1
2021-02,86158,1
2021-02,75828,1
2021-02,86356,1
2021-02,90664,1
2021-02,25582,1
2021-02,14231,1
2021-02,66800,1
2021-02,16851,1
2021-02,75825,1
2021-02,84769,1
2021-02,41080,1
2021-02,77357,1
2021-02,87432,1
2021-02,24109,1
2021-02,49656,1
2021-02,41355,1
2021-02,13911,1
2021-02,10138,1
2021-02,59459,1
2021-02,76226,1
2021-02,69796,1
2021-02,13356,1
2021-02,27828,1
2021-02,12872,1
2021-02,19788,1
2021-02,86136,1
2021-02,13511,1
2021-02,16309,1
2021-02,89258,1
2021-02,58683,1
2021-02,14338,1
2021-02,92402,1
2021-02,23660,1
2021-02,89269,1
2021-02,40272,1
2021-02,17144,1
2021-02,18592,1
2021-02,83111,1
2021-02,12558,1
2021-02,15585,1
2021-02,89070,1
2021-02,57904,1
2021-02,61621,1
2021-02,86288,1
2021-02,79323,1
2021-02,16649,1
2021-02,75241,1
2021-02,76201,1
2021-02,22509,1
2021-02,18940,1
2021-02,19285,1
2021-02,10516,1
2021-02,60506,1
2021-02,91152,1
2021-02,23931,1
2021-02,85269,1
2021-02,79103,1
2021-02,85348,1
2021-02,43553,1
2021-02,91926,1
2021-02,14136,1
2021-02,22779,1
2021-02,83621,1
2021-02,19794,1
2021-02,22293,1
2021-02,45911,1
2021-02,92121,1
2021-02,86228,1
2021-02,84381,1
2021-02,12448,1
2021-02,43350,1
2021-02,81736,1
2021-02,15546,1
2021-02,77661,1
2021-02,17341,1
2021-02,57568,1
2021-02,15291,1
2021-02,38156,1
2021-02,19286,1
2021-02,93132,1
2021-02,88949,1
2021-02,44206,1
2021-02,23712,1
2021-02,85257,1
2021-02,81061,1
2021-02,76795,1
2021-02,21776,1
2021-02,93089,1
2021-02,11618,1
2021-02,76605,1
2021-02,14939,1
2021-02,11990,1
2021-02,11786,1
2021-02,85621,1
2021-02,85914,1
2021-02,90880,1
2021-02,80320,1
2021-02,92614,1
2021-02,72726,1
2021-02,23536,1
2021-02,90199,1
2021-02,16382,1
2021-02,16343,1
2021-02,77037,1
2021-02,32870,1
2021-02,11896,1
2021-02,20190,1
2021-02,34833,1
2021-02,14988,1
2021-02,34746,1
2021-02,16678,1
2021-02,18835,1
2021-02,87337,1
2021-02,80924,1
2021-02,14970,1
2021-02,16968,1
2021-02,13379,1
2021-02,38093,1
2021-02,12449,1
2021-02,88863,1
2021-02,81481,1
2021-02,90601,1
2021-02,52708,1
2021-02,46578,1
2021-02,13323,1
2021-02,14776,1
2021-02,14579,1
2021-02,11404,1
2021-02,90808,1
2021-02,14983,1
2021-02,16087,1
2021-02,16655,1
2021-02,29946,1
2021-02,15202,1
2021-02,13949,1
2021-02,85753,1
2021-02,85663,1
2021-02,51369,1
2021-02,14714,1
2021-02,16600,1
2021-02,84761,1
2021-02,10909,1
2021-02,18911,1
2021-02,90454,1
2021-02,80204,1
2021-02,66384,1
2021-02,13210,1
2021-02,52090,1
2021-02,13688,1
2021-02,62498,1
2021-02,81540,1
2021-02,93246,1
2021-02,18734,1
2021-02,15720,1
2021-02,22517,1
2021-02,28484,1
2021-02,13046,1
2021-02,77730,1
2021-02,12062,1
2021-02,35044,1
2021-02,85035,1
2021-02,58246,1
2021-02,52476,1
2021-02,25232,1
2021-02,52695,1
2021-02,64995,1
2021-02,14882,1
2021-02,89508,1
2021-02,35554,1
2021-02,16692,1
2021-02,14763,1
2021-02,23393,1
2021-02,23819,1
2021-02,91041,1
2021-02,12650,1
2021-02,11674,1
2021-02,44329,1
2021-02,65541,1
2021-02,15707,1
2021-02,76185,1
2021-02,11891,1
2021-02,26825,1
2021-02,76230,1
2021-02,76095,1
2021-02,18909,1
2021-02,80286,1
2021-02,21573,1
2021-02,14889,1
2021-02,80191,1
2021-02,92322,1
2021-02,82775,1
2021-02,80563,1
2021-02,34817,1
2021-02,23026,1
2021-02,13035,1
2021-02,20057,1
2021-02,81655,1
2021-02,75034,1
2021-02,18452,1
2021-02,24985,1
2021-02,25953,1
2021-02,76712,1
2021-02,24010,1
2021-02,90178,1
2021-02,79906,1
2021-02,14641,1
2021-02,14182,1
2021-02,92050,1
2021-02,90455,1
2021-02,84723,1
2021-02,93312,1
2021-02,82779,1
2021-02,82651,1
2021-02,91103,1
2021-02,88182,1
2021-02,56274,1
2021-02,79785,1
2021-02,91849,1
2021-02,82686,1
2021-02,36003,1
2021-02,18579,1
2021-02,19455,1
2021-02,27043,1
2021-02,69649,1
2021-02,15478,1
2021-02,75912,1
2021-02,79698,1
2021-02,90520,1
2021-02,23473,1
2021-02,42906,1
2021-02,23229,1
2021-02,87717,1
2021-02,42877,1
2021-02,14558,1
2021-02,18062,1
2021-02,92257,1
2021-02,84373,1
2021-02,89195,1
2021-02,87299,1
2021-02,15272,1
2021-02,18908,1
2021-02,89533,1
2021-02,46674,1
2021-02,21371,1
2021-02,10933,1
2021-02,80080,1
2021-02,75591,1
2021-02,18135,1
2021-02,30681,1
2021-02,75107,1
2021-02,44601,1
2021-02,75654,1
2021-02,87137,1
2021-02,61516,1
2021-02,92778,1
2021-02,88281,1
2021-02,88439,1
2021-02,15859,1
2021-02,42200,1
2021-02,87056,1
2021-02,18886,1
2021-02,75694,1
2021-02,82598,1
2021-02,78840,1
2021-02,92220,1
2021-02,25320,1
2021-02,15315,1
2021-02,87445,1
2021-02,34032,1
2021-02,81677,1
2021-02,19084,1
2021-02,14273,1
2021-02,60599,1
2021-02,82515,1
2021-02,90248,1
2021-02,17855,1
2021-02,21020,1
2021-02,11533,1
2021-02,17700,1
2021-02,37584,1
2021-02,19654,1
2021-02,19166,1
2021-02,63467,1
2021-02,17726,1
2021-02,17787,1
2021-02,52978,1
2021-02,26710,1
2021-02,19605,1
2021-02,82759,1
2021-02,15643,1
2021-02,78875,1
2021-02,90090,1
2021-02,89781,1
2021-02,91547,1
2021-02,87541,1
2021-02,84588,1
2021-02,14596,1
2021-02,17743,1
2021-02,77496,1
2021-02,19199,1
2021-02,42585,1
2021-02,24643,1
2021-02,20447,1
2021-02,24053,1
2021-02,91668,1
2021-02,85459,1
2021-02,13169,1
2021-02,20339,1
2021-02,16917,1
2021-02,52329,1
2021-02,54148,1
2021-02,25419,1
2021-02,89866,1
2021-02,77300,1
2021-02,64282,1
2021-02,86964,1
2021-02,88661,1
2021-02,39571,1
2021-02,13641,1
2021-02,16431,1
2021-02,85792,1
2021-02,10200,1
2021-02,11600,1
2021-02,19818,1
2021-03,14593,1
2021-03,10107,1
2021-03,84788,1
2021-03,13407,1
2021-03,14542,1
2021-03,93436,1
2021-03,90319,1
2021-03,47896,1
2021-03,22111,1
2021-03,55976,1
2021-03,92611,1
2021-03,92655,1
2021-03,91233,1
2021-03,83443,1
2021-03,26403,1
2021-03,59408,1
2021-03,18163,1
2021-03,86580,1
2021-03,66181,1
2021-03,15488,1
2021-03,59328,1
2021-03,89525,1
2021-03,17778,1
2021-03,65875,1
2021-03,11850,1
2021-03,89393,1
2021-03,75510,1
2021-03,11308,1
2021-03,76076,1
2021-03,20482,1
2021-03,10104,1
2021-03,21936,1
2021-03,14541,1
2021-03,13856,1
2021-03,90215,1
2021-03,13721,1
2021-03,93002,1
2021-03,22752,1
2021-03,62092,1
2021-03,50876,1
2021-03,15579,1
2021-03,57665,1
2021-03,43449,1
2021-03,66093,1
2021-03,38703,1
2021-03,91937,1
2021-03,87055,1
2021-03,70519,1
2021-03,10145,1
2021-03,77178,1
2021-03,19561,1
2021-03,48725,1
2021-03,24205,1
2021-03,69032,1
2021-03,14008,1
2021-03,49680,1
2021-03,19393,1
2021-03,92602,1
2021-03,61399,1
2021-03,77702,1
2021-03,18542,1
2021-03,14702,1
2021-03,87447,1
2021-03,75186,1
2021-03,19350,1
2021-03,17830,1
2021-03,12308,1
2021-03,87267,1
2021-03,12490,1
2021-03,59176,1
2021-03,86868,1
2021-03,78975,1
2021-03,21178,1
2021-03,18576,1
2021-03,53613,1
2021-03,49154,1
2021-03,17005,1
2021-03,13447,1
2021-03,86783,1
2021-03,61241,1
2021-03,13901,1
2021-03,22592,1
2021-03,73139,1
2021-03,15826,1
2021-03,89179,1
2021-03,88352,1
2021-03,89003,1
2021-03,17478,1
2021-03,48486,1
2021-03,64186,1
2021-03,66157,1
2021-03,12369,1
2021-03,89006,1
2021-03,77274,1
2021-03,44644,1
2021-03,40539,1
2021-03,10696,1
2021-03,71563,1
2021-03,20682,1
2021-03,18484,1
2021-03,60628,1
2021-03,13788,1
2021-03,60442,1
2021-03,27959,1
2021-03,92221,1
2021-03,89626,1
2021-03,62148,1
2021-03,79678,1
2021-03,13928,1
2021-03,12060,1
2021-03,56573,1
2021-03,39642,1
2021-03,64311,1
2021-03,18729,1
2021-03,82642,1
2021-03,19654,1
2021-03,36468,1
2021-03,18411,1
2021-03,16595,1
2021-03,64936,1
2021-03,12622,1
2021-03,90993,1
2021-03,28222,1
2021-03,45751,1
2021-03,70578,1
2021-03,85631,1
2021-03,88873,1
2021-03,81055,1
2021-03,60871,1
2021-03,64390,1
2021-03,48506,1
2021-03,76744,1
2021-03,77605,1
2021-03,88446,1
2021-03,16140,1
2021-03,11955,1
2021-03,22103,1
2021-03,48653,1
2021-03,24766,1
2021-03,87842,1
2021-03,18312,1
2021-03,82800,1
2021-03,87657,1
2021-03,12052,1
2021-03,92108,1
2021-03,14295,1
2021-03,46886,1
2021-03,76614,1
2021-03,15408,1
2021-03,17942,1
2021-03,93096,1
2021-03,21207,1
2021-03,85913,1
2021-03,88031,1
2021-03,81774,1
2021-03,25785,1
2021-03,18428,1
2021-03,19502,1
2021-03,17750,1
2021-03,90505,1
2021-03,13628,1
2021-03,88860,1
2021-03,91556,1
2021-03,27887,1
2021-03,78987,1
2021-03,75825,1
2021-03,77338,1
2021-03,24109,1
2021-03,76841,1
2021-03,76709,1
2021-03,86356,1
2021-03,25582,1
2021-03,49656,1
2021-03,16851,1
2021-03,86158,1
2021-03,19788,1
2021-03,41355,1
2021-03,52038,1
2021-03,86136,1
2021-03,91068,1
2021-03,66800,1
2021-03,27828,1
2021-03,84769,1
2021-03,18485,1
2021-03,17685,1
2021-03,10138,1
2021-03,69796,1
2021-03,87432,1
2021-03,75828,1
2021-03,92203,1
2021-03,41080,1
2021-03,11403,1
2021-03,59459,1
2021-03,77357,1
2021-03,12558,1
2021-03,20189,1
2021-03,16932,1
2021-03,17144,1
2021-03,89269,1
2021-03,15850,1
2021-03,13911,1
2021-03,19285,1
2021-03,58683,1
2021-03,89258,1
2021-03,14231,1
2021-03,23660,1
2021-03,23931,1
2021-03,18726,1
2021-03,13356,1
2021-03,22509,1
2021-03,79103,1
2021-03,61621,1
2021-03,57904,1
2021-03,12872,1
2021-03,79323,1
2021-03,90664,1
2021-03,40272,1
2021-03,92402,1
2021-03,18592,1
2021-03,75241,1
2021-03,83111,1
2021-03,14338,1
2021-03,22293,1
2021-03,89070,1
2021-03,85348,1
2021-03,86288,1
2021-03,77661,1
2021-03,60506,1
2021-03,91152,1
2021-03,43350,1
2021-03,20648,1
2021-03,10516,1
2021-03,22779,1
2021-03,86228,1
2021-03,13511,1
2021-03,43553,1
2021-03,81061,1
2021-03,76605,1
2021-03,84381,1
2021-03,91926,1
2021-03,76201,1
2021-03,23712,1
2021-03,45911,1
2021-03,21776,1
2021-03,18940,1
2021-03,93132,1
2021-03,44206,1
2021-03,83621,1
2021-03,72726,1
2021-03,23536,1
2021-03,85257,1
2021-03,19286,1
2021-03,12448,1
2021-03,85269,1
2021-03,92121,1
2021-03,11618,1
2021-03,38156,1
2021-03,85914,1
2021-03,93089,1
2021-03,81736,1
2021-03,11990,1
2021-03,16309,1
2021-03,77037,1
2021-03,19794,1
2021-03,57568,1
