gvkey,gsector,ggroup,gind,gsubind
017202,20,2010,201060,20106010
017203,35,3510,351020,35102010
017204,,,,
017206,,,,
017208,40,4010,401010,40101015
017209,45,4520,452010,45201020
017210,,,,
017212,,,,
017213,25,2520,252030,25203010
017214,,,,
017216,,,,
017217,45,4520,452010,45201020
017221,50,5010,501010,50101010
017222,40,4010,401010,40101015
017224,50,5020,502030,50203010
017225,20,2010,201050,20105010
017227,40,4010,401010,40101010
017228,10,1010,101020,10102020
017229,40,4010,401010,40101010
017230,,,,
017231,40,4010,401010,40101010
017232,35,3510,351010,35101010
017233,40,4010,401010,40101015
017235,45,4510,451030,45103010
017237,40,4010,401020,40102010
017238,45,4520,452020,45202020
017239,35,3510,351020,35102020
017240,40,4010,401010,40101015
017241,40,4010,401010,40101010
017242,40,4010,401010,40101010
017243,40,4030,403010,40301050
017245,40,4010,401010,40101015
017246,40,4010,401010,40101010
017248,40,4010,401010,40101015
017249,40,4030,403010,40301040
017250,40,4010,401010,40101010
017251,40,4010,401010,40101010
017252,40,4030,403010,40301040
017253,40,4030,403010,40301020
017254,40,4030,403010,40301020
017255,40,4010,401010,40101015
017256,40,4010,401010,40101015
017257,40,4010,401010,40101010
017258,,,,
017259,,,,
017261,25,2530,253010,25301030
017262,40,4030,403010,40301020
017265,,,,
017266,35,3510,351020,35102030
017268,40,4010,401010,40101010
017269,40,4010,401010,40101015
017270,40,4010,401010,40101010
017272,40,4010,401010,40101010
017273,40,4040,404010,40401010
017277,20,2020,202020,20202020
017280,,,,
017282,,,,
017283,10,1010,101020,10102020
017284,25,2550,255040,25504020
017285,30,3020,302010,30201020
017286,25,2550,255020,25502020
017287,15,1510,151040,15104040
017289,,,,
017291,25,2550,255040,25504050
017306,40,4020,402010,40201050
017307,,,,
017314,40,4010,401010,40101010
017315,15,1510,151040,15104020
017316,40,4010,401010,40101010
017317,40,4010,401010,40101010
017318,40,4010,401010,40101015
017319,40,4030,403010,40301040
017320,40,4010,401010,40101010
017322,40,4010,401010,40101010
017324,40,4010,401010,40101010
017325,50,5020,502030,50203010
017326,25,2520,252020,25202010
017330,,,,
017332,25,2550,255040,25504040
017333,20,2020,202010,20201070
017334,30,3030,303020,30302010
017336,,,,
017337,40,4030,403010,40301020
017338,,,,
017339,,,,
017340,,,,
017341,55,5510,551040,55104010
017346,40,4020,402010,40201030
017348,40,4010,401010,40101010
017349,45,4510,451030,45103010
017350,35,3520,352020,35202010
017353,35,3520,352030,35203010
017360,,,,
017361,40,4010,401010,40101010
017362,,,,
017366,45,4510,451030,45103010
017367,40,4010,401010,40101015
017373,25,2520,252030,25203010
017375,35,3510,351030,35103010
017376,45,4510,451030,45103010
017379,,,,
017380,60,6010,601030,60103010
017382,,,,
017383,,,,
017384,15,1510,151040,15104030
017386,45,4530,453010,45301020
017388,40,4010,401010,40101015
017391,,,,
017392,50,5020,502030,50203010
017396,45,4520,452030,45203015
017400,35,3520,352020,35202010
017401,20,2030,203030,20303010
017402,,,,
017404,30,3020,302020,30202030
017405,45,4520,452030,45203010
017408,10,1010,101020,10102040
017409,40,4010,401010,40101010
017411,,,,
017418,20,2010,201060,20106020
017419,40,4020,402030,40203020
017420,20,2010,201060,20106020
017422,30,3020,302020,30202030
017423,,,,
017430,10,1010,101020,10102020
017431,15,1510,151040,15104040
017433,40,4010,401010,40101010
017435,,,,
017436,15,1510,151010,15101020
017437,,,,
017438,40,4010,401010,40101015
017439,,,,
017440,45,4520,452030,45203010
017443,40,4010,401010,40101010
017446,45,4510,451030,45103010
017449,10,1010,101020,10102020
017450,,,,
017451,40,4010,401010,40101015
017452,30,3020,302020,30202030
017454,10,1010,101020,10102040
017457,30,3020,302020,30202030
017458,40,4020,402010,40201030
017461,40,4010,401010,40101015
017462,,,,
017464,60,6010,601010,60101060
039958,,,,
017465,30,3020,302020,30202030
017467,40,4010,401010,40101015
017479,,,,
017482,,,,
017485,35,3510,351030,35103010
017486,,,,
017487,15,1510,151040,15104030
017489,,,,
017491,35,3510,351010,35101010
017493,35,3520,352010,35201010
017494,30,3020,302020,30202030
017496,40,4010,401010,40101010
017497,35,3520,352020,35202010
017498,35,3520,352010,35201010
017500,35,3520,352020,35202010
017501,30,3020,302010,30201020
017505,45,4510,451030,45103020
039959,35,3520,352010,35201010
017506,,,,
017507,,,,
017510,15,1510,151040,15104040
017511,30,3030,303020,30302010
017512,15,1510,151040,15104030
017514,10,1010,101020,10102020
017515,45,4520,452030,45203010
017521,25,2550,255010,25501010
017522,20,2020,202010,20201050
017525,55,5510,551010,55101010
017526,15,1510,151040,15104040
017528,45,4520,452010,45201020
017529,15,1510,151020,15102010
017530,25,2540,254010,25401020
017534,40,4010,401010,40101015
017535,15,1510,151040,15104020
017537,25,2540,254010,25401030
017539,,,,
017540,45,4510,451030,45103010
017541,,,,
017542,45,4510,451020,45102010
017544,15,1510,151020,15102010
017548,,,,
017549,45,4510,451030,45103010
017550,45,4510,451020,45102020
017553,45,4510,451030,45103010
017554,,,,
017555,,,,
017556,60,6010,601020,60102020
017560,45,4510,451030,45103010
017565,30,3020,302020,30202030
017566,,,,
017567,35,3520,352020,35202010
017568,15,1510,151010,15101030
017572,45,4510,451030,45103010
017576,,,,
017580,,,,
017581,45,4510,451030,45103010
017582,,,,
017583,40,4010,401010,40101010
017584,,,,
017585,,,,
017586,40,4010,401010,40101015
017589,,,,
017590,,,,
017592,,,,
017594,40,4010,401010,40101015
017597,10,1010,101020,10102020
017601,40,4010,401010,40101010
017602,40,4010,401010,40101015
017604,,,,
017605,,,,
017606,,,,
017607,,,,
017609,,,,
017611,15,1510,151010,15101010
017612,35,3510,351010,35101020
017614,,,,
017615,,,,
017616,20,2010,201020,20102010
017617,,,,
017618,,,,
017619,,,,
017620,,,,
017621,,,,
017623,30,3020,302020,30202030
017625,,,,
017626,60,6010,601010,60101010
017628,10,1010,101020,10102030
017633,45,4510,451020,45102030
017634,15,1510,151040,15104030
017635,40,4010,401010,40101015
017636,,,,
017637,40,4010,401010,40101010
017639,60,6010,601060,60106020
017640,40,4010,401010,40101015
017641,40,4010,401010,40101015
017643,40,4010,401010,40101010
017650,40,4010,401010,40101015
017651,35,3520,352010,35201010
017653,35,3520,352010,35201010
017654,40,4010,401010,40101015
017658,40,4010,401010,40101015
017659,40,4010,401010,40101015
017660,,,,
017661,,,,
017662,,,,
017663,,,,
017665,45,4510,451020,45102010
017667,,,,
017672,,,,
017673,50,5020,502030,50203010
017678,40,4010,401010,40101015
017680,40,4010,401010,40101010
017681,,,,
017682,,,,
017683,,,,
017686,35,3510,351020,35102030
017687,50,5020,502010,50201020
017688,35,3520,352010,35201010
017689,25,2520,252010,25201030
017692,45,4510,451030,45103020
017693,45,4510,451010,45101010
017694,40,4010,401010,40101015
017695,45,4510,451030,45103020
017696,40,4010,401010,40101015
017697,,,,
017699,25,2550,255040,25504050
017700,40,4010,401010,40101015
017701,25,2530,253010,25301020
017702,,,,
017704,,,,
017707,40,4010,401010,40101015
017708,15,1510,151040,15104030
017709,40,4010,401010,40101015
017713,20,2010,201020,20102010
017715,40,4010,401010,40101015
017716,35,3520,352010,35201010
017717,40,4020,402030,40203010
017720,60,6010,601040,60104010
017723,50,5010,501020,50102010
017724,40,4010,401010,40101015
017726,15,1510,151040,15104020
017727,35,3510,351010,35101010
017737,,,,
017744,10,1010,101020,10102020
017745,20,2020,202020,20202020
017746,25,2550,255040,25504040
017748,,,,
017749,,,,
017750,,,,
017752,50,5020,502030,50203010
017753,40,4010,401010,40101010
017754,45,4510,451030,45103010
017757,55,5510,551010,55101010
017759,,,,
017760,,,,
017761,40,4040,404010,40401010
017762,40,4010,401010,40101015
017763,35,3510,351020,35102020
017764,35,3520,352020,35202010
017765,25,2550,255030,25503020
017766,25,2550,255010,25501010
017767,40,4020,402010,40201040
017768,,,,
017769,40,4020,402010,40201040
017770,,,,
017777,,,,
017778,,,,
017779,,,,
017780,40,4010,401010,40101015
017781,,,,
017782,,,,
017783,15,1510,151040,15104020
017786,40,4040,404030,40403020
017787,,,,
017788,,,,
017789,40,4010,401010,40101015
017790,,,,
017791,,,,
017794,15,1510,151040,15104020
017795,40,4010,401010,40101015
017803,45,4510,451030,45103010
017805,40,4010,401010,40101010
017807,25,2550,255040,25504010
017808,35,3520,352010,35201010
017810,45,4510,451030,45103010
017811,45,4510,451030,45103010
017812,20,2010,201070,20107010
017814,40,4010,401010,40101010
017815,40,4010,401010,40101015
017816,,,,
017820,45,4510,451010,45101010
017821,40,4020,402030,40203020
017822,,,,
017823,15,1510,151040,15104030
017826,10,1010,101020,10102050
017827,20,2020,202010,20201010
017828,25,2510,251020,25102010
017830,60,6020,602010,60201010
017835,15,1510,151030,15103020
017836,40,4010,401010,40101010
017837,,,,
017838,45,4510,451010,45101010
017839,,,,
017840,,,,
017845,20,2010,201060,20106020
017848,40,4010,401010,40101015
017851,15,1510,151040,15104030
017853,60,6010,601010,60101020
017861,40,4010,401020,40102010
017863,40,4010,401010,40101010
017866,40,4020,402030,40203010
017867,10,1010,101020,10102050
017870,,,,
017872,,,,
017873,60,6010,601010,60101010
017874,50,5010,501020,50102010
017875,40,4010,401010,40101015
017877,40,4010,401010,40101015
017878,40,4020,402040,40204010
017879,45,4510,451020,45102010
017886,,,,
017890,15,1510,151010,15101050
017895,40,4010,401010,40101010
017896,40,4020,402030,40203010
017897,40,4020,402010,40201060
017898,10,1010,101020,10102020
017899,10,1010,101020,10102020
017905,,,,
017908,40,4010,401010,40101015
017909,,,,
017910,35,3520,352010,35201010
017911,25,2550,255040,25504010
017912,60,6010,601010,60101060
017913,,,,
017914,15,1510,151040,15104020
017917,45,4520,452020,45202030
017918,35,3510,351020,35102030
017919,40,4010,401010,40101015
017920,10,1010,101020,10102050
017922,10,1010,101020,10102020
017924,40,4020,402010,40201030
017926,,,,
017927,,,,
017928,35,3520,352030,35203010
017931,35,3520,352010,35201010
017932,50,5010,501010,50101010
017933,10,1010,101020,10102040
017934,30,3010,301010,30101030
017941,10,1010,101020,10102040
017942,40,4020,402010,40201020
017946,30,3010,301010,30101030
017947,15,1510,151040,15104030
017949,20,2030,203040,20304020
017950,25,2520,252030,25203020
017951,40,4010,401010,40101010
017952,,,,
017953,,,,
017956,10,1010,101010,10101020
017961,50,5010,501010,50101020
017962,10,1010,101010,10101020
017963,25,2550,255040,25504040
017964,15,1510,151040,15104030
017965,15,1510,151050,15105010
017966,,,,
017967,15,1510,151040,15104050
017968,,,,
017969,,,,
017970,,,,
017971,40,4010,401010,40101010
017974,20,2010,201010,20101010
017982,40,4020,402030,40203010
017985,25,2530,253020,25302010
017987,40,4010,401020,40102010
017990,,,,
017994,45,4510,451010,45101010
017995,,,,
017996,,,,
017997,15,1510,151040,15104010
017998,35,3520,352010,35201010
017999,30,3020,302020,30202030
018000,10,1010,101020,10102020
018003,20,2010,201020,20102010
018004,25,2520,252010,25201030
018005,40,4040,404020,40402010
018006,,,,
018007,20,2020,202010,20201050
018008,40,4010,401010,40101015
018009,35,3520,352030,35203010
018012,40,4030,403010,40301020
018016,,,,
018017,10,1010,101020,10102050
018018,,,,
018019,15,1510,151040,15104040
018020,20,2010,201060,20106020
018021,,,,
018023,40,4010,401010,40101010
018024,45,4520,452040,45204010
018025,25,2520,252010,25201050
018026,40,4020,402030,40203040
018027,25,2540,254010,25401010
018030,,,,
018031,,,,
018033,60,6020,602010,60201030
018035,40,4010,401010,40101015
018036,45,4520,452010,45201020
018037,40,4010,401010,40101015
018038,,,,
018039,,,,
018040,40,4010,401010,40101015
018041,,,,
018043,50,5020,502010,50201040
018044,40,4010,401010,40101015
018046,,,,
018047,25,2530,253010,25301040
018048,45,4510,451030,45103020
018049,40,4010,401010,40101015
018050,45,4510,451020,45102010
018051,40,4010,401010,40101015
018058,40,4010,401010,40101010
018061,20,2010,201030,20103010
018062,20,2030,203030,20303010
018066,45,4510,451030,45103010
018067,,,,
018068,,,,
018069,40,4040,404010,40401010
018070,30,3030,303020,30302010
018071,60,6010,601025,60102510
018072,35,3520,352010,35201010
018073,40,4020,402040,40204010
018074,20,2010,201030,20103010
018075,20,2030,203020,20302010
018076,35,3520,352010,35201010
018080,45,4510,451030,45103010
018082,55,5510,551050,55105020
018086,35,3520,352020,35202010
018087,45,4510,451030,45103010
018088,15,1510,151040,15104020
018091,30,3020,302030,30203010
018094,40,4010,401010,40101015
018095,,,,
018096,,,,
018097,,,,
018100,35,3510,351010,35101010
018102,,,,
018103,60,6010,601010,60101070
018104,40,4040,404020,40402060
018107,45,4520,452010,45201020
018108,45,4510,451030,45103020
018109,10,1010,101020,10102020
018110,40,4010,401010,40101015
018111,,,,
018112,,,,
018114,20,2010,201020,20102010
018115,35,3520,352010,35201010
018117,10,1010,101020,10102020
018119,,,,
018121,35,3510,351010,35101020
018122,45,4510,451010,45101010
018142,40,4010,401010,40101015
018143,,,,
018144,20,2010,201070,20107010
018145,60,6010,601050,60105010
018147,,,,
018149,,,,
018150,25,2530,253010,25301040
018151,40,4030,403010,40301040
018152,40,4030,403010,40301020
018153,25,2540,254010,25401025
018159,35,3520,352010,35201010
018160,15,1510,151020,15102010
018161,35,3520,352010,35201010
018162,35,3520,352020,35202010
018163,45,4520,452030,45203010
018164,25,2550,255040,25504040
018166,10,1010,101020,10102030
018167,25,2530,253020,25302010
018169,20,2010,201070,20107010
018171,25,2520,252010,25201030
018172,35,3520,352020,35202010
018173,35,3520,352020,35202010
018175,30,3010,301010,30101020
018177,45,4510,451010,45101010
018179,10,1010,101020,10102040
018180,35,3520,352020,35202010
018181,40,4010,401010,40101015
018182,40,4010,401010,40101015
018183,40,4010,401010,40101015
018184,40,4030,403010,40301030
018185,,,,
018186,,,,
018187,,,,
018195,40,4010,401010,40101015
018203,,,,
018204,35,3520,352020,35202010
018205,40,4030,403010,40301020
018206,45,4510,451030,45103010
018207,,,,
018208,,,,
018209,,,,
018210,,,,
018213,25,2530,253010,25301040
018220,,,,
018221,40,4030,403010,40301020
018226,35,3520,352020,35202010
018227,25,2520,252010,25201030
018228,,,,
018229,,,,
018230,20,2020,202020,20202020
018231,30,3020,302010,30201030
018233,25,2510,251010,25101010
018234,40,4010,401010,40101015
018235,10,1010,101010,10101020
018237,35,3520,352020,35202010
018238,40,4010,401010,40101010
018240,20,2010,201030,20103010
018241,40,4010,401010,40101015
018242,,,,
018243,,,,
018244,,,,
018245,,,,
018246,40,4020,402030,40203020
018247,40,4010,401010,40101015
018248,,,,
018251,40,4010,401010,40101010
018252,,,,
018253,40,4020,402030,40203010
018256,,,,
018257,,,,
018260,,,,
018261,40,4020,402040,40204010
018263,,,,
018264,40,4010,401010,40101015
018266,45,4510,451030,45103010
018270,15,1510,151010,15101030
018271,45,4510,451010,45101010
018275,40,4010,401010,40101015
018276,40,4010,401010,40101015
018277,40,4010,401010,40101015
018284,40,4010,401010,40101010
018287,40,4010,401020,40102010
018288,40,4040,404030,40403020
018289,10,1010,101020,10102040
018290,20,2020,202010,20201010
018291,45,4520,452030,45203010
018292,30,3020,302030,30203010
018293,55,5510,551050,55105020
018295,20,2010,201070,20107010
018296,60,6010,601070,60107010
018297,45,4510,451030,45103020
018298,,,,
018301,40,4010,401010,40101015
018303,40,4010,401010,40101010
018304,,,,
018306,40,4020,402020,40202010
018307,40,4010,401010,40101015
018308,,,,
018309,,,,
018310,,,,
018312,30,3010,301010,30101020
018314,60,6020,602010,60201040
018315,35,3520,352010,35201010
018317,25,2550,255020,25502020
018319,20,2020,202020,20202020
018320,25,2510,251010,25101010
018321,15,1510,151010,15101010
018322,45,4510,451010,45101010
018323,40,4020,402030,40203010
018325,,,,
018326,25,2530,253010,25301010
018327,40,4010,401010,40101010
018329,40,4010,401010,40101015
018330,15,1510,151040,15104020
018331,40,4010,401010,40101010
018332,40,4010,401010,40101015
018335,40,4020,402010,40201020
018338,25,2530,253010,25301040
018339,25,2530,253010,25301030
018342,40,4020,402010,40201040
018346,45,4530,453010,45301020
018350,35,3520,352020,35202010
018351,15,1510,151040,15104030
018352,20,2010,201040,20104020
018357,,,,
018358,40,4010,401010,40101015
018359,,,,
018360,40,4010,401010,40101010
018361,40,4010,401010,40101015
018364,25,2540,254010,25401020
018365,45,4510,451020,45102030
018366,35,3510,351020,35102010
018367,45,4510,451030,45103010
018368,40,4010,401010,40101010
018369,15,1510,151050,15105010
018370,,,,
018373,,,,
018374,,,,
018375,15,1510,151050,15105020
018378,15,1510,151050,15105020
018383,60,6010,601070,60107010
018385,40,4010,401010,40101015
018386,50,5010,501010,50101010
018387,35,3510,351020,35102015
018388,20,2020,202010,20201080
018390,40,4010,401010,40101015
018391,15,1510,151040,15104020
018392,40,4010,401010,40101015
018394,,,,
018395,25,2530,253020,25302010
018397,30,3020,302010,30201030
018398,30,3020,302010,30201020
018399,,,,
018401,40,4010,401010,40101015
018406,15,1510,151040,15104040
018407,40,4010,401010,40101015
018408,25,2520,252010,25201030
018418,,,,
018423,40,4010,401010,40101015
018424,35,3520,352020,35202010
018425,25,2530,253010,25301020
018427,10,1010,101020,10102040
018428,,,,
018429,35,3520,352020,35202010
018430,35,3520,352010,35201010
018431,10,1010,101020,10102040
018432,35,3510,351020,35102015
018434,40,4020,402010,40201020
018435,,,,
018436,,,,
018438,25,2540,254010,25401030
018439,40,4010,401010,40101015
018441,40,4030,403010,40301050
018442,40,4010,401010,40101015
018443,10,1010,101020,10102020
018457,40,4010,401010,40101010
018461,15,1510,151040,15104030
018465,10,1010,101020,10102020
018466,25,2510,251020,25102010
018467,45,4510,451020,45102010
018468,10,1010,101020,10102040
018469,35,3520,352010,35201010
018474,25,2510,251010,25101010
018475,,,,
018476,,,,
018479,20,2010,201060,20106020
018480,25,2520,252020,25202020
018481,35,3510,351020,35102020
018482,50,5010,501010,50101020
018483,20,2010,201030,20103010
018484,45,4510,451010,45101010
018485,,,,
018486,,,,
018487,45,4510,451030,45103020
018490,35,3510,351010,35101010
018492,20,2010,201070,20107010
018493,30,3020,302020,30202030
018494,60,6010,601060,60106010
018496,,,,
018497,35,3510,351030,35103010
018498,25,2550,255040,25504050
018500,,,,
018504,40,4010,401010,40101015
018508,,,,
018509,20,2010,201040,20104010
018510,35,3520,352010,35201010
018513,55,5510,551050,55105020
018515,40,4010,401010,40101010
018522,,,,
018523,,,,
018524,40,4010,401010,40101015
018525,,,,
018526,55,5510,551020,55102010
018527,,,,
018528,,,,
018532,40,4010,401010,40101010
018533,40,4010,401010,40101015
018534,50,5020,502010,50201010
018535,35,3520,352010,35201010
018536,35,3520,352020,35202010
018537,,,,
018538,25,2520,252030,25203010
018540,,,,
018541,,,,
018542,,,,
018543,,,,
018544,,,,
018545,20,2030,203040,20304020
018547,,,,
018549,45,4520,452010,45201020
018553,50,5010,501020,50102010
018555,15,1510,151040,15104050
018556,25,2530,253020,25302010
018560,25,2540,254010,25401020
018561,45,4510,451030,45103010
018562,35,3520,352010,35201010
018563,25,2510,251010,25101010
018564,45,4520,452010,45201020
018565,50,5010,501020,50102010
018566,35,3520,352010,35201010
018569,40,4020,402030,40203010
018570,15,1510,151040,15104030
018571,45,4510,451010,45101010
018572,35,3520,352010,35201010
018573,60,6010,601010,60101080
018574,40,4020,402020,40202010
018575,,,,
018576,20,2010,201040,20104010
018584,45,4510,451010,45101010
018585,35,3520,352020,35202010
018586,40,4010,401010,40101010
018587,,,,
018588,40,4020,402010,40201020
018592,20,2010,201040,20104010
018593,45,4530,453010,45301020
018597,30,3020,302020,30202030
018599,40,4010,401010,40101010
018600,10,1010,101020,10102050
018602,,,,
018603,,,,
018608,20,2010,201020,20102010
018609,35,3520,352010,35201010
018613,35,3520,352010,35201010
018614,15,1510,151040,15104030
018615,10,1010,101010,10101010
018616,20,2020,202020,20202020
018617,10,1010,101010,10101020
018619,40,4010,401010,40101015
018620,,,,
018621,,,,
018623,45,4520,452020,45202030
018624,35,3510,351020,35102015
018625,35,3510,351010,35101010
018626,45,4510,451020,45102010
018627,40,4030,403010,40301040
018628,40,4010,401010,40101010
018629,25,2520,252010,25201030
018630,45,4510,451030,45103010
018632,45,4510,451030,45103010
018635,40,4030,403010,40301020
018636,30,3020,302010,30201020
018638,35,3520,352010,35201010
018640,25,2550,255040,25504040
018642,,,,
018644,40,4010,401010,40101015
018645,,,,
018646,45,4510,451030,45103010
018647,,,,
018651,40,4010,401010,40101010
018654,20,2010,201060,20106020
018655,35,3520,352020,35202010
018656,,,,
018658,35,3520,352010,35201010
018659,40,4040,404030,40403030
018660,10,1010,101020,10102020
018666,35,3510,351010,35101010
018668,35,3510,351020,35102015
018670,,,,
018671,,,,
018672,15,1510,151040,15104050
018675,25,2550,255040,25504010
018677,55,5510,551050,55105020
018678,30,3020,302020,30202030
018679,45,4530,453010,45301010
018680,50,5010,501010,50101020
018683,20,2020,202020,20202020
018684,35,3510,351010,35101010
018685,35,3520,352020,35202010
018689,35,3510,351030,35103010
018691,10,1010,101020,10102020
018692,20,2010,201030,20103010
018693,40,4010,401010,40101010
018694,50,5010,501020,50102010
018695,40,4010,401010,40101015
018696,45,4510,451030,45103020
018697,40,4020,402010,40201010
018699,45,4510,451030,45103010
018700,60,6010,601070,60107010
018701,25,2520,252030,25203010
018702,,,,
018703,45,4510,451010,45101010
018704,40,4010,401010,40101010
018705,10,1010,101020,10102040
018708,15,1510,151040,15104020
018709,20,2010,201030,20103010
018712,45,4520,452010,45201020
018715,30,3030,303020,30302010
018720,45,4510,451020,45102030
018724,15,1510,151040,15104020
018726,40,4010,401010,40101010
018729,30,3020,302010,30201010
018731,,,,
018732,40,4010,401010,40101015
018733,,,,
018734,30,3030,303020,30302010
018735,40,4010,401010,40101010
018738,40,4020,402030,40203020
018739,45,4510,451030,45103010
018743,,,,
018744,,,,
018745,40,4020,402010,40201050
018746,40,4010,401020,40102010
018747,,,,
018748,20,2010,201060,20106020
018749,35,3520,352020,35202010
018750,50,5020,502010,50201010
018756,10,1010,101020,10102020
018757,40,4010,401010,40101010
018758,35,3510,351020,35102020
018760,40,4010,401010,40101010
018763,,,,
018764,60,6010,601020,60102010
018765,20,2020,202020,20202020
018766,25,2530,253010,25301010
018767,,,,
018769,40,4010,401010,40101010
018774,10,1010,101020,10102040
018775,30,3010,301010,30101030
018776,,,,
018777,,,,
018778,,,,
018779,40,4020,402030,40203010
018783,20,2010,201050,20105010
018786,10,1010,101020,10102020
018788,40,4010,401020,40102010
018789,,,,
018790,,,,
018791,35,3510,351020,35102020
018792,60,6010,601080,60108010
018793,10,1010,101020,10102050
018797,40,4030,403010,40301020
018799,20,2010,201040,20104020
018800,20,2010,201060,20106010
018801,20,2020,202010,20201040
018802,20,2010,201070,20107010
018805,55,5510,551050,55105010
018807,25,2530,253010,25301010
018810,25,2550,255010,25501010
018811,15,1510,151010,15101010
018813,10,1010,101020,10102040
018817,,,,
018818,,,,
018819,,,,
018820,25,2520,252010,25201020
018821,,,,
018823,40,4020,402010,40201020
018826,40,4030,403010,40301040
018829,,,,
018833,25,2550,255040,25504020
018835,40,4010,401010,40101010
018838,45,4510,451030,45103020
018839,25,2530,253010,25301040
018840,30,3020,302020,30202010
018841,35,3510,351020,35102020
018842,25,2550,255040,25504040
018843,40,4010,401010,40101015
018844,20,2010,201060,20106020
018846,,,,
018850,60,6010,601010,60101010
018854,40,4010,401010,40101015
018855,40,4010,401010,40101015
018860,30,3010,301010,30101030
018861,,,,
018862,,,,
018863,40,4010,401010,40101015
018864,40,4010,401010,40101015
018865,40,4040,404020,40402050
018866,10,1010,101020,10102040
018868,15,1510,151010,15101010
018869,45,4510,451020,45102030
018870,45,4530,453010,45301020
018871,25,2550,255020,25502020
018872,50,5020,502030,50203010
018874,35,3510,351020,35102010
018875,60,6020,602010,60201040
018876,20,2010,201060,20106020
018878,35,3520,352010,35201010
018879,45,4510,451030,45103020
018883,45,4510,451030,45103010
018885,50,5010,501010,50101020
018886,,,,
018888,35,3520,352020,35202010
018890,,,,
018891,40,4010,401010,40101010
018892,50,5020,502030,50203010
018893,,,,
018894,40,4030,403010,40301050
018896,40,4010,401010,40101015
018899,35,3510,351010,35101010
018900,25,2550,255020,25502020
018901,,,,
018902,,,,
018903,,,,
018904,,,,
018906,25,2540,254010,25401020
018907,,,,
018908,45,4510,451030,45103010
018909,15,1510,151040,15104020
018912,40,4010,401010,40101015
018913,60,6010,601020,60102010
018914,40,4010,401010,40101010
018916,20,2010,201040,20104010
018918,20,2020,202010,20201050
018925,35,3520,352010,35201010
018926,10,1010,101020,10102040
018928,40,4010,401010,40101015
018929,35,3520,352010,35201010
018930,35,3520,352010,35201010
018931,25,2510,251020,25102010
018934,35,3510,351020,35102010
018936,35,3520,352010,35201010
018937,35,3510,351010,35101010
018938,35,3520,352010,35201010
018939,,,,
018941,,,,
018946,40,4010,401010,40101015
018947,35,3520,352010,35201010
018948,40,4010,401010,40101015
018949,35,3520,352020,35202010
018950,20,2020,202010,20201050
018951,,,,
018952,60,6010,601040,60104010
018953,15,1510,151010,15101020
018957,20,2030,203020,20302010
018958,,,,
018959,,,,
018960,40,4010,401010,40101010
018961,,,,
018965,10,1010,101020,10102040
018967,15,1510,151040,15104030
018968,40,4010,401010,40101015
018970,40,4010,401010,40101015
018973,35,3520,352010,35201010
018974,40,4010,401010,40101015
018975,45,4520,452020,45202030
018976,35,3520,352020,35202010
018977,,,,
018978,25,2530,253010,25301040
018979,40,4010,401010,40101015
018982,35,3520,352020,35202010
018983,35,3510,351010,35101010
018987,,,,
018988,,,,
018989,,,,
018990,,,,
018991,40,4020,402030,40203010
018995,10,1010,101020,10102050
018996,25,2530,253020,25302020
018998,,,,
019000,60,6020,602010,60201040
019001,,,,
019002,20,2010,201060,20106020
019003,,,,
019004,,,,
019005,,,,
019006,,,,
019007,,,,
019008,,,,
019009,,,,
019010,,,,
019011,,,,
019012,25,2550,255020,25502020
019016,20,2020,202010,20201040
019017,35,3510,351020,35102010
019018,15,1510,151040,15104030
019019,40,4010,401010,40101010
019020,40,4010,401010,40101010
019021,40,4030,403010,40301020
019022,,,,
019023,40,4010,401010,40101015
019024,40,4010,401010,40101015
019025,35,3520,352020,35202010
019026,50,5020,502030,50203010
019028,10,1010,101010,10101020
019030,20,2010,201030,20103010
019032,,,,
019033,45,4510,451030,45103010
019034,30,3030,303020,30302010
019038,,,,
019039,40,4020,402030,40203010
019040,45,4510,451030,45103010
019041,10,1010,101020,10102040
019042,45,4510,451030,45103010
019043,20,2010,201040,20104020
019044,45,4510,451030,45103020
019045,15,1510,151010,15101020
019049,40,4010,401010,40101015
019051,25,2530,253010,25301010
019052,,,,
019054,40,4040,404020,40402040
019057,40,4010,401010,40101015
019060,,,,
019061,40,4010,401010,40101010
019067,40,4010,401010,40101015
019068,35,3510,351010,35101020
019069,35,3520,352010,35201010
019071,25,2550,255040,25504050
019072,25,2550,255040,25504040
019073,45,4520,452020,45202020
019074,45,4510,451030,45103010
019075,45,4520,452010,45201020
019076,40,4010,401010,40101010
019078,40,4010,401010,40101010
019079,15,1510,151040,15104030
019081,,,,
019082,,,,
019083,60,6020,602010,60201010
019084,60,6010,601030,60103010
019092,40,4010,401010,40101015
019093,45,4510,451030,45103010
019094,40,4010,401010,40101015
019096,20,2020,202010,20201030
019098,45,4510,451010,45101010
019100,,,,
019102,,,,
019103,20,2020,202010,20201060
019104,10,1010,101020,10102010
019105,40,4010,401010,40101015
019107,40,4020,402030,40203010
019108,,,,
019112,25,2510,251010,25101010
019113,25,2510,251020,25102010
019115,20,2010,201060,20106020
019116,35,3520,352010,35201010
019117,35,3520,352010,35201010
019120,25,2550,255040,25504040
019122,,,,
019124,40,4010,401010,40101015
019125,,,,
019129,55,5510,551050,55105010
019130,20,2020,202010,20201050
019131,10,1010,101010,10101020
019134,35,3520,352010,35201010
019135,35,3520,352010,35201010
