gvkey,gsector,ggroup,gind,gsubind
163668,25,2530,253020,25302010
163669,55,5510,551010,55101010
163671,40,4040,404010,40401010
163672,35,3510,351010,35101010
163673,40,4010,401020,40102010
163676,40,4020,402030,40203010
163678,25,2530,253010,25301010
163679,45,4530,453010,45301020
163680,40,4020,402030,40203010
163681,40,4010,401020,40102010
163685,20,2030,203030,20303010
163690,10,1010,101020,10102020
163691,,,,
163692,20,2030,203040,20304020
163697,10,1010,101020,10102020
163704,40,4010,401010,40101015
163707,15,1510,151040,15104020
163708,45,4510,451030,45103010
163712,10,1010,101020,10102020
163714,10,1010,101020,10102020
163718,15,1510,151040,15104020
163719,15,1510,151010,15101010
163720,35,3510,351010,35101010
163721,35,3510,351010,35101020
163722,10,1010,101010,10101020
163731,,,,
163732,,,,
163733,,,,
163734,15,1510,151040,15104030
163738,10,1010,101020,10102020
163743,15,1510,151040,15104020
163746,15,1510,151040,15104020
163747,35,3520,352020,35202010
163750,10,1010,101020,10102020
163751,50,5010,501010,50101010
163754,40,4010,401010,40101015
163759,25,2550,255010,25501010
163764,50,5010,501010,50101010
163765,25,2510,251010,25101010
163768,45,4510,451020,45102030
163769,45,4520,452020,45202030
163770,40,4020,402030,40203020
163771,45,4510,451030,45103010
163772,45,4530,453010,45301020
163773,,,,
163774,10,1010,101020,10102050
163778,35,3510,351020,35102020
163779,15,1510,151040,15104030
163781,25,2540,254010,25401020
163785,,,,
163786,,,,
163787,15,1510,151040,15104030
163791,45,4520,452030,45203010
163796,25,2520,252010,25201030
163797,15,1510,151040,15104020
163799,10,1010,101020,10102020
163800,,,,
163801,,,,
163802,20,2010,201020,20102010
163804,25,2540,254010,25401030
163806,45,4510,451030,45103010
163807,,,,
163808,,,,
163810,20,2010,201040,20104010
163817,40,4020,402030,40203010
163818,45,4510,451030,45103010
163819,25,2530,253010,25301020
163822,10,1010,101020,10102020
163831,40,4010,401010,40101015
163832,,,,
163835,10,1010,101020,10102020
163838,35,3520,352020,35202010
163839,40,4010,401010,40101015
163840,20,2010,201030,20103010
163841,40,4010,401010,40101015
163844,,,,
163845,,,,
163846,,,,
163847,,,,
163848,,,,
163850,50,5020,502010,50201010
163852,45,4510,451010,45101010
163863,40,4020,402040,40204010
163864,10,1010,101020,10102020
163865,30,3030,303020,30302010
163867,40,4010,401010,40101015
163870,45,4510,451030,45103010
163871,15,1510,151040,15104020
163872,40,4010,401010,40101010
163874,,,,
163875,10,1010,101020,10102020
163876,20,2010,201070,20107010
163877,20,2010,201030,20103010
163878,25,2530,253020,25302010
163879,25,2520,252030,25203010
163880,10,1010,101020,10102020
163883,45,4520,452030,45203010
163884,60,6010,601040,60104010
163886,15,1510,151040,15104020
163887,30,3030,303010,30301010
163888,35,3520,352010,35201010
163889,35,3510,351010,35101010
163890,50,5010,501010,50101020
163891,25,2530,253010,25301040
163892,25,2550,255020,25502020
163893,35,3510,351020,35102010
163894,35,3520,352020,35202010
163899,,,,
163901,10,1010,101020,10102020
163904,40,4020,402020,40202010
163905,20,2010,201040,20104010
163906,40,4020,402030,40203020
163910,20,2020,202010,20201050
163911,45,4520,452030,45203010
163914,35,3510,351010,35101010
163915,45,4510,451030,45103010
163916,45,4510,451020,45102030
163917,30,3020,302030,30203010
163918,,,,
163919,35,3520,352010,35201010
163920,40,4010,401010,40101015
163921,10,1010,101020,10102040
163922,35,3520,352010,35201010
163923,20,2030,203030,20303010
163924,40,4030,403010,40301040
163925,10,1010,101020,10102020
163926,40,4010,401020,40102010
163927,45,4530,453010,45301020
163928,25,2550,255040,25504060
163929,10,1010,101010,10101020
163930,20,2030,203030,20303010
163931,35,3520,352010,35201010
163933,45,4510,451020,45102020
163935,10,1010,101020,10102040
163936,40,4030,403010,40301040
163937,45,4510,451020,45102010
163938,25,2550,255030,25503010
163939,10,1010,101020,10102030
163940,25,2530,253010,25301040
163941,45,4510,451010,45101010
163943,40,4040,404020,40402030
163945,45,4510,451020,45102010
163946,15,1510,151010,15101030
163947,20,2030,203030,20303010
163948,10,1010,101010,10101020
163949,60,6020,602010,60201020
163951,10,1010,101020,10102020
163954,,,,
163963,60,6010,601010,60101040
163965,35,3510,351010,35101010
163968,60,6020,602010,60201040
163970,15,1510,151040,15104020
163971,,,,
163974,15,1510,151040,15104020
163975,20,2010,201040,20104010
163976,20,2010,201070,20107010
163977,25,2520,252030,25203010
163978,20,2010,201010,20101010
163979,35,3520,352020,35202010
163980,25,2520,252010,25201020
163983,30,3020,302020,30202030
163984,15,1510,151050,15105020
163985,35,3520,352010,35201010
163986,20,2020,202010,20201030
163987,50,5010,501010,50101020
163988,25,2550,255040,25504040
163989,,,,
163991,35,3520,352010,35201010
163993,40,4020,402010,40201040
163999,20,2030,203040,20304020
164001,35,3520,352020,35202010
164002,50,5010,501010,50101020
164004,10,1010,101020,10102020
164006,40,4020,402030,40203010
164009,,,,
164010,,,,
164011,,,,
164012,,,,
164024,35,3520,352010,35201010
164025,35,3510,351030,35103010
164029,50,5010,501010,50101010
164040,10,1010,101020,10102020
164046,10,1010,101020,10102020
164048,40,4010,401020,40102010
164049,45,4520,452020,45202020
164050,35,3510,351010,35101010
164052,40,4010,401010,40101015
164053,40,4020,402010,40201060
164055,50,5010,501010,50101010
164058,25,2550,255040,25504010
164059,40,4010,401010,40101015
164063,,,,
164065,15,1510,151040,15104020
164068,25,2540,254010,25401020
164070,30,3020,302020,30202030
164073,15,1510,151040,15104030
164074,35,3520,352020,35202010
164075,10,1010,101010,10101010
164080,10,1010,101020,10102020
164085,10,1010,101020,10102050
164086,20,2020,202010,20201010
164088,25,2510,251010,25101010
164089,35,3520,352010,35201010
164091,10,1010,101020,10102020
164094,20,2030,203010,20301010
164096,45,4530,453010,45301020
164097,40,4040,404020,40402030
164099,20,2010,201010,20101010
164103,25,2520,252030,25203010
164105,40,4010,401010,40101015
164106,15,1510,151040,15104020
164109,10,1010,101020,10102020
164116,20,2010,201060,20106020
164118,,,,
164119,10,1010,101020,10102030
164121,15,1510,151040,15104020
164122,25,2530,253020,25302020
164123,45,4510,451010,45101010
164125,,,,
164126,15,1510,151010,15101030
164127,35,3520,352010,35201010
164132,60,6010,601010,60101070
164135,15,1510,151040,15104010
164137,25,2540,254010,25401020
164140,,,,
164143,,,,
164144,35,3510,351020,35102015
164146,25,2550,255010,25501010
164148,40,4010,401010,40101015
164150,30,3020,302010,30201010
164155,40,4020,402030,40203010
164156,,,,
164158,,,,
164159,,,,
164161,,,,
164162,,,,
164163,,,,
164164,,,,
164165,,,,
164169,15,1510,151010,15101050
164176,,,,
164177,10,1010,101020,10102020
164179,25,2540,254010,25401010
164182,30,3010,301010,30101020
164189,,,,
164190,20,2030,203020,20302010
164192,,,,
164196,,,,
164197,,,,
164198,45,4520,452010,45201020
164199,10,1010,101020,10102020
164200,20,2020,202010,20201080
164201,15,1510,151040,15104030
164203,25,2520,252010,25201010
164204,15,1510,151010,15101050
164211,45,4530,453010,45301020
164213,,,,
164217,45,4510,451030,45103020
164218,10,1010,101020,10102020
164220,10,1010,101020,10102020
164247,35,3510,351020,35102015
164255,25,2530,253010,25301040
164258,20,2020,202010,20201080
164262,15,1510,151040,15104020
164264,50,5020,502010,50201040
164265,35,3520,352020,35202010
164266,35,3520,352010,35201010
164268,10,1010,101010,10101020
164270,35,3520,352010,35201010
164271,25,2540,254010,25401030
164273,45,4510,451030,45103020
164274,15,1510,151010,15101050
164275,30,3010,301010,30101010
164276,25,2520,252020,25202010
164282,20,2010,201010,20101010
164283,25,2540,254010,25401010
164284,25,2530,253010,25301040
164286,40,4020,402030,40203010
164290,25,2530,253010,25301040
164293,35,3510,351010,35101010
164294,40,4040,404020,40402040
164296,50,5020,502020,50202010
164298,45,4520,452030,45203010
164300,25,2530,253010,25301040
164312,20,2010,201070,20107010
164313,10,1010,101020,10102020
164316,40,4020,402030,40203010
164317,,,,
164320,40,4010,401010,40101015
164326,10,1010,101020,10102040
164328,20,2010,201060,20106020
164329,15,1510,151040,15104030
164330,10,1010,101020,10102020
164332,10,1010,101020,10102020
164333,10,1010,101020,10102020
164334,15,1510,151040,15104020
164335,25,2550,255040,25504010
164337,30,3010,301010,30101020
164340,45,4510,451010,45101010
164341,40,4030,403010,40301040
164342,30,3030,303020,30302010
164347,45,4520,452010,45201020
164351,20,2010,201030,20103010
164353,,,,
164354,,,,
164355,,,,
164362,20,2030,203030,20303010
164363,15,1510,151010,15101010
164364,40,4010,401010,40101015
164365,40,4020,402010,40201050
164366,,,,
164368,40,4010,401010,40101015
164369,45,4510,451010,45101010
164371,,,,
164372,25,2520,252010,25201020
164374,,,,
164376,20,2010,201060,20106020
164377,40,4020,402030,40203040
164384,35,3520,352010,35201010
164391,10,1010,101010,10101020
164392,10,1010,101020,10102020
164394,35,3510,351030,35103010
164395,40,4010,401010,40101015
164398,45,4510,451020,45102020
164399,10,1010,101020,10102050
164400,25,2510,251010,25101010
164401,45,4520,452010,45201020
164402,35,3520,352030,35203010
164403,40,4020,402010,40201040
164404,40,4040,404030,40403030
164405,10,1010,101020,10102020
164407,10,1010,101020,10102030
164408,30,3020,302020,30202030
164409,40,4020,402010,40201040
164411,35,3520,352030,35203010
164415,,,,
164416,25,2520,252010,25201040
164420,,,,
164422,45,4510,451010,45101010
164431,35,3510,351020,35102020
164432,45,4510,451020,45102010
164433,15,1510,151040,15104050
164440,45,4530,453010,45301020
164443,35,3520,352020,35202010
164444,40,4020,402030,40203010
164445,20,2010,201070,20107010
164471,25,2530,253010,25301040
164494,20,2010,201010,20101010
164506,20,2020,202010,20201060
164509,50,5010,501020,50102010
164510,35,3520,352010,35201010
164511,35,3520,352010,35201010
164513,,,,
164514,20,2020,202020,20202030
164515,55,5510,551050,55105010
164526,,,,
164527,,,,
164532,50,5020,502030,50203010
164533,20,2010,201010,20101010
164534,20,2030,203050,20305030
164538,25,2530,253010,25301040
164540,15,1510,151040,15104040
164541,10,1010,101020,10102020
164542,10,1010,101020,10102020
164543,10,1010,101010,10101020
164546,40,4030,403010,40301040
164555,40,4010,401010,40101015
164556,40,4040,404020,40402010
164557,20,2010,201060,20106020
164558,35,3510,351010,35101010
164561,,,,
164563,10,1010,101010,10101020
164565,20,2030,203030,20303010
164566,50,5020,502030,50203010
164568,45,4520,452020,45202010
164570,10,1010,101020,10102020
164571,35,3510,351020,35102015
164572,40,4030,403010,40301040
164574,40,4040,404030,40403030
164576,15,1510,151010,15101010
164577,,,,
164579,35,3520,352020,35202010
164581,,,,
164582,45,4510,451030,45103020
164585,20,2010,201070,20107010
164592,,,,
164594,45,4520,452030,45203030
164597,20,2010,201060,20106020
164598,15,1510,151040,15104030
164599,15,1510,151040,15104020
164601,50,5010,501020,50102010
164604,35,3510,351010,35101010
164605,35,3520,352010,35201010
164606,25,2530,253010,25301030
164607,10,1010,101010,10101010
164608,,,,
164609,35,3520,352010,35201010
164610,35,3510,351020,35102020
164611,25,2530,253010,25301040
164612,35,3510,351010,35101010
164613,40,4010,401010,40101015
164614,40,4040,404020,40402030
164615,45,4530,453010,45301020
164616,25,2550,255020,25502010
164619,45,4510,451030,45103010
164620,30,3030,303020,30302010
164622,30,3030,303010,30301010
164624,25,2530,253010,25301010
164626,,,,
164630,15,1510,151040,15104025
164631,15,1510,151040,15104020
164633,40,4010,401010,40101015
164634,10,1010,101020,10102020
164637,40,4020,402030,40203010
164639,35,3510,351010,35101010
164640,,,,
164641,15,1510,151010,15101010
164645,,,,
164647,40,4010,401010,40101015
164648,15,1510,151010,15101030
164649,15,1510,151040,15104020
164651,35,3510,351020,35102015
164652,35,3510,351020,35102020
164653,,,,
164654,45,4510,451030,45103010
164656,40,4020,402030,40203010
164660,50,5020,502010,50201010
164661,40,4020,402030,40203010
164663,40,4040,404020,40402070
164664,35,3510,351010,35101010
164665,10,1010,101020,10102020
164666,20,2010,201010,20101010
164668,10,1010,101020,10102040
164674,30,3030,303020,30302010
164679,35,3510,351010,35101010
164680,15,1510,151050,15105020
164684,,,,
164688,,,,
164689,,,,
164691,10,1010,101020,10102020
164694,10,1010,101020,10102020
164695,,,,
164696,35,3510,351010,35101010
164697,25,2550,255030,25503010
164698,10,1010,101010,10101020
164699,55,5510,551050,55105020
164700,30,3030,303020,30302010
164702,45,4520,452030,45203010
164703,20,2010,201040,20104020
164704,,,,
164705,40,4010,401010,40101015
164708,40,4020,402030,40203010
164713,,,,
164720,35,3520,352010,35201010
164723,15,1510,151040,15104020
164724,40,4010,401010,40101015
164729,,,,
164733,10,1010,101020,10102020
164734,35,3510,351020,35102010
164738,35,3510,351010,35101010
164739,45,4520,452030,45203010
164740,10,1010,101020,10102020
164742,60,6010,601010,60101070
164746,45,4510,451030,45103010
164749,10,1010,101020,10102020
164751,35,3520,352010,35201010
164752,15,1510,151040,15104020
164754,20,2010,201030,20103010
164755,25,2520,252030,25203020
164756,10,1010,101020,10102040
164757,10,1010,101020,10102030
164758,25,2520,252010,25201010
164759,45,4530,453010,45301020
164934,40,4010,401010,40101015
165051,20,2010,201040,20104010
165052,25,2520,252030,25203010
165053,25,2550,255040,25504040
165060,20,2030,203020,20302010
165075,10,1010,101020,10102040
165076,50,5010,501020,50102010
165077,45,4510,451010,45101010
165095,10,1010,101020,10102020
165099,20,2010,201060,20106010
165101,25,2540,254010,25401020
165110,45,4510,451010,45101010
165113,35,3510,351030,35103010
165114,45,4510,451030,45103010
165121,35,3510,351030,35103010
165123,20,2020,202020,20202020
165124,30,3030,303020,30302010
165134,15,1510,151040,15104020
165136,,,,
165137,,,,
165138,,,,
165139,40,4040,404020,40402020
165141,15,1510,151040,15104020
165143,45,4530,453010,45301020
165146,45,4520,452010,45201020
165147,20,2010,201060,20106020
165148,20,2010,201020,20102010
165152,,,,
165154,50,5020,502010,50201010
165161,40,4010,401020,40102010
165163,40,4040,404030,40403010
165164,25,2530,253020,25302020
165166,40,4040,404030,40403010
165177,25,2510,251010,25101010
165179,35,3510,351010,35101020
165192,35,3520,352010,35201010
165202,50,5020,502030,50203010
165204,10,1010,101010,10101020
165209,60,6010,601080,60108010
165210,15,1510,151040,15104020
165214,15,1510,151040,15104030
165215,35,3520,352010,35201010
165224,20,2010,201020,20102010
165225,,,,
165226,,,,
165229,45,4510,451020,45102020
165230,10,1010,101020,10102020
165233,,,,
165234,,,,
165235,,,,
165236,,,,
165237,,,,
165238,,,,
165239,,,,
165240,,,,
165241,,,,
165242,,,,
165244,45,4510,451030,45103010
165247,20,2010,201030,20103010
165252,35,3510,351020,35102015
165255,,,,
165256,20,2020,202020,20202010
165257,30,3030,303010,30301010
165259,25,2520,252020,25202010
165261,25,2520,252010,25201010
165262,10,1010,101020,10102040
165264,40,4030,403010,40301040
165265,35,3520,352020,35202010
165266,35,3520,352010,35201010
165267,35,3520,352010,35201010
165269,45,4530,453010,45301020
165270,45,4520,452010,45201020
165281,35,3520,352030,35203010
165283,40,4040,404020,40402060
165284,40,4010,401010,40101015
165286,40,4020,402010,40201060
165291,35,3520,352020,35202010
165294,25,2550,255040,25504020
165296,,,,
165300,50,5010,501010,50101010
165308,15,1510,151040,15104030
165310,15,1510,151040,15104040
165334,25,2540,254010,25401040
165336,20,2010,201060,20106020
165339,45,4510,451030,45103020
165340,25,2550,255010,25501010
165341,,,,
165344,,,,
165354,35,3520,352020,35202010
165355,15,1510,151040,15104020
165358,20,2010,201060,20106010
165359,35,3520,352010,35201010
165360,30,3020,302020,30202030
165361,25,2520,252010,25201030
165371,25,2540,254010,25401010
165394,45,4510,451020,45102010
165395,25,2550,255020,25502020
165396,35,3520,352010,35201010
165403,,,,
165405,55,5510,551050,55105010
165407,10,1010,101020,10102020
165408,35,3510,351030,35103010
165411,40,4010,401020,40102010
165414,35,3510,351020,35102015
165422,15,1510,151010,15101050
165423,10,1010,101020,10102020
165425,15,1510,151040,15104030
165427,,,,
165428,,,,
165429,,,,
165430,,,,
165431,,,,
165432,,,,
165433,,,,
165434,,,,
165435,,,,
165436,,,,
165437,,,,
165438,,,,
165439,,,,
165440,45,4530,453010,45301010
165441,20,2020,202020,20202020
165442,40,4020,402020,40202010
165444,15,1510,151040,15104020
165446,35,3510,351010,35101010
165451,15,1510,151040,15104020
165454,15,1510,151040,15104020
165457,15,1510,151010,15101010
165458,40,4030,403010,40301040
165460,15,1510,151040,15104020
165462,45,4530,453010,45301020
165463,60,6010,601020,60102040
165464,25,2530,253010,25301010
165465,40,4010,401010,40101015
165466,10,1010,101020,10102040
165467,15,1510,151040,15104040
165468,15,1510,151010,15101010
165469,10,1010,101020,10102040
165471,10,1010,101020,10102040
165473,60,6020,602010,60201010
165478,,,,
165486,30,3010,301010,30101010
165487,25,2550,255040,25504050
165489,15,1510,151020,15102010
165490,15,1510,151040,15104020
165496,15,1510,151040,15104030
165498,10,1010,101020,10102020
165501,40,4030,403010,40301040
165502,50,5010,501010,50101020
165507,40,4010,401010,40101015
165509,10,1010,101020,10102020
165510,30,3020,302020,30202010
165513,40,4010,401010,40101015
165514,35,3510,351010,35101010
165522,10,1010,101020,10102020
165523,10,1010,101020,10102020
165526,10,1010,101020,10102030
165529,,,,
165532,15,1510,151040,15104040
165534,45,4530,453010,45301020
165535,15,1510,151040,15104045
165536,60,6010,601020,60102030
165540,25,2540,254010,25401010
165550,10,1010,101020,10102020
165551,45,4520,452010,45201020
165554,10,1010,101020,10102020
165555,45,4530,453010,45301020
165556,10,1010,101020,10102020
165557,25,2550,255040,25504010
165559,10,1010,101020,10102020
165561,15,1510,151040,15104020
165563,35,3520,352010,35201010
165564,15,1510,151010,15101010
165565,,,,
165566,,,,
165567,,,,
165568,,,,
165569,,,,
165570,,,,
165571,,,,
165572,,,,
165573,35,3520,352010,35201010
165574,,,,
165575,10,1010,101020,10102020
165577,15,1510,151040,15104020
165578,,,,
165580,,,,
165583,40,4020,402020,40202010
165589,10,1010,101020,10102040
165595,40,4010,401010,40101015
165599,50,5010,501010,50101020
165601,15,1510,151040,15104020
165606,,,,
165609,15,1510,151040,15104040
165610,40,4010,401010,40101015
165620,40,4020,402030,40203020
165621,45,4520,452010,45201020
165625,30,3020,302020,30202030
165628,10,1010,101020,10102050
165630,40,4010,401010,40101015
165633,50,5020,502020,50202010
165635,10,1010,101020,10102020
165636,15,1510,151040,15104020
165637,10,1010,101020,10102050
165638,15,1510,151040,15104020
165639,50,5010,501020,50102010
165640,20,2010,201040,20104010
165642,10,1010,101020,10102040
165646,,,,
165648,20,2020,202010,20201050
165649,10,1010,101020,10102040
165650,35,3520,352010,35201010
165651,40,4040,404020,40402040
165652,10,1010,101020,10102030
165653,20,2010,201010,20101010
165656,25,2520,252010,25201010
165657,45,4510,451030,45103010
165666,45,4530,453010,45301010
165669,30,3030,303020,30302010
165672,15,1510,151040,15104045
165673,30,3010,301010,30101020
165674,10,1010,101020,10102020
165675,50,5020,502020,50202010
165676,15,1510,151040,15104020
165678,20,2030,203020,20302010
165679,45,4520,452010,45201020
165680,45,4530,453010,45301020
165681,40,4010,401010,40101015
165682,45,4510,451030,45103010
165685,10,1010,101020,10102020
165686,35,3520,352020,35202010
165687,,,,
165688,,,,
165689,,,,
165690,,,,
165691,30,3020,302010,30201020
165692,45,4510,451030,45103010
165695,15,1510,151040,15104020
165698,25,2540,254010,25401030
165699,10,1010,101020,10102030
165701,15,1510,151040,15104020
165702,30,3010,301010,30101030
165705,10,1010,101020,10102020
165710,20,2010,201040,20104010
165712,45,4520,452030,45203010
165714,40,4010,401010,40101015
165715,15,1510,151040,15104030
165716,10,1010,101010,10101010
165719,25,2540,254010,25401025
165720,10,1010,101020,10102020
165721,10,1010,101020,10102020
165723,40,4010,401010,40101015
165724,,,,
165726,25,2510,251010,25101010
165728,25,2520,252030,25203010
165731,10,1010,101020,10102030
165732,40,4010,401010,40101015
165733,10,1010,101020,10102020
165734,10,1010,101020,10102030
165738,15,1510,151040,15104020
165740,45,4530,453010,45301020
165742,35,3520,352020,35202010
165743,20,2030,203030,20303010
165744,25,2540,254010,25401040
165745,35,3520,352010,35201010
165746,50,5020,502020,50202010
165747,,,,
165750,35,3510,351010,35101010
165753,25,2520,252010,25201010
165754,15,1510,151040,15104020
165760,10,1010,101020,10102020
165762,40,4010,401010,40101015
165764,10,1010,101020,10102050
165765,15,1510,151040,15104020
165768,20,2030,203030,20303010
165772,10,1010,101020,10102020
165773,15,1510,151040,15104020
165775,,,,
165776,10,1010,101020,10102030
165779,35,3510,351010,35101020
165780,,,,
165784,35,3510,351020,35102030
165785,35,3510,351020,35102015
165786,30,3020,302020,30202030
165788,15,1510,151040,15104020
165790,10,1010,101020,10102020
165791,10,1010,101020,10102020
165793,35,3520,352010,35201010
165795,10,1010,101020,10102030
165798,10,1010,101020,10102050
165799,15,1510,151040,15104030
165809,,,,
165814,35,3510,351020,35102015
165816,,,,
165825,,,,
165827,25,2530,253010,25301010
165828,15,1510,151040,15104020
165829,30,3010,301010,30101030
165832,30,3020,302020,30202030
165833,45,4510,451030,45103010
165842,,,,
165843,35,3520,352010,35201010
165844,35,3510,351020,35102015
165845,50,5010,501020,50102010
165846,10,1010,101020,10102030
165847,35,3510,351020,35102020
165850,55,5510,551050,55105010
165851,15,1510,151040,15104020
165852,25,2540,254010,25401020
165853,25,2540,254010,25401030
165854,40,4030,403010,40301030
165855,35,3510,351020,35102030
165856,20,2010,201070,20107010
165857,35,3520,352010,35201010
165860,20,2010,201040,20104010
165864,10,1010,101020,10102020
165867,25,2530,253020,25302020
165868,20,2020,202020,20202010
165869,55,5510,551050,55105010
165870,20,2020,202020,20202020
165875,10,1010,101020,10102020
165876,55,5510,551040,55104010
165878,35,3510,351020,35102010
165880,10,1010,101020,10102020
165886,,,,
165888,45,4510,451020,45102020
165896,15,1510,151040,15104020
165901,15,1510,151040,15104020
165902,,,,
165906,10,1010,101020,10102020
165908,,,,
165909,15,1510,151030,15103020
165910,15,1510,151040,15104040
165911,45,4510,451030,45103020
165912,40,4020,402030,40203020
165913,20,2030,203030,20303010
165914,25,2530,253010,25301040
165916,40,4010,401010,40101015
165919,,,,
165920,30,3020,302020,30202030
165921,15,1510,151040,15104040
165922,45,4510,451030,45103010
165923,50,5020,502010,50201010
165924,25,2530,253010,25301020
165927,15,1510,151040,15104050
165930,35,3510,351020,35102015
165932,,,,
165933,45,4510,451010,45101010
165934,35,3520,352010,35201010
165935,,,,
165939,35,3520,352020,35202010
165942,10,1010,101020,10102050
165943,35,3510,351010,35101010
165945,20,2010,201060,20106020
165948,20,2030,203020,20302010
165950,10,1010,101020,10102020
165964,40,4020,402010,40201040
165968,20,2010,201040,20104010
165969,60,6020,602010,60201020
165979,20,2010,201040,20104010
165980,25,2530,253020,25302010
165981,15,1510,151050,15105010
165982,15,1510,151040,15104020
165986,15,1510,151040,15104040
165987,10,1010,101020,10102030
165988,55,5510,551050,55105020
165991,45,4520,452010,45201020
165993,40,4020,402010,40201060
166000,45,4520,452030,45203030
166001,20,2010,201010,20101010
166005,40,4030,403010,40301040
166006,35,3510,351010,35101020
166009,,,,
166012,,,,
166015,,,,
166016,,,,
166017,,,,
166022,15,1510,151040,15104030
166023,,,,
166028,45,4520,452030,45203010
166048,40,4010,401010,40101015
166051,10,1010,101020,10102040
166052,40,4020,402030,40203010
166054,,,,
166056,,,,
166057,40,4010,401010,40101015
166058,35,3510,351030,35103010
166061,10,1010,101020,10102020
166065,15,1510,151040,15104040
166081,25,2530,253020,25302020
166084,40,4010,401010,40101015
166087,20,2010,201010,20101010
166125,,,,
166126,,,,
166127,,,,
166142,20,2030,203010,20301010
166144,,,,
166145,45,4530,453010,45301010
166163,,,,
166165,,,,
166169,15,1510,151040,15104020
166197,40,4010,401010,40101015
166198,10,1010,101010,10101020
166199,40,4010,401020,40102010
166200,35,3520,352010,35201010
166208,50,5010,501010,50101010
166211,,,,
166212,20,2030,203040,20304020
166213,20,2020,202010,20201070
166218,15,1510,151040,15104045
166219,15,1510,151040,15104040
166220,15,1510,151040,15104030
166221,45,4520,452030,45203010
166222,45,4510,451030,45103010
166223,15,1510,151040,15104020
166224,35,3510,351010,35101010
166225,,,,
166226,45,4510,451030,45103010
166227,45,4510,451030,45103010
166228,15,1510,151040,15104030
166229,55,5510,551050,55105010
166230,15,1510,151010,15101050
166231,,,,
166232,25,2530,253010,25301020
166240,10,1010,101020,10102020
166244,15,1510,151040,15104030
166246,10,1010,101020,10102020
166247,10,1010,101010,10101020
166248,15,1510,151040,15104030
166249,10,1010,101020,10102020
166253,15,1510,151040,15104020
166254,20,2030,203040,20304020
166255,10,1010,101020,10102050
166258,15,1510,151040,15104020
166262,,,,
166264,15,1510,151020,15102010
166265,15,1510,151040,15104045
166268,10,1010,101010,10101020
166269,10,1010,101020,10102020
166270,,,,
166272,15,1510,151020,15102010
166286,15,1510,151040,15104030
166288,40,4020,402030,40203010
166290,,,,
166303,45,4530,453010,45301020
166304,40,4040,404030,40403010
166312,30,3020,302020,30202010
166357,20,2020,202010,20201060
166363,10,1010,101020,10102050
166365,35,3510,351020,35102015
166366,25,2530,253010,25301040
166368,40,4020,402010,40201030
166381,35,3510,351020,35102015
166385,20,2030,203050,20305010
166391,,,,
166402,25,2540,254010,25401020
166411,25,2530,253010,25301040
166414,35,3520,352020,35202010
166426,10,1010,101010,10101010
166428,25,2530,253010,25301020
166429,35,3520,352010,35201010
166430,35,3510,351010,35101010
166433,45,4520,452030,45203015
166434,35,3510,351010,35101010
166435,35,3520,352010,35201010
166436,10,1010,101020,10102020
166437,20,2020,202010,20201070
166438,,,,
166439,,,,
166440,,,,
166442,15,1510,151040,15104020
166443,15,1510,151010,15101020
166446,35,3510,351010,35101010
166447,35,3520,352010,35201010
166449,45,4530,453010,45301020
166450,35,3520,352010,35201010
166451,40,4020,402010,40201040
166454,,,,
166458,10,1010,101020,10102020
166459,10,1010,101020,10102010
166460,45,4530,453010,45301020
166476,45,4520,452030,45203010
166477,10,1010,101010,10101020
166480,,,,
166481,35,3520,352030,35203010
166482,20,2010,201060,20106020
166483,15,1510,151040,15104020
166484,15,1510,151040,15104020
166485,35,3510,351020,35102020
166486,15,1510,151040,15104040
166487,15,1510,151040,15104045
166490,25,2530,253010,25301020
166491,35,3520,352020,35202010
166504,15,1510,151040,15104020
166505,15,1510,151040,15104020
166507,10,1010,101020,10102020
166520,45,4520,452010,45201020
166532,,,,
166533,,,,
166534,,,,
166535,,,,
166536,,,,
166537,,,,
166538,10,1010,101020,10102020
166554,20,2010,201020,20102010
166555,35,3510,351010,35101010
166556,40,4010,401010,40101015
166560,,,,
166562,45,4510,451030,45103010
166563,10,1010,101020,10102030
166564,10,1010,101020,10102020
166565,,,,
166566,30,3020,302010,30201020
166567,,,,
166568,15,1510,151040,15104020
166569,35,3520,352010,35201010
166570,35,3520,352010,35201010
166571,20,2030,203040,20304020
166572,40,4030,403010,40301050
166575,15,1510,151010,15101010
166576,10,1010,101020,10102030
166580,,,,
166581,20,2030,203040,20304020
166582,40,4030,403010,40301050
166583,45,4520,452030,45203010
166584,10,1010,101020,10102020
166585,20,2010,201060,20106020
166586,35,3510,351020,35102020
166590,10,1010,101020,10102020
166591,35,3520,352010,35201010
166592,45,4530,453010,45301020
166593,45,4510,451030,45103010
166594,25,2550,255010,25501010
166595,35,3520,352020,35202010
166599,25,2520,252010,25201030
166603,,,,
166604,,,,
166611,35,3520,352010,35201010
166622,35,3510,351010,35101010
166623,45,4510,451010,45101010
166624,,,,
166625,,,,
166628,10,1010,101020,10102020
166630,10,1010,101020,10102020
166639,25,2540,254010,25401020
166655,15,1510,151040,15104050
166669,15,1510,151040,15104020
166671,10,1010,101020,10102050
166674,10,1010,101020,10102010
166676,60,6010,601070,60107010
166680,45,4520,452010,45201020
166684,60,6020,602010,60201020
166689,45,4530,453010,45301010
166699,15,1510,151040,15104030
166700,45,4510,451020,45102010
